lemma_iast	lemma_slp1	n1	n2	n3	n4	n5	dist_12	dist_23	dist_34	dist_45	dist_15	fshift_12	fshift_23	fshift_34	fshift_45	fshift_15	graded_rank_12	binary_changed_12
hiṅgula	hiNgula	0	0	1	139	69				0.653454					0.424973			
homa	homa	513	90	177	87	102	0.807986	0.727087	0.748388	0.704296	0.839344	2.948808	1.424197	0.721901	1.664872	0.581641	1050	0
hotṛ	hotf	1623	41	21	11	104					0.689052					2.215258		
hrada	hrada	51	147	109	34	24	0.899489	0.800171				1.089401	0.016956				373	0
hrasva	hrasva	13	81	84	56	10		0.800657	0.837113				0.500912	0.282202				
hrī	hrI	18	111	52	33	1		0.809635					0.645532					
hrīṃ	hrIM	0	0	1	160	51				0.730767					0.214113			
hu	hu	5520	351	269	106	178	0.775511	0.628759	0.745898	0.774361	0.760338	4.412971	0.064579	1.040781	2.183203	3.20597	1165	0
hutāśana	hutASana	2	188	63	26	33		0.834643					1.128865					
hā	hA	427	1193	754	523	173	0.82155	0.692984	0.768364	0.806563	0.874337	1.04444	0.213513	0.224993	0.160649	0.445285	981	0
hāni	hAni	7	26	82	73	27			0.787531					0.135033				
hāra	hAra	15	73	107	108	29		0.718686	0.725036				1.000087	0.316181				
hārin	hArin	1	33	90	181	19			0.866527					1.310754				
hāsa	hAsa	1	23	56	68	6			0.868928					0.582869				
hṛ	hf	701	905	534	513	141	0.834883	0.736638	0.770218	0.815056	0.874476	0.069343	0.312634	0.24488	0.427874	0.56497	901	0
hṛd	hfd	209	295	402	390	101	0.879245	0.695363	0.669821	0.66681	0.928145	0.059366	0.894925	0.25904	0.513729	0.699601	559	0
hṛdaya	hfdaya	448	556	614	490	97	0.821957	0.694154	0.701837	0.823524	0.876212	0.12626	0.591598	0.022696	0.901335	0.458693	976	0
hṛdya	hfdya	8	33	157	114	20			0.606493					0.15897				
hṛt	hft	13	2	38	165	82				0.502625					0.42662			
hṛṣ	hfz	29	679	228	171	40		0.72164	0.754487				1.125933	0.112277				
hṛṣīkeśa	hfzIkeSa	3	109	65	24	18		0.820414					0.297372					
i	i	2782	437	239	199	90	0.832407	0.795077	0.793205	0.889469	0.896471	3.108263	0.422178	0.038519	0.290618	3.201305	918	0
icchā	icCA	0	73	248	302	37		0.831204	0.791712				2.212816	0.586969				
idam	idam	19825	14442	8906	6848	2492	0.821628	0.675127	0.638633	0.738782	0.819441	0.894896	0.248977	0.076334	0.022989	1.243196	978	0
idānīm	idAnIm	23	202	220	153	33		0.813077	0.885551				0.571593	0.221211				
iha	iha	1452	2851	1245	992	305	0.852659	0.653864	0.722378	0.797216	0.796187	0.53558	0.746878	0.024973	0.266141	0.502411	777	0
ikṣu	ikzu	13	54	166	65	11		0.601813	0.707757				2.068596	1.049911				
ikṣvāku	ikzvAku	2	185	66	21	5		0.829361					1.038543					
indhana	inDana	15	90	53	29	15		0.772323					0.315488					
indra	indra	7053	2899	1184	542	493	0.764395	0.58002	0.674337	0.762181	0.737537	1.720528	0.843442	0.824543	1.298685	2.089828	1185	0
indriya	indriya	775	1168	721	526	170	0.833173	0.582158	0.64969	0.723042	0.838119	0.153926	0.247525	0.152176	0.194138	0.439912	912	0
indu	indu	452	74	230	227	51	0.935901	0.75	0.696227	0.78765	0.875418	3.048572	2.084481	0.283819	0.718733	1.399005	97	1
itara	itara	789	255	276	140	50	0.832211	0.836714	0.835666	0.868973	0.854545	2.067374	0.562615	0.676481	0.050037	2.231276	920	0
itas	itas	469	315	181	123	47	0.896494	0.797794	0.828896			1.012082	0.350918	0.25457			405	0
iti	iti	37933	10114	13431	11750	5257	0.792425	0.694355	0.593697	0.703406	0.714734	2.344946	0.857657	0.109855	0.275041	1.102393	1115	0
ittham	itTam	82	13	125	310	39			0.862461					1.613101				
ityādi	ityAdi	34	1	108	943	475			0.81381	0.80586				3.428987	0.44606			
iva	iva	3739	8929	4699	2664	289	0.705116	0.559869	0.568493	0.683824	0.816342	0.818	0.477701	0.515999	1.769063	1.944762	1253	0
iṣ	iz	1199	2281	1082	593	244	0.837387	0.678964	0.735707	0.813309	0.867713	0.489989	0.627522	0.564836	0.154239	0.54813	889	0
iṣu	izu	213	325	91	45	16	0.834469	0.772257				0.17174	1.388057				903	0
iṣṭi	izwi	334	54	31	14	22	0.851637					3.066663					781	0
ja	ja	118	1096	1523	1083	305	0.846617	0.604706	0.608035	0.694838	0.853101	2.777543	0.923112	0.189122	0.392762	3.118771	821	0
jagant	jagant	127	569	968	492	198	0.859217	0.645813	0.686181	0.694208	0.898485	1.725754	1.215023	0.673588	0.122232	2.389421	726	0
jaghana	jaGana	62	39	93	51	10			0.804525					0.563973				
jala	jala	47	652	899	943	557		0.648582	0.644485	0.639672			0.911893	0.371698	0.67581			
jalada	jalada	0	97	79	41	7		0.756552					0.152312					
jamadagni	jamadagni	67	55	19	18	12	0.781017					0.722576					1148	0
jambīra	jambIra	0	1	10	292	50				0.654594					1.110578			
jan	jan	2439	2015	2097	2024	673	0.790093	0.682816	0.692805	0.722878	0.851849	0.713356	0.505991	0.251643	0.153141	0.108862	1121	0
jana	jana	795	1432	1029	609	232	0.842041	0.651339	0.654902	0.793177	0.888708	0.411159	0.028344	0.453968	0.043073	0.028081	851	0
janaka	janaka	26	166	65	104	21		0.876442	0.866358				0.904227	0.980833				
janamejaya	janamejaya	13	303	92	24	5		0.794626					1.271168					
janana	janana	30	83	119	106	30		0.844588	0.833703				0.968223	0.135864				
jananī	jananI	2	107	82	77	13		0.852834	0.856871				0.064529	0.211995				
janapada	janapada	28	214	152	21	21		0.748284					0.045095					
janay	janay	452	395	429	190	58	0.867367	0.80462	0.803527	0.818583	0.936985	0.632316	0.567569	0.872217	0.276485	1.213449	665	0
janman	janman	177	418	547	401	214	0.879612	0.748636	0.759291	0.739726	0.894047	0.801907	0.836482	0.145178	0.529399	2.022611	553	0
jantu	jantu	31	215	212	152	62		0.790223	0.815287	0.873963			0.428172	0.177232	0.141659			
janārdana	janArdana	0	372	286	60	75		0.828699	0.843038	0.88505			0.069157	1.95022	1.757318			
jap	jap	741	156	291	249	267	0.827833	0.696352	0.628745	0.715561	0.822342	2.685774	1.347917	0.077887	1.536084	0.276115	944	0
japa	japa	52	41	144	143	95			0.703849	0.733655	0.867472			0.292707	0.845374	2.618165		
jarā	jarA	73	279	207	327	104	0.866857	0.659598	0.794568	0.679065	0.870891	1.496451	0.01781	0.962421	0.217317	2.259364	670	0
jarāsaṃdha	jarAsaMDa	0	113	79	8	4		0.731388					0.067954					
java	java	43	214	71	46	12		0.820197					1.143276					
jaya	jaya	123	589	239	155	49	0.949099	0.744963	0.775423			1.821763	0.852813	0.321982			40	1
jaḍa	jaqa	3	49	55	116	16			0.837794					1.379382				
jaṅgama	jaNgama	7	155	93	42	23		0.660704					0.288521					
jaṅghā	jaNGA	22	38	81	54	23			0.805557					0.282202				
jaṭhara	jaWara	62	35	90	76	27			0.764828					0.058835				
jaṭā	jawA	15	94	111	92	31		0.792917	0.777629				0.688271	0.031907				
ji	ji	1032	1546	687	550	275	0.786891	0.664616	0.726557	0.788785	0.871422	0.145251	0.721714	0.018118	0.43539	0.15919	1130	0
jighāṃs	jiGAMs	85	87	16	9	1	0.92808					0.404294					147	1
jihvā	jihvA	247	177	250	119	59	0.816517	0.650305	0.761558	0.79622	0.822283	0.918608	0.946623	0.768206	0.423215	0.316975	1005	0
jit	jit	192	46	176	392	75			0.539834	0.420426	0.967833			1.458039	0.950501	0.392605		
juṣ	juz	908	134	97	85	54	0.895006	0.895268	0.860841	0.920034	0.770894	3.198305	0.017732	0.112239	0.780887	2.322912	424	0
jval	jval	64	423	139	151	50	0.846345	0.702674	0.791474	0.817392	0.923603	2.286668	1.157128	0.422225	0.159159	1.392605	823	0
jvalana	jvalana	4	126	67	31	19		0.824038					0.462746					
jvara	jvara	7	456	766	603	150		0.493531	0.469923	0.469415			1.196755	0.042425	0.571805			
jvālā	jvAlA	3	62	86	93	42		0.758179	0.781766				0.920513	0.415655				
jyeṣṭha	jyezWa	232	405	228	69	38	0.852721	0.701379	0.80258			0.365951	0.380444	1.421605			775	0
jyotis	jyotis	1087	206	253	109	64	0.835969	0.75348	0.784172	0.839718	0.797989	2.837482	0.744937	0.912048	0.667206	2.337387	894	0
jyā	jyA	146	181	53	13	2	0.907178	0.819241				0.127825	1.323481				298	1
jyāyas	jyAyas	106	50	33	10	9	0.849126					1.52191					803	0
jña	jYa	42	1141	418	310	98		0.677913	0.72761	0.753464			1.00028	0.128474	0.226025			
jñā	jYA	275	1726	1258	1355	442	0.885792	0.735845	0.75686	0.78299	0.92635	2.212083	0.007856	0.409922	0.180785	2.433364	501	0
jñāna	jYAna	38	1009	1096	878	270		0.613224	0.622769	0.76989			0.567766	0.017194	0.265872			
jñāti	jYAti	65	339	123	26	12	0.867533	0.76222				1.944928	1.014183				663	0
jāgṛ	jAgf	160	92	48	34	8	0.882704					1.236212					528	0
jāla	jAla	25	412	219	129	39		0.644614	0.765171				0.463269	0.460799				
jānu	jAnu	88	92	161	81	48	0.844332	0.627843	0.760655			0.373716	1.255799	0.688306			836	0
jāray	jAray	4	0	0	597	61				0.620178					1.85546			
jāraṇa	jAraRa	0	0	0	330	171				0.676933					0.48692			
jātavedas	jAtavedas	560	69	31	14	31	0.915478					3.458605					242	1
jāti	jAti	18	334	344	229	91		0.722621	0.782868	0.880967			0.491005	0.2843	0.103981			
jīmūta	jImUta	12	67	62	24	5		0.837177					0.336551					
jīv	jIv	515	813	333	471	91	0.838015	0.73632	0.777967	0.798805	0.872517	0.220837	0.839289	0.802966	0.936399	0.751885	879	0
jīva	jIva	265	218	127	256	91	0.914231	0.861356	0.832262	0.84927	0.914661	0.71951	0.331055	1.314076	0.056815	0.206695	253	1
jīvana	jIvana	44	44	72	91	25			0.818247					0.640631				
jīvita	jIvita	19	697	268	182	31		0.723524	0.779337				0.930481	0.255534				
jṛ	jf	155	131	234	690	204	0.866608	0.74063	0.78053	0.639817	0.928295	0.680548	1.285386	1.862849	0.322637	2.14505	674	0
ka	ka	2294	4721	3546	2664	1013	0.784402	0.546828	0.669127	0.72439	0.816333	0.603381	0.035544	0.109838	0.04043	0.569518	1137	0
kaca	kaca	0	57	68	47	5		0.695755					0.703017					
kadala	kadala	0	51	53	147	38		0.836592	0.792839				0.503939	1.774513				
kadācana	kadAcana	50	179	86	84	55	0.901495	0.816626	0.873344	0.913067	0.930181	1.402113	0.609107	0.268814	0.824432	1.886253	350	0
kadācid	kadAcid	9	249	295	219	49		0.824828	0.821834				0.693014	0.127023				
kailāsa	kElAsa	0	92	76	37	49		0.810768					0.17281					
kakṣa	kakza	43	89	75	27	6		0.816897					0.20153					
kalaha	kalaha	3	55	65	36	8		0.792598					0.689452					
kalaśa	kalaSa	125	56	74	71	22	0.907268	0.875811	0.838712			1.596275	0.850543	0.243055			296	1
kali	kali	19	113	248	112	92		0.766247	0.812089	0.740622			1.582462	0.84408	1.151597			
kaliṅga	kaliNga	5	102	58	34	7		0.81547					0.366					
kalka	kalka	4	53	318	295	78		0.59606	0.702836	0.617003			3.033407	0.194449	0.483779			
kalpa	kalpa	194	445	568	227	222	0.878143	0.756264	0.796898	0.839887	0.941434	0.759903	0.80053	1.020438	1.403257	1.943252	567	0
kalpanā	kalpanA	0	20	68	52	2			0.839044					0.084262				
kalpay	kalpay	310	225	321	193	43	0.895408	0.832112	0.822856			0.900189	0.961093	0.431212			422	0
kalyāṇa	kalyARa	79	350	108	64	28	0.902432	0.842576	0.868138			1.709584	1.247879	0.452127			345	0
kalā	kalA	72	105	303	418	112	0.826055	0.725509	0.767209	0.735299	0.894846	0.106474	1.977373	0.766946	0.464614	2.386179	949	0
kamala	kamala	1	127	224	140	49		0.785905	0.755972				1.267115	0.375311				
kamp	kamp	3	94	56	70	14		0.865825	0.838472				0.29879	0.624689				
kampa	kampa	1	23	68	66	8			0.762226					0.259692				
kanaka	kanaka	3	135	121	294	133		0.732226	0.7948	0.683809			0.290492	1.58357	0.291			
kanda	kanda	6	18	85	358	70			0.717457	0.695294				2.377186	0.919143			
kanyakā	kanyakA	1	11	93	159	18			0.812346					1.076485				
kanyā	kanyA	113	794	610	382	150	0.8253	0.665939	0.744157	0.812775	0.87012	2.37497	0.068115	0.372476	0.08678	2.157389	955	0
kapha	kaPa	0	198	1149	970	217		0.459316	0.403269	0.386742			2.985251	0.058439	0.7249			
kapila	kapila	6	96	99	73	37		0.820649	0.855928				0.492838	0.136771				
kapāla	kapAla	885	43	130	80	42			0.808199					0.397679				
kara	kara	28	900	1148	1137	378		0.740996	0.631948	0.67098			0.79957	0.288871	0.153384			
karaṇa	karaRa	80	195	406	346	107	0.864155	0.793435	0.758824	0.860453	0.93889	0.847556	1.50645	0.072053	0.257771	2.168288	692	0
kardama	kardama	6	68	64	56	15		0.889587	0.851038				0.360981	0.110116				
karman	karman	1296	4513	2077	1595	456	0.708559	0.58227	0.661418	0.727498	0.787465	1.362175	0.671141	0.078184	0.371061	0.241789	1251	0
kartṛ	kartf	115	374	252	415	62	0.884697	0.762837	0.76018	0.785357	0.925113	1.263558	0.12117	1.022449	1.307381	0.857455	510	0
karṇa	karRa	223	2026	449	467	83	0.847198	0.642031	0.659887	0.782814	0.81956	2.745672	1.725403	0.359468	1.056849	0.322889	817	0
karṇikā	karRikA	0	8	95	57	13			0.839368					0.434205				
kasmāt	kasmAt	112	166	176	47	27	0.940573	0.859316				0.129838	0.532837				68	1
katama	katama	115	113	87	8	12	0.925423	0.798564				0.463157	0.071209				169	1
katham	kaTam	258	1777	1091	679	195	0.880525	0.700673	0.735143	0.794255	0.905699	2.346155	0.255348	0.381407	0.364547	1.344852	543	0
kathay	kaTay	3	756	1405	873	435		0.71441	0.751621	0.719012			1.342556	0.383756	0.430424			
kathaṃcana	kaTaMcana	4	425	65	37	10		0.860554					2.260507					
kathaṃcid	kaTaMcid	2	102	72	44	9		0.888969					0.054056					
kathā	kaTA	83	392	317	445	63	0.912622	0.741305	0.751185	0.861774	0.963386	1.801824	0.142074	0.792083	1.384992	1.35099	260	1
kauśika	kOSika	27	475	96	36	9		0.933696					1.858377					
kavi	kavi	448	106	91	100	34	0.911126	0.834647	0.841002			2.517281	0.228319	0.438822			266	1
kaścana	kaScana	264	397	95	98	31	0.870845	0.848219	0.88342			0.150755	1.614695	0.347615			638	0
kaścit	kaScit	220	3691	2053	1404	605	0.855731	0.690724	0.758648	0.807155	0.892493	3.63059	0.397834	0.24543	0.220854	3.208181	749	0
kaśyapa	kaSyapa	84	129	118	52	22	0.838182	0.713566	0.764912			0.181064	0.31986	0.879442			877	0
kaṇva	kaRva	97	66	19	16	13	0.897105					0.993365					398	0
kaṇā	kaRA	0	1	70	73	12			0.75282					0.363302				
kaṇḍū	kaRqU	1	39	207	97	55			0.594718	0.528973				0.790813	0.616837			
kaṇṭaka	kaRwaka	8	94	105	64	12		0.791774	0.864922				0.608101	0.411485				
kaṇṭha	kaRWa	37	179	336	306	118		0.693653	0.708051	0.727132			1.356946	0.167831	0.060645			
kaṣāya	kazAya	8	232	645	514	121		0.459165	0.535997	0.599307			1.923619	0.02477	0.651371			
kaṣṭa	kazwa	0	67	97	58	30		0.834854	0.794121				0.982268	0.439171				
kaṭhina	kaWina	1	38	115	91	42			0.836198					0.034935				
kaṭi	kawi	0	32	123	54	9			0.738074					0.884866				
kaṭu	kawu	0	61	210	606	103		0.677939	0.537532	0.475358			2.231953	1.831689	1.121283			
kaṭuka	kawuka	5	87	147	234	77		0.688753	0.628762	0.525014			1.205173	0.973453	0.168188			
kesara	kesara	3	39	129	62	17			0.777281					0.75427				
ketu	ketu	192	130	61	41	7	0.879579	0.881672				1.000441	0.643186				554	0
kevala	kevala	84	248	214	157	57	0.92412	0.830424	0.847201	0.875919	0.919479	1.124033	0.235715	0.144085	0.026341	1.189322	178	1
kevalam	kevalam	3	70	103	77	34		0.893456	0.888438				1.005662	0.116953				
keśa	keSa	306	240	269	221	53	0.789747	0.67061	0.716215	0.757952	0.869714	0.788343	0.613016	0.019201	0.624592	0.780718	1124	0
keśava	keSava	15	503	232	116	96		0.745385	0.817256	0.875416			0.667989	0.697239	1.162372			
kha	Ka	72	281	167	192	44	0.855535	0.722508	0.776321			1.526655	0.302278	0.504019			752	0
khadira	Kadira	29	22	84	77	16			0.794513					0.17723				
khaga	Kaga	1	77	42	57	62				0.861074					1.556696			
khalu	Kalu	387	869	446	330	447	0.896251	0.661032	0.854569	0.895044	0.912019	0.729176	0.513868	0.131817	1.873199	1.95669	411	0
khalva	Kalva	6	4	0	244	64				0.552576					0.495347			
khara	Kara	76	283	161	180	34	0.854167	0.670326	0.732639			1.458885	0.365297	0.463697			765	0
kharpara	Karpara	0	0	0	126	58				0.661868					0.316091			
khaḍga	Kaqga	17	313	87	166	27		0.710484	0.775807				1.398631	1.234857				
khaṇḍa	KaRqa	7	18	97	300	309			0.869741	0.738222				1.931667	1.478034			
khoṭa	Kowa	0	0	0	373	50				0.625957					1.463786			
khyā	KyA	88	205	169	219	99	0.932403	0.834694	0.879336	0.840097	0.926169	0.782202	0.169844	0.676669	0.28996	1.918674	116	1
khād	KAd	25	85	129	113	17		0.745821	0.820011				1.050281	0.111713				
kila	kila	61	282	288	298	83	0.91606	0.831499	0.802272	0.877434	0.927804	1.770968	0.478818	0.352004	0.408739	2.193051	233	1
kilbiṣa	kilbiza	44	133	62	38	37		0.799375					0.652642					
kim	kim	83	372	571	361	31	0.905009	0.766808	0.755682			1.726273	1.066632	0.358731			318	0
kimartham	kimarTam	4	76	69	13	0		0.843201					0.309041					
kiraṇa	kiraRa	6	12	83	53	16			0.800056					0.344358				
kiyat	kiyat	35	32	76	68	22			0.885155					0.142296				
kiṃca	kiMca	156	13	70	79	62			0.911747	0.893702	0.940706			0.477259	1.085806	0.417543		
kiṃnara	kiMnara	0	153	122	40	43		0.603603					0.121794					
kiṃtu	kiMtu	0	13	92	104	17			0.905336					0.479639				
kiṭṭa	kiwwa	0	5	11	121	60				0.584301					0.423417			
klama	klama	0	93	82	38	10		0.767823					0.266838					
kleśa	kleSa	1	223	239	105	29		0.742205	0.822531				0.548411	0.88386				
kliś	kliS	1	120	60	21	12		0.864398					0.551556					
klība	klIba	34	80	65	42	16		0.82209					0.148884					
komala	komala	0	9	72	56	19			0.856315					0.059809				
kopa	kopa	1	287	275	243	45		0.768943	0.750068				0.386825	0.124286				
kośa	koSa	99	203	118	100	45	0.900111	0.816781	0.824526			0.598133	0.334249	0.063974			370	0
koṣṭha	kozWa	5	70	198	73	26		0.686337	0.705533				1.948518	1.136771				
koṭi	kowi	2	288	347	360	319		0.794156	0.742248	0.791347			0.717311	0.355822	1.26095			
krama	krama	81	146	405	664	98	0.895663	0.819675	0.790154	0.794161	0.921859	0.412128	1.920398	1.016022	1.32494	2.023609	420	0
kramaśas	kramaSas	2	41	64	56	11			0.919403					0.110116				
krameṇa	krameRa	6	85	146	205	32		0.879966	0.865147				1.228878	0.792416				
kramāt	kramAt	2	9	233	495	65			0.793997	0.851569				1.389859	1.493527			
kratu	kratu	565	291	122	70	38	0.887483	0.72557	0.760162			1.395078	0.805694	0.498693			485	0
krauñca	krOYca	14	68	57	25	6		0.731222					0.193871					
kriyā	kriyA	31	542	908	430	141		0.757578	0.741783	0.791789			1.192844	0.775595	0.173251			
krodha	kroDa	34	1087	429	195	89		0.616106	0.7193	0.801528			0.892858	0.834743	0.303793			
krudh	kruD	75	1250	197	160	23	0.885141	0.739378	0.787417			3.621048	2.217216	0.002637			506	0
krī	krI	275	56	74	30	7	0.877138	0.836712				2.733779	0.850543				573	0
krīḍ	krIq	37	146	164	80	68		0.83153	0.845404	0.878963			0.616172	0.732863	1.200925			
krīḍā	krIqA	5	65	177	80	33		0.831705	0.805291				1.893682	0.842917				
krūra	krUra	86	272	109	77	25	0.938059	0.807841	0.827505			1.223352	0.870834	0.198637			84	1
kukkuṭa	kukkuwa	12	27	55	57	11			0.871318					0.354291				
kukṣi	kukzi	28	155	164	41	11		0.778426					0.529872					
kula	kula	124	1809	726	427	305	0.86883	0.765154	0.709782	0.81351	0.87812	3.428934	0.868707	0.462973	0.949963	3.047218	655	0
kulattha	kulatTa	1	22	90	98	15			0.696663					0.425618				
kumbha	kumBa	147	125	218	161	75	0.793481	0.746062	0.747594	0.776141	0.85465	0.671734	1.250844	0.134507	0.333292	0.777895	1113	0
kumuda	kumuda	2	52	96	36	16		0.77045					1.332967					
kumāra	kumAra	206	546	357	88	60	0.897501	0.793896	0.868628	0.922672	0.927688	0.96841	0.164533	1.717588	0.882849	0.030861	393	0
kumārī	kumArI	67	52	51	157	29	0.906088	0.901052	0.884095			0.803496	0.42043	1.924956			305	1
kunda	kunda	0	9	54	69	12			0.769864					0.656398				
kup	kup	0	167	212	133	9		0.817734	0.811139				0.79266	0.369877				
kuru	kuru	36	1676	94	178	25		0.775848	0.778764				3.707773	1.223905				
kusuma	kusuma	2	91	295	166	51		0.730665	0.678028	0.790176			2.145221	0.526771	0.267224			
kutas	kutas	55	359	236	229	69	0.911629	0.795422	0.822555	0.864518	0.898453	2.268634	0.156753	0.259322	0.295289	2.075914	265	1
kuñjara	kuYjara	2	303	60	73	11		0.822472	0.874614				1.887839	0.585695				
kuśa	kuSa	102	133	191	75	58	0.75218	0.695339	0.6882	0.76995	0.780358	0.054989	0.970591	1.045849	1.064552	0.934305	1214	0
kuśala	kuSala	24	717	264	107	52		0.68719	0.870374	0.900804			0.992991	1.000166	0.394363			
kuṅkuma	kuNkuma	0	1	91	108	50			0.773887	0.769446				0.549854	0.324359			
kuṇḍa	kuRqa	5	33	67	76	58			0.836832	0.795426				0.484599	1.045443			
kuṇḍala	kuRqala	16	287	93	95	25		0.68524	0.755671				1.177304	0.333458				
kuṣṭha	kuzWa	27	108	497	488	192		0.488752	0.520813	0.386493			2.650659	0.276396	0.089615			
kva	kva	171	340	253	279	28	0.87544	0.790565	0.810234			0.553692	0.022047	0.443889			588	0
kvacid	kvacid	11	362	429	273	80		0.825992	0.862103	0.873353			0.693432	0.349316	0.335439			
kvātha	kvATa	0	16	260	315	66			0.558662	0.541103				0.579601	0.819424			
kāca	kAca	3	9	39	239	77				0.555753					0.19869			
kāka	kAka	13	92	72	111	37		0.73183	0.766675				0.094807	0.927252				
kāla	kAla	444	3482	2481	1569	512	0.804817	0.625932	0.669155	0.738008	0.834046	2.533438	0.04055	0.358315	0.18024	1.954333	1067	0
kāma	kAma	2316	2599	1088	679	393	0.806757	0.603954	0.676702	0.736182	0.810788	0.271525	0.807834	0.377434	0.646508	0.810285	1059	0
kāmam	kAmam	67	117	48	30	2	0.907754					0.366429					287	1
kāmay	kAmay	766	140	60	35	27	0.909241	0.808857				2.889764	0.773948				281	1
kānana	kAnana	2	172	87	67	29		0.803436	0.821376				0.534877	0.074093				
kānta	kAnta	0	79	166	623	146		0.852495	0.837748	0.656537			1.519703	2.21081	0.657874			
kānti	kAnti	0	21	122	211	59			0.742135	0.713382				1.093123	0.403066			
kāntā	kAntA	0	25	73	86	17			0.877101					0.539201				
