Текст;Date1;Date2;Middle Date;IF.Present Ind.;FF. Imperfect ind;IF.Future passive particle;FF. Present Passive;FF. Future Ind.;IF.Infinitive;IF.Present Passive;FF. Aorist Ind. Root.;FF. Perfect Ind. Peri.;FF. Pres. Imperative Passive;FF. Aorist Jus.;IF.Past Active Participle;FF. Aorist Ind. Them.;IF.Perfect Ind.;FF. Future. Ind. Peri.;FF. Pres. Sub.;FF. Imperfect Ind. Passive ;FF. Aorist Ind. S.;FF.  Aorist Imp.;FF.  Present Jus.;IF.Future Ind.;FF.  Aorist Sub.;FF. Aorist Ind. Is.;FF. Aorist Ind. Red.;FF. Pres. Opt Passive;FF. Aorist Ind. Passive;FF.  Aorist Jus./Sub./Opt/Perf_Opt;FF. Future Cond.;FF. Aorist Prec.;FF. Perfect Sub;IF.Aorist Ind. Them.;FF.  Perfect Imp;IF.Aorist Ind. Root.;FF.  Plp. ind.;FF.  Perfect Opt.;FF. Aorist Ind. Sa.;FF.  Perfect Jus.;IF.Aorist Ind. S.;FF. Aorist Ind. Sis.;IF.Pres. Potential;IF. Perfect Imp;IF.Aorist Ind. Red.;IF.Aorist Ind. Is.;FF. 17;FF. 18;FF. Past Passive Participle;FF. Past Active Participle;FF. Future passive particle;FF. Infinitive;FF. Absolutive;FF. 31;FF. 34?;IF.Pres. Imp.;IF.Imperfect ind;IF.Future Cond.;IF.Future. Ind. Peri.;IF.Aorist Ind. Sa.;IF.Aorist Prec.;IF.Perfect Ind. Peri.;IF.17;IF.18;IF.Pres. Sub.;IF.Pres. Imperative Passive;IF.Imperfect Ind. Passive ;IF.Aorist Ind. Passive;IF.Pres. Opt Passive;IF.Aorist Jus.;IF.31;IF. Aorist Jus./Sub./Opt/Perf_Opt;IF. Aorist Imp.;IF.34?;IF.Aorist Ind. Sis.;IF.Perfect Sub;IF. Perfect Jus.;IF. Perfect Opt.;IF. Present Jus.;IF. Plp. ind.;IF. Aorist Sub.
"""Kirātārjunīya""";500;650;575;477;13;75;40;9;111;30;0;14;11;18;10;4;21;3;0;1;1;0;0;20;0;2;3;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Aṣṭāṅgahṛdayasaṃhitā""";550;650;600;499;3;479;374;130;23;54;3;0;2;1;9;0;0;0;0;0;0;0;0;16;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Liṅgapurāṇa""";500;1000;750;499;606;611;486;407;270;56;107;122;14;6;80;14;9;16;0;18;3;0;1;2;0;2;13;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Viṣṇupurāṇa""";300;500;400;587;620;350;416;494;195;86;133;158;224;13;77;17;1;38;0;17;6;0;0;12;0;2;14;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Carakasaṃhitā""";0;300;150;615;34;650;648;286;102;113;6;2;6;2;20;4;2;2;0;0;0;0;0;18;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Skandapurāṇa Revākhaṇḍa)""";500;1200;850;686;508;356;530;424;178;129;46;158;146;20;29;32;4;20;0;28;6;0;0;7;0;3;1;14;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kathāsaritsāgara""";1000;1100;1050;728;1136;172;129;190;255;65;303;72;87;45;155;76;6;17;0;62;23;0;1;15;0;67;30;4;17;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Bṛhatkathāślokasaṃgraha""";700;900;800;802;1208;273;271;151;247;82;63;34;451;56;264;186;2;31;0;9;49;0;1;16;0;10;0;7;1;0;3;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Matsyapurāṇa""";300;600;450;917;988;462;521;555;223;125;133;149;79;13;70;57;10;18;0;36;2;0;6;10;0;3;28;6;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Bhāratamañjarī""";1010;1060;1035;938;1350;248;269;235;285;128;256;19;90;49;47;12;2;22;0;19;5;0;0;2;0;41;16;0;0;0;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Bhāgavatapurāṇa""";500;1000;750;1483;741;201;214;168;145;149;169;50;33;18;27;39;18;16;0;31;23;0;1;21;0;19;17;12;4;0;6;8;0;3;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Rāmāyaṇa""";0;299;150;3357;3023;678;518;1904;1236;372;112;436;355;68;114;135;24;47;0;71;15;0;6;23;0;5;4;16;0;0;10;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Mahābhārata""";-500;500;0;14941;17351;3626;4035;6184;3757;1899;890;1986;837;501;863;570;183;717;0;603;258;1;15;201;0;156;98;129;2;0;134;12;1;0;0;0;0;0;3;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kātyāyanaśrautasūtra""";-599;-399;-499;2;0;0;0;0;0;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kauṣītakyupaniṣad""";-599;-399;-499;4;0;2;1;5;0;0;1;0;0;0;0;1;2;0;1;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Paraśurāmakalpasūtra""";1000;1550;1275;7;0;4;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Hiraṇyakeśigṛhyasūtra""";-800;-299;-550;18;3;2;0;0;1;2;1;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Baudhāyanagṛhyasūtra""";-800;-299;-550;20;2;7;11;2;1;2;5;0;1;6;4;1;2;0;1;0;0;0;0;1;2;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Jaiminigṛhyasūtra""";-800;-299;-550;55;10;8;7;13;3;7;9;0;4;11;0;3;2;0;1;0;6;0;0;4;0;8;5;2;0;1;0;15;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Yājñavalkyasmṛti""";300;500;400;119;5;233;54;6;4;8;0;1;5;0;2;1;0;1;1;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Haribhaktivilāsa""";2500;2500;2500;164;14;164;142;15;9;7;5;0;1;1;1;1;0;1;1;0;1;0;0;5;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Garuḍapurāṇa""";900;1000;950;247;187;415;318;163;33;35;108;29;11;4;22;2;2;5;1;0;0;0;0;5;0;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Taittirīyopaniṣad""";-599;-399;-499;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Taittirīyasaṃhitā""";-1000;-599;-800;21;34;11;5;5;5;1;3;0;0;3;0;4;1;0;2;1;0;2;1;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Bṛhadāraṇyakopaniṣad""";-699;-499;-599;158;213;26;71;36;16;16;31;12;1;23;0;23;2;2;2;6;14;0;0;17;0;14;4;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Śatapathabrāhmaṇa""";-1000;-599;-800;28;29;8;12;5;4;2;4;2;0;0;0;2;4;0;3;0;0;0;0;6;0;2;3;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Gopathabrāhmaṇa NEW""";-1000;-599;-800;89;222;12;48;33;6;3;1;3;2;13;1;14;26;0;3;4;5;0;7;4;0;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Ṛgvedakhilāni""";-1200;-1000;-1100;28;9;1;0;2;8;0;2;0;0;7;0;2;6;1;4;0;0;2;3;0;3;1;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Jaiminīyabrāhmaṇa""";-1000;-599;-800;27;75;3;9;14;2;1;1;0;0;1;0;2;5;3;5;1;2;0;0;2;0;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Pañcaviṃśabrāhmaṇa""";-1000;-599;-800;199;940;135;176;19;22;12;34;0;1;30;0;16;86;1;7;39;6;1;2;4;0;5;4;3;9;21;1;12;0;0;1;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kauśikasūtra""";-800;-499;-650;61;10;20;6;5;1;1;5;0;2;4;0;0;7;0;12;0;2;1;1;7;0;3;2;0;1;1;0;3;0;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Maitrāyaṇīsaṃhitā""";-1000;-599;-800;63;207;39;24;11;12;4;26;3;0;4;0;7;18;0;12;5;8;3;2;6;1;7;2;2;0;2;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Aitareyabrāhmaṇa""";-1000;-599;-800;532;1017;148;193;75;47;65;72;10;0;40;7;28;115;11;79;12;20;25;41;26;30;19;16;18;13;6;3;4;2;3;5;0;7;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Atharvaveda Śaunaka)""";-1200;-1000;-1100;897;483;67;76;50;78;29;151;0;34;241;0;94;135;11;297;1;49;59;58;12;97;79;74;0;8;33;0;15;6;14;16;4;13;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Ṛgveda""";-1500;-1200;-1350;4314;1893;259;233;18;807;124;716;0;11;945;0;220;1026;184;828;5;251;894;725;25;606;123;141;0;230;214;3;37;182;137;135;143;120;91;15;22;17;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
