Лемма	Класс	Форма	Частота
ukṣ	6	ukṣita	126
grah	6	gṛhyate	126
ruh	6	rūḍha	126
rakṣ	4	rakṣa	126
vijñā	9	vijānat	126
saṁvṛt	1	saṃvṛtta	126
saṁkṛ	6	saṃkīrṇa	126
dā	1	dīyatām	125
dhyā	3	dhyāyet	125
rañjay	10	rañjita	125
secay	10	secayet	125
sambhū	1	sambhavati	125
kṛ	2	kriyamāṇa	124
hṛ	2	jahāra	124
ācchāday	10	ācchādya	124
ādiś	6	ādiśet	124
dāpay	10	dāpya	124
samāp	5	samāpta	124
samāhṛ	2	samāharet	124
samudbhū	1	samudbhūta	124
samupasthā	1	samupasthita	124
samanvāgam	6	samanvāgata	124
yā	2	yātam	123
dhā	1	hita	123
pariplu	1	paripluta	123
prahi	5	prahita	123
gam	6	gamiṣyati	122
han	6	jaghnuḥ	122
dhā	1	dadhāna	122
pracch	1	pṛcchāmi	122
sāray	10	sārita	122
jñā	4	jānanti	121
vac	2	vakṣyate	121
rakṣ	4	rakṣati	121
ācam	1	ācamya	121
āhvā	4	āhūta	121
parivarjay	10	parivarjayet	121
saṁtuṣ	4	saṃtuṣṭa	121
saṁmarday	10	saṃmardya	121
śru	4	aśrauṣam	120
dṛś	6	paśyasi	120
daṁśay	10	daṃśita	120
parigrah	9	parigṛhya	120
prayā	2	prayayuḥ	120
viśram	1	viśrānta	120
saṁsidh	4	saṃsiddha	120
ghṛṣ	4	ghṛṣṭa	119
dah	2	dagdhvā	119
pac	1	paktvā	119
tarpay	10	tarpayet	119
nirudh	7	niruddha	119
nivṛt	1	nivṛtta	119
praṇaś	4	pranaṣṭa	119
i	5	etu	118
jan	4	ajījanat	118
pat	1	petuḥ	118
vid	2	vindate	118
māray	10	mārita	118
vid	6	vettha	118
lih	4	lihyāt	118
utpāday	10	utpādya	118
stu	1	stuvat	117
yāc	1	yācita	117
mṛd	9	mṛdita	117
yudh	2	yoddhum	117
ānī	1	ānaya	117
parigrah	9	parigṛhīta	117
samāśri	1	samāśrita	117
jāray	10	jārya	117
ṛch	5	ṛcchati	117
nṛt	4	nṛtyat	116
dṛś	6	drakṣyasi	116
āyā	2	āyānti	116
niści	5	niścitya	116
nyas	2	nyasya	116
prahas	1	prahasya	116
śraddhā	1	śraddadhāna	116
saṁvṛt	1	saṃvartate	116
tap	4	taptvā	115
vac	2	ūcatuḥ	115
vraj	1	vraja	115
pūjay	10	pūjyamāna	115
āgam	6	āgacchati	115
ācar	1	ācarat	115
daṇḍay	0	daṇḍya	115
praviś	4	prāviśat	115
pravṛt	1	pravartante	115
prasṛ	3	prasṛta	115
parivāray	10	paryavārayan	115
gam	6	gaccheta	114
jap	4	japtvā	114
sthā	1	sthātavya	114
pū	1	punāna	114
rañj	6	rakta	114
nikṣip	6	nikṣipta	114
preray	10	prerita	114
saṁlakṣay	10	saṃlakṣayati	114
kathay	10	kathaya	113
dru	1	dravati	113
man	8	amanyata	113
naś	1	naśyanti	113
upalabh	1	upalabhya	113
upācar	1	upācaret	113
nibandh	9	nibaddha	113
niyojay	10	niyojayet	113
pracoday	10	pracodita	113
prayuj	7	prayuñjīta	113
vinikṣip	6	vinikṣipya	113
vistṛ	9	vistṛta	113
vihṛ	1	viharati	113
samave	2	samaveta	113
kṛ	2	kurvate	112
vṛt	3	avartata	112
bhid	6	bhidyate	112
rakṣ	4	rakṣet	112
rakṣ	4	rakṣya	112
jvālay	10	jvālayet	112
ākṛṣ	6	ākṛṣya	112
ācar	1	ācarita	112
āyā	2	āyayau	112
prāp	1	prāpyate	112
vijñā	9	vijānīyāt	112
jñā	4	jāne	111
han	6	ghnanti	111
vas	2	uvāsa	111
yaj	2	yajati	111
yaj	2	iṣṭa	111
dhāv	1	dhauta	111
vṛ	5	vṛṇīṣva	111
āmantray	0	āmantrayate	111
nipat	1	nipetuḥ	111
niras	4	nirasta	111
viji	1	vijitya	111
samāviś	6	samāviṣṭa	111
kathay	10	kathayat	110
gṛ	9	gṛṇat	110
bhū	1	bhavya	110
pā	1	pibanti	110
darśay	10	darśayāmāsa	110
avāp	5	avāpta	110
ādā	4	ādatte	110
āsad	2	āsasāda	110
āhṛ	1	āhṛtya	110
drāvay	10	drāvita	110
prakup	4	prakupita	110
pratibhā	2	pratibhāti	110
pratiṣṭhāpay	10	pratiṣṭhāpya	110
saṁsañj	1	saṃsakta	110
saṁnidhā	3	saṃnihita	110
bādh	1	bādhate	109
śaṅk	1	śaṅkita	109
bhaj	1	bhajate	109
anubhū	1	anubhūta	109
vid	6	veda	109
likh	6	likhita	109
upavas	2	upoṣita	109
pratipad	4	pratipanna	109
pratiṣṭhā	1	pratitiṣṭhati	109
prayā	2	prayānti	109
pralepay	10	pralepayet	109
saṁrañj	6	saṃrakta	109
satkṛ	8	satkṛtya	109
atī	1	atītya	108
upayuj	7	upayukta	108
vyatī	2	vyatīta	108
saṁnah	4	saṃnaddha	108
sampad	4	sampadyate	108
adhī	4	adhītya	107
bandh	4	badhyate	107
mṛj	7	mṛṣṭa	107
rañjay	10	rañjayet	107
vaś	6	uśat	107
udīray	10	udīrita	107
nigad	1	nigadyate	107
viśṛ	4	viśīrṇa	107
kruś	4	krośat	106
gras	1	grasate	106
vyadh	4	avidhyat	106
paś	4	apaśyan	106
pariśram	4	pariśrānta	106
samāśri	1	samāśritya	106
cintay	10	cintita	105
ji	9	jayat	105
muc	6	muñca	105
dhvaṁs	1	dhvasta	105
śikṣay	10	śikṣita	105
as	2	syām	104
kṛ	2	kariṣye	104
jīv	1	jīvitum	104
man	8	manyeta	104
pātay	10	apātayat	104
bhid	6	bibheda	104
anusmṛ	1	anusmarat	104
abhipre	2	abhipreta	104
vand	1	vanditvā	104
niḥśvas	2	niḥśvasat	104
nidhāpay	10	nidhāpayet	104
pratijñā	9	pratijñāta	104
pravac	2	procyate	104
vicāray	10	vicārya	104
vicintay	10	vicintya	104
vinihan	2	vinihata	104
kṛ	2	karaṇīya	103
ji	9	ajayat	103
pā	1	pibati	103
vah	2	vaha	103
stu	1	stūyamāna	103
sraṁs	1	srasta	103
adhī	4	adhīta	103
pālay	10	pālita	103
snih	4	snigdha	103
āsad	2	āsanna	103
nimajj	1	nimagna	103
prāp	1	prāpnuvanti	103
saṁvye	4	saṃvīta	103
tap	4	tapati	102
yā	2	yāsyāmi	102
rāj	2	rarāja	102
stu	1	tuṣṭuvuḥ	102
dhṛ	4	dhṛtvā	102
śṛ	9	śīrṇa	102
uddhū	5	uddhūta	102
upakram	1	upacakrame	102
darpay	10	darpita	102
vipācay	10	vipācayet	102
viśudh	4	viśudhyati	102
saṁdhā	1	saṃdhāya	102
samāsthā	1	samāsthāya	102
unmā	3	unmita	102
ah	1	āttha	101
i	5	yat	101
anvah	1	anvāha	101
nikṛt	6	nikṛtta	101
pre	2	preta	101
virañj	4	virakta	101
kṛ	2	karavāṇi	100
khid	4	khinna	100
granth	1	grathita	100
bhuj	6	bhogya	100
dhyā	3	dhyeya	100
labh	1	labhante	100
śrāvay	10	śrāvayet	100
āhan	2	ājaghāna	100
uddhṛ	1	uddharet	100
upās	4	upāsate	100
nigrah	9	nigṛhya	100
samākṛ	6	samākīrṇa	100
ās	4	āsate	99
gam	6	gamiṣyasi	99
jñā	4	jānīyāt	99
tap	4	tepe	99
bhū	1	abhūvan	99
yā	2	yātu	99
sthā	1	sthātum	99
hā	1	jahāti	99
śiṣ	4	śiṣṭa	99
vip	1	vepamāna	99
yudh	2	yudhyat	99
ślāgh	1	ślāghya	99
āpad	4	āpadyate	99
prakṛ	8	prakurvīta	99
visṛj	4	visṛjat	99
kalpay	10	kalpayet	98
sthā	1	atiṣṭhat	98
dā	1	adāt	98
avāp	5	avāpsyasi	98
upagam	6	upāgamat	98
ekīkṛ	8	ekīkṛtya	98
pradā	3	pradāya	98
vilap	4	vilalāpa	98
vilap	4	vilapat	98
klid	4	klinna	97
dhā	1	dadhat	97
vṛdh	6	vardhamāna	97
pū	1	pavate	97
budh	1	buddha	97
śak	4	śakya	97
smṛ	1	smaret	97
ānam	1	ānata	97
prapad	4	prapadyate	97
pravad	1	pravadanti	97
saṁci	5	saṃcita	97
ī	0	īmahe	97
kathay	10	kathayāmāsa	96
stu	1	tuṣṭāva	96
adhigam	1	adhigata	96
anuvṛt	1	anuvartate	96
tyaj	1	tyaja	96
āgam	6	ājagmuḥ	96
udīr	2	udīrṇa	96
upās	4	upāsīta	96
pramud	1	pramudita	96
vijan	4	vyajāyata	96
kathay	10	kathayasva	95
gam	6	jagmatuḥ	95
garj	1	garjat	95
cal	1	cacāla	95
cal	1	calat	95
nī	2	anayat	95
vac	2	ūce	95
paś	4	apaśyāma	95
āśaṁs	2	āśaṃse	95
prāp	1	prāptavat	95
arh	1	arhanti	94
kṛ	2	cakrire	94
brū	2	bravīt	94
han	6	jahi	94
sṛj	2	sṛṣṭvā	94
śak	4	śaknoti	94
abhivṛt	1	abhyavartata	94
ākhyā	4	ākhyātum	94
upadiś	6	upadiśyate	94
prārthay	0	prārthita	94
vañcay	10	vañcita	94
as	2	smaḥ	93
vad	1	vadasva	93
yat	1	yatamāna	93
yaj	2	yajeta	93
adhikṛ	8	adhikṛta	93
pātay	10	pātayāmāsa	93
utpāday	10	utpādita	93
upekṣ	1	upekṣita	93
prakṛ	8	prakartavya	93
pravartay	10	pravartita	93
abhyas	1	abhyasta	93
paribhraṁś	4	paribhraṣṭa	93
i	5	eṣyati	92
kṛ	2	kariṣyasi	92
han	6	ghnat	92
hṛ	2	hriyamāṇa	92
pac	1	pacyate	92
bandhay	10	bandhayet	92
av	1	avase	92
āgam	6	āgamat	92
prekṣ	1	prekṣamāṇa	92
garh	1	garhita	91
jñā	4	jānāsi	91
nī	2	nayati	91
han	6	haniṣyāmi	91
dhāv	1	dhāvat	91
bhuj	6	bhuktavat	91
sthā	1	tiṣṭhatu	91
dah	2	dadāha	91
śvas	1	śvasat	91
śru	4	śrotavya	91
abhidru	1	abhidudrāva	91
pūjay	10	pūjyate	91
yudh	2	yudhyasva	91
bhram	4	bhrānta	91
ākṛṣ	6	ākṛṣṭa	91
lakṣay	10	lakṣita	91
niveśay	10	niveśya	91
praviś	4	praviśat	91
vijñā	9	vijānāti	91
vidhā	3	vidadhe	91
vipac	4	vipacet	91
vyāp	5	vyāpya	91
saṁjan	4	saṃjāyate	91
tāḍay	10	atāḍayat	90
sad	6	sīdati	90
śubh	6	śobhate	90
vāray	10	vārayāmāsa	90
vṛ	5	vavre	90
parityaj	1	parityajet	90
prabhū	1	prabhavati	90
praviś	4	praviśet	90
vidhā	3	vidhīyatām	90
vivṛdh	1	vivṛddha	90
vyāhṛ	1	vyājahāra	90
as	2	āstām	89
bhū	1	bhaveyuḥ	89
brū	2	abruvam	89
dā	1	daduḥ	89
śaṁs	2	śaṃsa	89
yaj	2	yajanti	89
vāhay	10	vāhayet	89
vṛṣ	6	vavarṣa	89
śam	1	śāmyati	89
pā	2	pāta	89
vāray	10	vārita	89
sidh	4	sidhyanti	89
smṛ	1	smarāmi	89
vidham	1	vyadhamat	89
kṣudh	4	kṣudhita	88
vac	2	ucyatām	88
han	6	hantavya	88
man	8	menire	88
su	6	sunvat	88
dah	2	dahat	88
hā	1	jahyāt	88
vraj	1	vrajati	88
vraj	1	vrajanti	88
janay	10	ajanayat	88
abhitap	4	abhitapta	88
abhiyuj	7	abhiyukta	88
āgam	6	āgaccha	88
upanī	1	upanīta	88
nirdah	1	nirdagdha	88
prabhid	7	prabhinna	88
vibhaj	1	vibhajya	88
saṁkhyā	2	saṃkhyāta	88
samudāhṛ	1	samudāhṛta	88
as	2	syātām	87
kﾱp	1	kﾱpta	87
juṣ	6	juṣasva	87
tap	4	tapat	87
vad	1	vadasi	87
pracch	1	pṛṣṭvā	87
vāray	10	avārayat	87
śap	1	śaśāpa	87
mūrch	1	mūrta	87
upadhā	3	upahita	87
upavas	2	upoṣya	87
upās	4	upāsate	87
prakram	6	prakrānta	87
vyapoh	1	vyapohati	87
mil	6	milati	87
yaj	2	yajate	86
sṛj	2	sṛjati	86
hṛ	2	haranti	86
vand	1	vandita	86
vand	1	vandya	86
niryā	2	niryayau	86
prakṣip	6	prakṣipet	86
prāp	1	prāptum	86
vibhid	7	vibhinna	86
virāj	1	virājita	86
samāruh	6	samāruhya	86
samīray	10	samīrita	86
sambandh	9	sambaddha	86
sambhū	1	sambhūya	86
bhuj	6	bhojya	85
sru	1	sruta	85
spṛś	6	spṛśat	85
paṭh	1	paṭhanti	85
labh	1	labheta	85
avalokay	10	avalokya	85
ārādhay	10	ārādhita	85
uttṛ	6	uttīrṇa	85
prāp	1	prāpsyasi	85
vimuc	6	vimuñcati	85
vismṛ	1	vismṛta	85
samudi	2	samudita	85
samudyam	1	samudyata	85
antari	2	antarita	85
ad	2	adyāt	84
as	4	asyat	84
ās	4	āsīta	84
kathay	10	kathayiṣyāmi	84
kliś	9	kliṣṭa	84
kvath	1	kvathita	84
jñā	4	jñāyate	84
tṛ	3	tarati	84
vas	1	vasāna	84
dhā	1	dadhe	84
śuc	6	śocati	84
snā	2	snāyāt	84
avasthā	1	avatiṣṭhate	84
nirvivah	1	nirvyūḍha	84
pratipāday	10	pratipādita	84
pratibudh	4	pratibuddha	84
prasāday	10	prasādya	84
vinyas	4	vinyasya	84
vibhā	2	vibhāti	84
vivic	7	vivikta	84
vyatiric	7	vyatirikta	84
kṛ	2	cakratuḥ	83
gam	6	gahi	83
jñā	4	jñātavya	83
stu	1	stutvā	83
pīḍay	10	pīḍyamāna	83
marday	10	mardayitvā	83
āhu	3	āhuta	83
nirvap	1	nirvapet	83
prayuj	7	prayoktavya	83
vidāray	10	vidārya	83
vyāhṛ	1	vyāhṛta	83
saṁchad	1	saṃchanna	83
kṣi	9	kṣīyate	82
kṣip	6	kṣipat	82
gam	6	gacchāmaḥ	82
grah	6	jagṛhuḥ	82
vṛt	3	varteta	82
vas	2	avasat	82
adhiṣṭhā	1	dhiṣṭhita	82
dṛp	4	dṛpta	82
sev	4	sevate	82
dṛś	6	adrākṣīt	82
tyaj	1	tyajati	82
avakṛ	6	avākirat	82
toṣay	10	toṣita	82
āgā	3	āgāt	82
ādā	4	ādadīta	82
ālamb	1	ālambya	82
prajval	1	prajvalita	82
pratiśru	5	pratiśrutya	82
viyuj	4	viyukta	82
vinirmā	3	vinirmita	82
arh	1	arhatha	81
aś	1	aśnat	81
krī	1	krīta	81
ativṛt	1	ativartate	81
sṛj	2	asṛjata	81
janay	10	janayat	81
lip	4	lipyate	81
vāray	10	vāryamāṇa	81
śak	4	śekuḥ	81
smṛ	1	sasmāra	81
lal	1	lalita	81
āgam	6	āgacchat	81
utpat	1	utpapāta	81
upagam	6	upagamya	81
parīkṣ	1	parīkṣeta	81
pratijñā	9	pratijñāya	81
prabhū	1	prabhūta	81
arcay	10	arcayitvā	81
īḍ	2	īḍya	80
kṛ	2	kariṣyanti	80
car	1	cara	80
ceṣṭ	1	ceṣṭita	80
dru	1	dravat	80
yā	2	yāmi	80
yuj	6	yuñjyāt	80
śru	4	śrūyante	80
sṛj	2	sṛjat	80
sah	1	soḍhum	80
abhiprekṣ	1	abhiprekṣya	80
āviś	6	āviśya	80
gālay	10	gālita	80
prak￞	6	prakīrṇa	80
pratyupasthā	1	pratyupasthita	80
viśvas	1	viśvasta	80
saṁtyaj	1	saṃtyajya	80
gam	6	gamyate	79
gā	2	jaguḥ	79
gā	2	gāyat	79
car	1	carāmi	79
han	6	hanyamāna	79
hā	1	heya	79
sṛj	2	sṛja	79
janay	10	janayanti	79
bandh	4	badhnīyāt	79
bhaj	1	bheje	79
apās	2	apāsya	79
abhipad	4	abhipanna	79
nidhā	3	nidadhyāt	79
niyam	1	niyacchati	79
niveśay	10	niveśita	79
pariṇam	1	pariṇata	79
pratipad	4	pratyapadyata	79
praviś	4	praviśanti	79
vikṛ	6	vikīrṇa	79
vicchid	7	vicchinna	79
vyavasā	6	vyavasita	79
sambhū	1	sambhavanti	79
samabhyarcay	10	samabhyarcya	79
kṛ	2	kuryām	78
grah	6	gṛhṇanti	78
man	8	mānya	78
stu	1	tuṣṭuvāna	78
hṛ	2	hṛtvā	78
kāray	10	kārayāmāsa	78
sthāpay	10	sthāpya	78
bhaj	1	bhajasva	78
vid	6	vidma	78
tyaj	1	tyājya	78
abhiram	1	abhirata	78
vṛ	5	vṛṇīmahe	78
abhiṣic	4	abhiṣicya	78
grāhay	10	grāhayet	78
upadru	1	upādravat	78
nirbhid	6	nirbhinna	78
niṣkram	6	niṣkrānta	78
pragrah	9	pragṛhīta	78
prapad	4	prapadye	78
vitras	4	vitrasta	78
samāgam	6	samājagmuḥ	78
prāduras	2	prādurāsīt	78
niṣecay	10	niṣecayet	78
bhṛjj	4	bhṛṣṭa	78
i	5	yantu	77
kṣālay	10	kṣālayet	77
nī	2	naya	77
brū	2	brūyuḥ	77
vac	2	ucyamāna	77
vad	1	avādīt	77
pālay	10	pālayat	77
janay	10	janayet	77
apavyadh	4	apaviddha	77
tyaj	1	tyaktum	77
ākṣip	4	ākṣipta	77
hiṁs	7	hinasti	77
upadā	3	upātta	77
upāgam	1	upāgamya	77
nirodhay	10	nirodhayet	77
prasthā	1	pratasthe	77
prāp	1	prāpya	77
vipad	4	vipanna	77
viracay	10	viracita	77
saṁspṛś	6	saṃspṛṣṭa	77
saṁjan	4	samajāyata	77
kṛ	6	kīrṇa	76
guh	6	guhya	76
man	8	mantavya	76
pracch	1	papracchuḥ	76
śaṁs	2	śaśaṃsa	76
nāday	10	nādita	76
bhaj	1	bhaja	76
mānay	10	mānita	76
abhidhā	3	abhyadhāt	76
smi	1	smayat	76
avaśeṣay	10	avaśeṣita	76
āliṅgay	10	āliṅgya	76
upāśri	1	upāśrita	76
niṣkram	6	niṣkramya	76
parivṛt	1	parivartate	76
pratihan	4	pratihata	76
prayam	1	prayacchanti	76
prahṛ	2	praharat	76
viniḥsṛ	1	viniḥsṛta	76
vinirdiś	6	vinirdiśet	76
pidhā	3	pihita	76
i	5	iyāt	75
kāṅkṣ	2	kāṅkṣita	75
kṣam	1	kṣānta	75
jan	4	janya	75
nī	2	nayanti	75
brū	2	bravīhi	75
yā	2	yāsyati	75
vac	2	avocam	75
dhā	1	dadhire	75
bandh	4	badhnāti	75
abhidru	1	abhyadravat	75
math	4	mathita	75
ucchiṣ	4	ucchiṣṭa	75
pravraj	1	pravrajita	75
ad	2	atti	74
as	2	asat	74
bhuj	6	bhuṅkṣva	74
dah	2	dahyate	74
sru	1	sravati	74
hvā	1	huve	74
kāray	10	kārayitvā	74
varṇay	0	varṇita	74
likh	6	likhet	74
pūjay	10	pūjayat	74
sah	1	sahate	74
utkṣip	6	utkṣipya	74
udyuj	7	udyukta	74
nirji	1	nirjitya	74
parimā	3	parimita	74
viṣṭhā	1	viṣṭhita	74
samprahṛṣ	6	samprahṛṣṭa	74
peṣay	10	peṣita	74
pidhā	3	pidhāya	74
kṛt	2	kṛtta	73
gam	6	gatam	73
cintay	10	cintayitvā	73
bhā	2	bhānti	73
ric	7	rikta	73
sru	1	sravat	73
kāmay	10	kāmayate	73
dṛś	6	adṛśyata	73
abhimantray	0	abhimantrita	73
trā	2	trātum	73
avaplu	1	avaplutya	73
utpat	1	utpatya	73
miṣ	6	miṣat	73
bhojay	10	bhojayitvā	73
prapūjay	10	prapūjayet	73
vigarh	1	vigarhita	73
vidhvaṁs	1	vidhvasta	73
saṁyojay	10	saṃyojya	73
nirūpay	0	nirūpita	73
samarpay	10	samarpita	73
pradiś	6	pradiṣṭa	73
as	2	āsa	72
klam	4	klānta	72
kṣubh	1	kṣubhita	72
jṛ	6	jīryati	72
bhū	1	bhūyāsam	72
sū	1	suṣuve	72
pū	1	punāti	72
śru	4	śṛṇvantu	72
ativyadh	4	atividdha	72
adhī	4	adhīyīta	72
śuc	6	śocanti	72
ram	4	ramamāṇa	72
tarpay	10	tarpita	72
yāpay	10	yāpya	72
abhidhā	3	abhidhāya	72
lih	4	līḍha	72
sveday	10	svedita	72
avagāh	1	avagāḍha	72
avanam	1	avanata	72
ādā	4	ādade	72
bhakṣ	4	bhakṣya	72
bhakṣay	10	bhakṣayat	72
niṣpad	4	niṣpanna	72
parikṣip	6	parikṣipta	72
parituṣ	4	parituṣṭa	72
pratiṣṭhāpay	10	pratiṣṭhāpayati	72
pradakṣiṇīkṛ	8	pradakṣiṇīkṛtya	72
vikram	1	vikramya	72
śikṣ	6	śikṣitavya	72
kṛ	6	kirat	71
vyadh	4	vidhyet	71
dā	1	dadāni	71
jāgṛ	2	jāgrat	71
upadiś	6	upadekṣyāmaḥ	71
uparam	1	uparata	71
praṇaś	4	praṇaśyati	71
prasāray	10	prasārita	71
visṛj	4	vyasṛjat	71
samāsthā	1	samāsthita	71
samprayuj	7	samprayukta	71
samāśvāsay	10	samāśvāsya	71
gā	2	gīyate	70
bhū	1	abhavam	70
bhū	1	babhūvatuḥ	70
bhū	1	bhūyāt	70
vyadh	4	vidhyati	70
man	8	maṃsyante	70
dā	1	dāsyati	70
śaṁs	2	śaṃsanti	70
vṛṣ	6	varṣati	70
tāpay	10	tāpita	70
darśay	10	darśayet	70
dviṣ	1	dveṣya	70
pācay	10	pācita	70
sthāpay	10	sthāpya	70
apagam	1	apagata	70
vand	1	vavande	70
abhivṛt	1	abhyavartanta	70
abhīṣ	6	abhīṣṭa	70
arthay	0	arthita	70
prī	9	prīṇāti	70
āplu	1	āplutya	70
drāvay	10	drāvayet	70
nivṛt	1	nivartante	70
pratiṣidh	1	pratiṣiddha	70
praviś	4	praviśati	70
pravṛt	1	pravavṛte	70
saṁgam	6	saṃgamya	70
samāhvā	4	samāhūya	70
jighāṁs	0	jighāṃsat	70
melay	10	melayet	70
ṛdh	5	ṛddha	69
jan	4	jāyeta	69
viś	4	viśanti	69
sthā	1	asthāt	69
śru	4	śṛṇuta	69
anuman	8	anumata	69
lī	1	līyate	69
śak	4	śaśāka	69
ācakṣ	1	ācaṣṭa	69
āśvāsay	10	āśvāsya	69
upapāday	10	upapādita	69
nipat	1	nyapatat	69
vidhā	3	vidhatte	69
viric	7	virikta	69
saṁkṣip	6	saṃkṣipta	69
samādhā	1	samādhāya	69
aś	1	aśita	68
brū	2	brūta	68
muc	6	muñcat	68
han	6	hanyate	68
śī	1	śayīta	68
dṛś	6	drakṣyāmi	68
antardhā	3	antardadhe	68
coday	10	acodayat	68
abhidhāv	1	abhyadhāvat	68
vam	1	vānta	68
avarudh	7	avarunddhe	68
upaviś	6	upaviśya	68
upe	2	upeyivas	68
prakṛ	8	prakṛta	68
pratyāgam	1	pratyāgata	68
vikṣip	6	vikṣipta	68
saṁtras	4	saṃtrasta	68
samānī	1	samānīya	68
samutthā	1	samutthāya	68
gā	2	gāyanti	67
cintay	10	cintya	67
brū	2	brūmaḥ	67
dā	1	dadyuḥ	67
nam	1	natvā	67
paś	4	paśyata	67
adhikṛ	8	adhikṛtya	67
kāmay	10	kāmaye	67
pac	1	pacyamāna	67
paṭh	1	paṭhat	67
pūray	10	pūrayitvā	67
bhrāj	1	bhrājamāna	67
lip	4	limpet	67
chāday	10	chādayāmāsa	67
apanī	1	apanīta	67
tyaj	1	tyajanti	67
tyaj	1	tyajat	67
yodhay	10	ayodhayat	67
avatāray	10	avatārya	67
lakṣay	10	lakṣayet	67
ālocay	10	ālocya	67
upe	2	upayanti	67
nirgam	6	nirgatya	67
pradā	3	pradadyāt	67
pradā	3	pradeya	67
vinad	1	vinadat	67
saṁtan	8	saṃtata	67
i	5	āyan	66
iṣ	1	aicchat	66
kṛṣ	6	kṛṣṭa	66
ji	9	jayanti	66
nī	2	nīyate	66
muc	6	mucyante	66
bhuj	6	bhoktavya	66
vṛdh	6	vavṛdhe	66
sthā	1	tiṣṭhantu	66
sthā	1	tiṣṭhate	66
sru	1	sravet	66
dviṣ	1	dviṣmaḥ	66
pā	2	pāti	66
ram	4	reme	66
śoṣay	10	śoṣita	66
tarpay	10	tarpayāmi	66
abhigā	3	abhyagāt	66
smi	1	smayamāna	66
trā	2	trāhi	66
avakṛ	6	avakīrṇa	66
avāp	5	avāptavat	66
prī	9	prīyamāṇa	66
āviś	6	āviveśa	66
sphuṭ	6	sphuṭita	66
utthāpay	10	utthāpya	66
upasṛj	6	upasṛṣṭa	66
niḥśvas	2	niḥśvasya	66
nivāray	10	nivārya	66
yantray	0	yantrita	66
parikalpay	10	parikalpita	66
prabhañj	4	prabhagna	66
vidhā	3	vidhātavya	66
vimuc	6	vimucya	66
vihas	1	vihasya	66
saṁvṛt	1	saṃvṛtta	66
sambudh	4	saṃbuddha	66
bubhukṣ	0	bubhukṣita	66
grah	6	gṛhyatām	65
jīv	1	jīvase	65
tap	4	tapyamāna	65
tṛ	3	tīrṇa	65
yā	2	yāyāt	65
vac	2	ucyante	65
śru	4	śṛṇudhvam	65
sev	4	sevyamāna	65
hṛ	2	harat	65
dham	1	dhamat	65
dṛś	6	paśyāmaḥ	65
pūray	10	pūrayat	65
yāc	1	yācamāna	65
abhigam	1	abhyagacchat	65
abhisaṁvṛ	5	abhisaṃvṛta	65
āghrā	4	āghrāya	65
nipat	1	nipatanti	65
nipat	1	nipatya	65
niṣad	1	niṣasāda	65
niṣidh	1	niṣiddha	65
pradā	3	pradīyate	65
praduṣ	4	praduṣṭa	65
pradarśay	10	pradarśita	65
pramā	3	pramita	65
vicūrṇay	0	vicūrṇayet	65
vikṣan	8	vikṣata	65
pratyutpad	4	pratyutpanna	65
gam	6	gamiṣyanti	64
cit	1	cikitvas	64
tṛp	6	tṛpyati	64
dhā	1	dadhātu	64
śliṣ	6	śliṣṭa	64
anugrah	9	anugṛhīta	64
varjay	10	varjayitvā	64
nard	1	nardat	64
abhilaṣ	4	abhilaṣita	64
snāpay	10	snāpayet	64
āloḍay	10	āloḍya	64
utpāṭay	10	utpāṭya	64
utsah	1	utsahate	64
udric	7	udrikta	64
parihṛ	1	pariharet	64
praṇidhā	3	praṇihita	64
prasad	1	prasīdati	64
prāś	1	prāśya	64
vāsay	0	vāsita	64
viśrambh	1	viśrabdha	64
saṁvij	6	saṃvigna	64
saṁstu	5	saṃstuta	64
saṁniviś	6	saṃniviṣṭa	64
samanuprāp	5	samanuprāpta	64
samālokay	10	samālokya	64
samutsṛj	6	samutsṛjya	64
ūrjay	0	ūrjita	64
āp	1	āpa	63
bhū	1	bhavitum	63
pat	1	patet	63
muc	6	mucyeta	63
vas	2	uṣitvā	63
dā	1	datte	63
sāray	10	sārayet	63
dhāray	10	dhārayati	63
dṛś	6	adrākṣam	63
darśay	10	darśaya	63
pālay	10	pālayet	63
rakṣ	4	rakṣanti	63
rakṣ	4	rakṣitum	63
vid	6	veditum	63
tyaj	1	tatyāja	63
abhipat	1	abhyapatat	63
pūjay	10	apūjayan	63
ācakṣ	1	ācacakṣe	63
ādā	4	ādadāna	63
nivāray	10	nivārita	63
vidah	4	vidagdha	63
vihṛ	1	viharat	63
vīkṣ	4	vīkṣamāṇa	63
as	2	āsam	62
kṣam	1	kṣantum	62
gad	1	gadat	62
jap	4	japati	62
jṛ	6	jīryate	62
brū	2	brūyāḥ	62
brū	2	bravītu	62
yā	2	yāsi	62
vṛṣ	6	varṣat	62
hṛ	2	harate	62
śuc	6	śucaḥ	62
budh	1	bodhya	62
lepay	10	lepya	62
avaropay	10	avaropita	62
vrīḍ	1	vrīḍita	62
ādṛ	1	ādṛta	62
upacar	1	upacaret	62
upayuj	7	upayuñjīta	62
upalabh	1	upalabdha	62
devay	10	devayat	62
nirvṛt	1	nirvṛtta	62
nivas	1	nivasanti	62
parivṛ	5	parivavruḥ	62
prakṣip	6	prakṣipta	62
pradā	3	pradāsyāmi	62
vikṛ	5	vikurvāṇa	62
vijñā	9	vijānīhi	62
vyape	2	vyapeta	62
