Лемма	Форма
pratiyā	pratiyātavat
pratiyojay	pratiyojita
pratiyudh	pratiyudhyase
pratiyudh	pratiyudhyāmahe
pratiyudh	pratiyudhyeran
pratiyudh	pratiyudhyetām
pratiyudh	pratiyotsyāmahe
pratiyudh	pratiyudhyema
pratiyudh	pratiyudhyāma
pratiyudh	pratiyudhyata
pratiyudh	pratiyotsyati
pratiyudh	pratiyotsyāmaḥ
pratiyudh	pratiyotsyāma
pratiyudh	pratiyuddha
pratiyudh	pratiyoddhavya
pratiyodhay	pratiyodhayeyuḥ
pratiyodhay	pratiyodhayitum
pratirakṣ	pratirakṣet
pratirādh	pratirāddha
pratirudh	pratirundhyāt
pratirudh	pratirudhyate
pratirudh	pratyarundhatām
pratirudh	pratyarautsi
pratiruh	pratirohati
pratiruh	pratirohanti
pratilabh	pratilapsye
pratilabh	pratilebhe
pratilabh	pratilebhe
pratilikh	pratilikhet
pratilikh	pratilekhya
pratilikh	pratilikhya
pratilī	pratilīna
pratilobhay	pratilobhayet
pratilobhay	pratilobhayat
prativac	prativakṣyāmaḥ
prativac	prativakṣyanti
prativac	pratyavocan
prativac	pratyūcatuḥ
prativac	pratyucyate
prativac	pratyucyatām
prativac	prativakṣyāmahe
prativac	prativakti
prativac	pratyucyamāna
prativac	pratyuktavat
prativad	pratyavādiṣam
prativadh	pratyavadhīt
prativadh	prativadhyamāna
prativand	prativandita
prativas	prativasema
prativas	prativasa
prativas	prativasemahi
prativas	pratyavātsīt
prativāhay	pratyavāhayat
prativāś	pratyavāśyanta
prativijñā	prativijānante
prativid	prativetsyanti
pratividhā	pratividadhāmi
pratividhā	pratividhāsyati
pratividhā	pratividhāsyete
pratividhā	pratividadhe
pratividhā	pratividheya
pratividhā	pratividhātum
prativibudh	prativibudhyeta
prativibudh	prativibudhya
prativiram	prativirata
prativisṛj	prativisṛṣṭa
prativāray	prativārayet
prativāray	pratyavārayatām
prativāray	prativārya
prativṛt	prativartate
prativartay	pratyavartayat
prativṛṣ	pratyavarṣam
prativeṣṭ	prativeṣṭamāna
prativeṣṭay	prativeṣṭayanti
prativyadh	pratividhyati
prativyadh	pratyavidhyanta
prativyūh	prativyūhati
prativyūh	prativyūha
prativyūh	prativyūhat
prativyūh	prativyūḍha
prativyūh	prativyūhitum
pratiśaṁs	pratiśaṃsat
pratiśaṅk	pratiśaṅkamāna
pratiśap	pratiśapāmi
pratiśī	pratiśiśye
pratiśī	pratiśeṣyāmi
pratiśru	pratiśṛṇuyāt
pratiśru	pratyaśrauṣuḥ
pratiśvas	pratiśvasantu
pratiṣañj	pratisakta
pratiṣidh	pratiṣidhyante
pratiṣidh	pratyaṣidhyata
pratiṣidh	pratiṣedheta
pratiṣidh	pratyaṣedhata
pratiṣidh	pratyaṣedhanta
pratiṣidh	pratyaṣedhīḥ
pratiṣidh	pratiṣiṣidhe
pratiṣidh	pratiṣedhate
pratiṣidh	pratiṣidhyamāna
pratiṣidh	pratiṣedhanīya
pratiṣidh	pratiṣeddhum
pratiṣidh	pratiṣiddhavat
pratiṣkambh	pratiṣkabhe
pratiṣṭhā	pratitiṣṭhasi
pratiṣṭhā	pratiṣṭhāsyanti
pratiṣṭhā	pratitiṣṭhante
pratiṣṭhā	pratitiṣṭhasva
pratiṣṭhā	pratyatiṣṭhata
pratiṣṭhā	pratyatiṣṭhanta
pratiṣṭhā	pratyaṣṭhuḥ
pratiṣṭhā	pratiṣṭhānīya
pratiṣṭhā	pratiṣṭheya
pratiṣṭhāpay	pratiṣṭhāpayāmaḥ
pratiṣṭhāpay	pratiṣṭhāpayate
pratiṣṭhāpay	pratyaṣṭhāpi
pratiṣṭhāpay	pratiṣṭhāpayitā
pratiṣṭhāpay	pratyatiṣṭhipan
pratiṣṭhāpay	pratiṣṭhāpayitavya
pratiṣṭhīv	pratyaṣṭhīvan
pratiṣvāday	pratisvādya
pratisaṁyat	pratisaṃyatta
pratisaṁrabh	pratisaṃrabhate
pratisaṁveṣṭ	pratisaṃveṣṭate
pratisaṁśru	pratisaṃśrutya
pratisaṁsṛj	pratisaṃsṛjyamāna
pratisaṁskṛ	pratisaṃskuryāt
pratisaṁskṛ	pratisaṃskartum
pratisaṁstambh	pratisaṃstabha
pratisaṁhṛ	pratisaṃhareta
pratisaṁhṛ	pratyasaṃharam
pratisaṁhṛ	pratisaṃhartum
pratisaṁhāray	pratisaṃhāraya
pratisaṁhṛṣ	pratisaṃjaharṣa
pratisaṁhṛṣ	pratisaṃhṛṣṭa
pratisaṁkram	pratisaṃkrameta
pratisaṁkram	pratisaṃkrānta
pratisaṁkhyā	pratisaṃkhyātum
pratisaṁkhyā	pratisaṃkhyāya
pratisaṁgrah	pratisaṃgṛhāṇa
pratisaṁgrah	pratisaṃjagṛhuḥ
pratisaṁgrah	pratisaṃgṛhītvā
pratisaṁcar	pratisaṃcarat
pratisaṁdiś	pratisaṃdiśa
pratisaṁdiś	pratisaṃdeśya
pratisaṁdiś	pratisaṃdiśya
pratisaṁdhā	pratisaṃdhāsyāmi
pratisaṁdhā	pratisaṃdadhe
pratisaṁdhā	pratisaṃdhātum
pratisamas	pratisamasyat
pratisamādhā	pratisamādhātum
pratisamās	pratisamāseta
pratisamās	pratisamāsita
pratisaṁmoday	pratisaṃmodayate
pratisaṁmoday	pratisaṃmodayante
pratisaṁmoday	pratisaṃmoditavya
pratisah	pratisahiṣyate
pratisah	pratisahita
pratisṛ	pratisaranti
pratisṛ	pratisartavya
pratisāray	pratisāryate
pratisāray	pratisāryamāṇa
pratisāray	pratīsārya
pratisṛj	pratyasṛjat
pratisṛp	pratisarpati
pratisṛp	pratisṛpya
pratisev	pratisevamāna
pratisev	pratisevat
pratismṛ	pratismara
pratismṛ	pratismṛta
pratismāray	pratismārayati
pratismāray	pratismārayitāraḥ
pratisvan	pratisasvāna
pratisvan	pratisasvanuḥ
pratihan	pratihanmi
pratihan	pratijaghnuḥ
pratihan	pratyahanyata
pratihan	pratyahanyanta
pratihan	pratijaghnivas
pratihā	pratyahīyata
pratihu	pratihauṣīḥ
pratihṛ	pratyaharat
pratihṛ	pratyahariṣyaḥ
pratihṛ	pratihartave
pratihṛ	pratiharamāṇa
pratiheṣ	pratyaheṣan
pratiheṣ	pratiheṣita
pratī	pratyemi
pratī	pratīmaḥ
pratī	pratītha
pratī	pratyait
pratī	pratiyantu
pratī	pratīyāya
pratī	pratīyatuḥ
pratī	pratyeya
pratī	pratyetoḥ
pratyāyay	pratyāyayitum
pratīkṣ	pratīkṣase
pratīkṣ	pratīkṣāmahe
pratīkṣ	pratīkṣethām
pratīkṣ	pratyaikṣata
pratīkṣ	pratīkṣyante
pratīkṣ	pratīkṣāvaḥ
pratīkṣ	pratīkṣāmaḥ
pratīkṣ	pratīkṣetām
pratīkṣ	pratīkṣata
pratīkṣ	pratīkṣiṣyāmi
pratīkṣ	pratīkṣiṣyanti
pratīṣ	pratīcchasi
pratīṣ	pratīcchanti
pratīṣ	pratīcchata
pratīṣ	pratīcchantu
pratīṣ	pratīṣyatām
pratīṣ	pratīṣya
pratīṣ	pratīcchita
pratud	pratudet
pratud	pratutoda
pratuṣ	pratuṣyati
pratṛ	pratareyam
pratṛ	prataret
pratṛ	pratara
pratṛ	pratarata
pratṛ	pratariṣyāmaḥ
pratṛ	pratatāra
pratṛ	pratareta
pratṛ	pratarasva
pratṛ	pratariṣye
pratṛ	prātiratam
pratṛ	prātītaraḥ
pratṛ	pratira
pratṛ	pratariṣyat
pratṛ	pratūrṇa
pratṛ	prataramāṇa
pratṛ	pratiram
pratāray	pratārayet
pratāray	pratārayat
pratāray	pratāryamāṇa
pratyakṣīkṛ	pratyakṣīkaromi
pratyakṣīkṛ	pratyakṣīkartavya
pratyakṣībhū	pratyakṣībhavat
pratyakṣībhū	pratyakṣībhūta
pratyanujñā	pratyanujñāsīt
pratyanunī	pratyanunaye
pratyanunī	pratyanunetum
pratyanubhū	pratyanubhaveyam
pratyanuyāc	pratyanuyācat
pratyanusmṛ	pratyanusmarat
pratyapakṛ	pratyapakṛtya
pratyapayā	pratyapāyāma
pratyabhighāray	pratyabhighārayanti
pratyabhighāray	pratyabhighārayet
pratyabhighāray	pratyabhighārya
pratyabhijñā	pratyabhyajānāt
pratyabhijñā	pratyabhijñāsyate
pratyabhijñā	pratyabhijñeya
pratyabhijñā	pratyabhijñātum
pratyabhidhā	pratyabhyadhatta
pratyabhidhā	pratyabhihita
pratyabhinand	pratyabhinandati
pratyabhinand	pratyabhinandya
pratyabhiprasthā	pratyabhipratasthe
pratyabhimṛś	pratyabhimṛśet
pratyabhimṛś	pratyabhimṛśate
pratyabhiyā	pratyabhyayāt
pratyabhivad	pratyabhivadati
pratyarthay	pratyarthyante
pratyarthay	pratyarthita
pratyarday	pratyardayat
pratyavagrah	pratyavāgrahīt
pratyavagrah	pratyavagṛhya
pratyavatṛ	pratyavatarasva
pratyavabhuj	pratyavabhujya
pratyavamṛś	pratyavāmṛśam
pratyavamṛś	pratyavamṛśya
pratyavarudh	pratyavarudhya
pratyavarudh	pratyavaruddha
pratyavaruh	pratyavarohati
pratyavaruh	pratyavarohet
pratyavaruh	pratyavarūḍha
pratyavaropay	pratyavaropayanti
pratyavaropay	pratyavaropya
pratyavasad	pratyavasīdanti
pratyavasad	pratyavasīdat
pratyavasṛp	pratyavasṛpya
pratyavasā	pratyavasita
pratyavasthā	pratyavatiṣṭhate
pratyavahāray	pratyavahārayāvaḥ
pratyave	pratyavayanti
pratyavekṣ	pratyavekṣyante
pratyavekṣ	pratyavaikṣat
pratyavekṣ	pratyavekṣa
pratyavekṣ	pratyavekṣan
pratyavekṣ	pratyavekṣamāṇa
pratyas	pratyasyate
pratyākāṅkṣ	pratyākāṅkṣati
pratyākāṅkṣ	pratyākāṅkṣat
pratyākāṅkṣ	pratyācakāṅkṣa
pratyākṛṣ	pratyākṛṣyate
pratyākhyā	pratyākhyāsi
pratyākhyā	pratyākhyāyāt
pratyākhyā	pratyākhyāsyanti
pratyākhyā	pratyācakhyau
pratyākhyā	pratyākhyāsye
pratyāgam	pratyāgacchati
pratyāgam	pratyāgacchantu
pratyāgam	pratyāgamiṣyatha
pratyāgam	pratyāgaman
pratyāgam	pratyāgamya
pratyācakṣ	pratyācaṣṭe
pratyācakṣ	pratyācakṣate
pratyācakṣ	pratyācacakṣe
pratyācakṣ	pratyācakṣāṇa
pratyādā	pratyādāsyati
pratyādā	pratyādadate
pratyādā	pratyādāya
pratyādā	pratyādātum
pratyādiś	pratyādiśati
pratyādiś	pratyādiśa
pratyādiś	pratyādiśyatām
pratyādru	pratyādravan
pratyānī	pratyānayati
pratyānī	pratyānayanti
pratyānī	pratyānayam
pratyānī	pratyāneṣyati
pratyānī	pratyānayata
pratyānī	pratyānayasva
pratyānī	pratyānayiṣyanti
pratyānī	pratyāneya
pratyānī	pratyānetum
pratyānī	pratyānīyamāna
pratyānī	pratyānayitum
pratyānī	pratyānayitvā
pratyāyā	pratyāyāti
pratyāyā	pratyāyānti
pratyāyā	pratyāyāsyat
pratyāvap	pratyāvapanti
pratyāvraj	pratyāvrajeyuḥ
pratyāvraj	pratyāvrajita
pratyāśrāvay	pratyāśrāvayati
pratyāśrāvay	pratyāśrāvita
pratyāsad	pratyāsīdati
pratyāsad	pratyāsīdat
pratyāsthā	pratyātiṣṭhat
pratyāhan	pratyājaghne
pratyāhan	pratyāhantum
pratyāhṛ	pratyāharāmi
pratyāhṛ	pratyāhara
pratyāhṛ	pratyāharatu
pratyāhṛ	pratyāharan
pratyāhṛ	pratyāhariṣyāmi
pratyāhṛ	pratyāhriyate
pratyāhṛ	pratyāharante
pratyāhṛ	pratyāhārya
pratyāhṛ	pratyāhartum
pratyāhṛ	pratyāhriyamāṇa
pratyuccāray	pratyuccārya
pratyujjīv	pratyujjīvat
pratyuttambh	pratyuttabhnuvanti
pratyuttṛ	pratyuttarati
pratyudāhṛ	pratyudāharat
pratyudāhṛ	pratyudāhṛta
pratyudi	pratyudeti
pratyudi	pratyudiyām
pratyudi	pratyudyantu
pratyudi	pratyudait
pratyudi	pratyudīyayuḥ
pratyudīkṣ	pratyudīkṣate
pratyudīkṣ	pratyudīkṣethāḥ
pratyudīkṣ	pratyudīkṣitum
pratyudīr	pratyudīrṇa
pratyudgam	pratyudgacchāmaḥ
pratyudgam	pratyudgaccha
pratyudgam	pratyudagacchat
pratyudgam	pratyudgacchat
pratyudgam	pratyudgamyamāna
pratyudgrah	pratyudgṛhṇāti
pratyudyā	pratyudyānti
pratyudyā	pratyudyāyāt
pratyudyā	pratyudyāntu
pratyudyā	pratyudyānt
pratyunmiṣ	pratyunmiṣat
pratyupakṛ	pratyupakṛtavat
pratyupadiś	pratyupadekṣyāmaḥ
pratyupadru	pratyupādravan
pratyupayā	pratyupāyām
pratyupayā	pratyupāyāt
pratyupayā	pratyupayāta
pratyupaviś	pratyupavekṣyāmi
pratyupaviś	pratyupavekṣyasi
pratyupasṛ	pratyupasṛtya
pratyupasthā	pratyupātiṣṭhat
pratyupasthā	pratyupasthāsye
pratyupasthā	pratyupasthātum
pratyupaspṛś	pratyupaspṛśya
pratyupāhṛ	pratyupāhara
pratyupe	pratyupayanti
pratyupe	pratyupetya
pratyuṣ	pratyauṣat
pratyuṣ	pratyuṣyamāṇa
pratyūh	pratyūhet
pratyūh	pratyauhat
pratyūh	pratyauhan
pratyūh	pratyūhyatām
pratyūh	pratyūhya
pratyūh	pratyuhya
pratyarpay	pratyarpayasi
pratyarpay	pratyarpayeyam
pratyarpay	pratyarpayet
pratyarpay	pratyarpayat
pratyarpay	pratyarpitavat
pratyarpay	pratyarpayitvā
pratye	pratyāyanti
pratye	pratyeyāt
pratye	pratyeyāya
pratye	pratyetana
pratvar	pratatvare
pratvar	pratvarita
pratvar	pratvarat
pradakṣiṇīkṛ	pradakṣiṇīkuryāt
pradah	pradahāmi
pradah	pradahataḥ
pradah	pradaheyuḥ
pradah	pradaha
pradah	prādahat
pradah	prādahan
pradah	pradhakṣyāmi
pradah	pradhakṣyataḥ
pradah	pradadāha
pradah	pradahyate
pradah	pradaheta
pradah	pradhakṣyate
pradah	pradahiṣyati
pradah	pradahyata
pradah	pradahiṣyāmi
pradah	pradhākṣīḥ
pradah	pradahat
pradah	pradahyeta
pradah	pradhākṣīt
pradah	pradagdhavya
pradah	pradahyat
pradā	pradadāmi
pradā	pradadāsi
pradā	pradadyāḥ
pradā	pradadyuḥ
pradā	prādāma
pradā	prādān
pradā	pradadet
pradā	pradāsye
pradā	pradāsyase
pradā	pradāsyate
pradā	pradātāsmi
pradā	pradadat
pradā	pradīyamāna
pradih	pradihet
pradih	pradehya
pradīp	prādīpyanta
pradīp	pradīpyate
pradīpay	pradīpayanti
pradīpay	prādīpayan
pradīpay	pradīpya
pradu	pradūyante
pradu	pradūyeta
pradu	praduyat
praduṣ	praduṣyate
praduṣ	praduṣyat
praduṣ	pradūṣyat
pradūṣay	pradūṣayasi
pradūṣay	pradūṣayati
pradūṣay	pradūṣayataḥ
pradūṣay	pradūṣayanti
pradūṣay	pradūṣayiṣyāmaḥ
pradṛś	prapaśyati
pradṛś	prapaśyāmaḥ
pradṛś	prapaśyanti
pradṛś	pradadarśa
pradṛś	prādṛśyata
pradṛś	pradṛśyethāḥ
pradṛś	pradṛśyeta
pradṛś	pradṛśyantām
pradṛś	pradadṛśe
pradarśay	pradarśayāṃbabhūvuḥ
pradarśay	pradarśayate
pradarśay	prādarśayata
pradarśay	pradarśayitvā
pradarśay	pradarśayiṣyamāṇa
pradarśay	pradarśitavat
pradṛ	prādīryata
pradṛ	prādīryanta
pradṛ	pradīrṇa
pradṛ	pradīryamāṇa
pradāray	pradārayat
pradāray	pradārita
pradyut	pradyotate
pradyut	pradyotamāna
pradyotay	pradyotayati
pradyotay	pradyotayat
pradyotay	pradyotita
pradru	pradravet
pradru	pradravema
pradru	pradravāma
pradru	prādravāma
pradru	pradrutya
pradru	pradravamāṇa
pradrāvay	pradrāvayet
pradrāvay	prādrāvayat
pradrāvay	pradrāvita
pradrāvay	pradrāvya
pradviṣ	pradviṣyāt
pradviṣ	pradviṣate
pradhā	pradhatte
pradhā	pradadhāti
pradhāv	pradhāvatha
pradhāv	pradhāveyam
pradhāv	pradhāvet
pradhāv	pradhāvata
pradhāv	prādhāvam
pradhāv	prādhāvan
pradhāv	pradhāvadhvam
pradhāv	pradhāvata
pradhū	pradhūnoti
pradhū	pradhūnutaḥ
pradhū	pradhūnuyāt
pradhū	pradhūyeta
pradhū	pradhūyate
pradhṛ	pradhṛta
pradhāray	pradhārayāmi
pradhāray	pradhāryeta
pradhāray	pradhārya
pradhṛṣ	pradhṛṣya
pradharṣay	pradharṣayiṣyanti
pradharṣay	pradharṣayat
pradharṣay	pradharṣayitvā
pradham	prādhamat
pradhmāpay	prādhmāpayam
pradhmāpay	prādhmāpayan
pradhmāpay	prādhmāpayata
pradhmāpay	pradhmāpita
pradhyā	pradadhyuḥ
pradhyā	pradhyāyamāna
pradhyā	pradhyātum
pradhyā	pradhyāyamāna
pradhvaṁs	pradhvaṃsate
pradhvaṁsay	pradhvaṃsayāmāsa
pradhvaṁsay	pradhvaṃsayiṣyāmaḥ
pradhvan	prādhvanat
pradhvan	pradhvanat
pranṛt	pranṛtyet
pranṛt	pranṛtyat
pranṛt	pranṛtya
prapac	prapacyate
prapac	prapacyante
prapat	prapatāmaḥ
prapat	prapatiṣyati
prapat	prapetatuḥ
prapat	prāpatanta
prapat	prapatanta
prapātay	prapātayet
prapātay	prapātita
prapad	prapadyai
prapad	prapadyadhvam
prapad	prapatsyete
prapad	prapadyati
prapad	prapadyāmaḥ
prapad	prapadyet
prapad	prapadyema
prapad	prapadya
prapad	prapadyata
prapad	prapadyanta
prapad	prapeduḥ
prapad	prāpādi
prapad	prapadya
prapad	prapedivas
prapaś	prapaśyathaḥ
prapaś	prapaśyeta
prapaś	prapaśyāma
prapā	prapibāmi
prapā	prapibanti
prapā	prapāsyāmi
prapā	prapibante
prapiṣ	prapiṣṭa
prapiṣ	prapeṣṭavya
prapīḍay	prapīḍayati
prapūjay	prapūjayat
prapṛc	prapṛñcat
prap￞	prapūrita
prap￞	prapūrṇa
prapūray	prapūraya
prapūray	prapūryate
prapūray	prapūryatām
prapūray	prapūrya
prapūray	prapūryamāṇa
prapruth	prapruthya
praplu	praplavante
praplu	praplaveran
prabandh	prabadhnāti
prabandh	prabadhyate
prabandh	prabadhnāt
prabandh	prabadhnīta
prabādh	prabādhāmaḥ
prabādh	prabādhata
prabādh	prabādheyuḥ
prabādh	prabādhamāna
prabudh	prabudhyase
prabudh	prabudhyante
prabudh	prabudhyatām
prabudh	prabudhyadhvam
prabudh	prābudhyanta
prabudh	prabubudhe
prabudh	prabudhyata
prabudh	prabudhyanti
prabudh	praboddhavya
prabudh	prabudhyamāna
prabodhay	prabodhayāmi
prabodhay	prabodhayati
prabodhay	prabodhayanti
prabodhay	prābodhayata
prabodhay	prābodhyata
prabodhay	prabodhayatām
prabodhay	prabodhya
prabrū	prabruvanti
prabrū	prabrūyām
prabrū	prabrūyāḥ
prabrū	prābruvan
prabrū	prabruvīta
prabrū	prabrūtam
prabhaj	prabhajet
prabhañj	prababhañja
prabhāṣ	prabhāṣasva
prabhāṣ	prabhāṣasi
prabhāṣ	prabhāṣatha
prabhāṣ	prabhāṣet
prabhāṣ	prabhāṣathāḥ
prabhās	prabhāsante
prabhās	prabhāsita
prabhāsay	prabhāsayati
prabhāsay	prabhāsayanti
prabhāsay	prabhāsayāmāsa
prabhāsay	prabhāsita
prabhid	prabhinatti
prabhid	prabhindanti
prabhid	prabibheda
prabhid	prabhidyamāna
prabhid	prabhinnavat
prabhī	prabhīta
prabhuj	prabhujyate
prabhū	prabhavāmaḥ
prabhū	prabhavante
prabhū	prabhavatu
prabhū	prabhavat
prabhū	prabhavatitarām
prabhū	prabhaviṣyat
prabhū	prabhūṣaṇi
prabhūṣ	prabhūṣataḥ
prabhṛ	prabharanti
prabhṛ	prabhartavya
prabhṛ	prabhartum
prabhraṁś	prābhraśyanta
prabhraṁś	prabhṛṣṭa
prabhraṁś	prabhraśya
prabhrāj	prabhrājamāna
pramajj	pramajjati
pramath	pramathnīmaḥ
pramath	pramathiṣyasi
pramath	pramathiṣyati
pramath	pramathiṣyanti
pramath	pramamanthuḥ
pramath	pramathāmi
pramath	pramathati
pramath	pramatheyuḥ
pramath	pramathase
pramath	pramathat
pramath	pramathiṣyāmahe
pramath	pramathiṣyat
pramath	pramathyamāna
pramath	pramathamāna
pramad	pramamāda
pramad	pramādyet
pramad	pramadaḥ
pramad	pramādithāḥ
pramad	pramādyase
pramad	pramanduḥ
pramā	pramīyatām
pramā	prame
prami	prameṣyase
pramih	pramehanti
pramuc	pramuñcāmi
pramuc	pramuñcatu
pramuc	pramuñcantu
pramuc	prāmuñcat
pramuc	prāmuñcatam
pramuc	pramucyasva
pramuc	pramucyatām
pramuc	pramumuce
pramuc	pramokṣyadhvam
pramuc	pramoktum
pramuc	pramuktvā
pramocay	pramocayāmi
pramocay	pramocita
pramud	prāmodanta
pramud	pramodiṣye
pramud	pramodati
pramud	pramuditavat
pramoday	pramodayati
pramoday	pramodayat
pramuṣ	pramuṣṇān
pramuh	pramumoha
pramuh	pramuhyate
pramuh	pramuhyeta
pramuh	pramuhyat
pramohay	pramohayat
pramṛj	pramṛjāmi
pramṛj	pramṛjasi
pramṛj	pramṛjet
pramṛj	pramṛja
pramṛj	pramṛje
pramṛj	pramārjāmi
pramṛj	pramārjati
pramṛj	pramamārjuḥ
pramṛj	pramārṣṭā
pramṛj	pramṛkṣam
pramṛj	pramṛkṣaḥ
pramṛj	pramṛjat
pramṛj	pramārjitum
pramṛj	pramārjat
pramṛd	pramṛdnanti
pramṛd	prāmṛdnāt
pramṛd	prāmṛdyanta
pramṛd	pramṛdyāt
pramṛd	pramṛdnāt
pramṛd	pramardati
pramṛd	pramṛdita
pramṛś	pramṛśet
pramṛś	pramṛśat
pramṛṣ	pramamarṣa
pramṛṣ	pramṛṣe
prayaj	prāyajata
prayat	prayatiṣyate
prayat	prayatiṣyāvahe
prayat	prayatāvaḥ
prayat	prayatāmaḥ
prayat	prayatanti
prayat	prayatāma
prayat	prayattavya
prayam	prayacchāni
prayam	prāyacchatām
prayam	prayacche
prayam	prayacchate
prayam	prayacchatām
prayam	prayacchat
prayam	prayandhi
prayam	prayantāsi
prayam	prayantā
prayam	prayacchān
prayam	prayamyamāna
prayā	prayātaḥ
prayā	prayāma
prayā	prāyātām
prayā	prayāte
prayā	prayāmahe
prayā	prayātāsmaḥ
prayā	prayādhvam
prayā	prāyāsiṣṭa
prayā	prayāthana
prayā	prayāsyamāna
prayāc	prayāce
prayāc	prayācante
prayāc	prayācasva
prayāc	prayāciṣye
prayāc	prayācasi
prayāc	prayācati
prayāc	prayācāmaḥ
prayāc	prāyācat
prayāc	prayācitum
prayuj	prayuṅktaḥ
prayuj	prayuñjadhvam
prayuj	prayuyoja
prayuj	prayujyantām
prayuj	prayokṣye
prayuj	prayokṣyate
prayuj	prayuyuje
prayuj	prayuñjīt
prayuj	prāyujyanta
prayuj	prayujmahe
prayuj	prayokṣyamāṇa
prayojay	prayojayeḥ
prayojay	prayojayeyuḥ
prayojay	prāyojayat
prayojay	prayojayat
prayojay	prayojayan
prayojay	prayojayāmāsa
prayojay	prayojyeran
prayojay	prayojayitavya
prayudh	prayudhyadhvam
prayudh	prāyudhyetām
prayudh	prāyudhyan
prayudh	prayudhyamāna
prayudh	prayudhyat
prarakṣ	prarakṣya
praric	prārirecīt
praruc	prārūrucat
prarocay	prarocaya
prarocay	prārocayat
prarocay	prarocayat
praruj	prarujati
praruj	prārujaḥ
praruj	prarujat
prarud	prarodiṣi
prarud	prarudanti
prarud	prarudyāt
prarud	praroditum
prarud	prarudya
prarudh	praruṇaddhi
prarudh	prārautsīt
praruh	prarohate
praruh	prarohantu
praruh	prarohat
pralap	pralapāmi
pralap	pralapāma
pralap	pralapate
pralap	pralapta
pralap	pralapita
pralap	pralapitvā
pralabh	pralabheta
pralabh	pralambhante
pralabh	pralabdhavat
pralabh	pralabdhum
pralabh	pralabhya
pralabh	pralabdhavya
pralamb	pralambate
pralip	pralipyate
pralip	pralipyamāna
pralepay	pralepya
pralepay	praleptavya
pralih	praleḍhi
pralih	pralihya
pralī	pralīyase
pralī	pralīyete
pralī	pralīyatām
pralī	pralīyata
pralī	prālilye
pralī	pralīyamāna
pralup	pralulupuḥ
pralup	pralupta
pralubh	pralulubhe
pralubh	pralubdha
pralubh	pralobdhum
pralobhay	pralobhayeyuḥ
pralobhay	pralobhayāmāsuḥ
pralobhay	pralobhayante
pralobhay	pralobhyantām
pralobhay	pralobhayitvā
pralobhay	pralobhayitum
pralū	pralūna
pravac	pravakṣyasi
pravac	pravakṣyataḥ
pravac	procyase
pravac	procyete
pravac	prāvocaḥ
pravac	pravakti
pravac	pravakṣyāmahe
pravac	pravaktāsi
pravac	pravaktā
pravac	pravocaḥ
pravac	prāvoci
pravac	pravocati
pravac	pravacanīya
pravac	pravocat
pravac	pravāce
pravad	pravadasi
pravad	pravadiṣyanti
pravad	pravadante
pravad	pravadeta
pravad	pravadāsi
pravad	pravadāti
pravad	pravadiṣyat
pravad	pravadamāna
pravāday	pravādayanti
pravāday	pravādaya
pravāday	pravādayantu
pravāday	prāvādayan
pravāday	pravādayate
pravāday	prāvādayanta
pravāday	pravādyanta
pravadh	prāvadhīt
pravan	pravantave
pravap	praupyanta
pravap	pravaptum
pravap	propayitvā
pravarṇay	pravarṇita
pravalg	pravalganti
pravas	pravaste
pravas	pravasate
pravas	pravasāmi
pravas	pravatsyanti
pravas	provāsa
pravas	prāvātsīt
pravas	pravatsyat
pravas	proṣivas
pravah	pravahet
pravah	prāvahat
pravah	pravakṣyanti
pravah	provāha
pravah	pravahate
pravah	pravahatām
pravah	proḍha
pravah	pravoḍhum
pravah	pravahamāṇa
pravāhay	pravāhayanti
pravāhay	pravāhayet
pravāhay	pravāhayat
pravāhay	pravāhya
pravāhay	pravāhayitum
pravā	pravāsyati
pravā	pravāyet
pravā	pravāyanti
pravā	pravānt
pravikas	pravikasita
pravikṛ	pravikiret
pravikṛ	pravikīryamāṇa
pravigal	pravigalat
pravigāh	pravigāhamāna
pravigāh	pravigāḍha
pravicar	pravicarati
pravicar	pravicariṣyasi
pravicar	praviceruḥ
pravicar	pravicaritavya
pravical	pravicalanti
pravical	pravicacāla
pravical	pravicalita
pravici	pravicinvanti
pravici	pravicita
praviceṣṭ	praviceṣṭita
pravijṛmbh	pravijṛmbhita
pravijñā	pravijānāti
pravid	pravettha
pravid	pravidma
pravid	praveditum
praveday	pravedayanti
praveday	pravedaya
praveday	pravedayiṣyati
praveday	pravedayiṣyāmaḥ
praveday	pravedayase
praveday	praveditavat
praveday	pravedya
pravidhā	pravidhīyatām
pravibhaj	pravibhajati
pravibhaj	pravibhajet
pravibhaj	pravibheje
pravibhuj	pravibhujya
pravimṛś	pravimṛśya
pravilamb	pravilambase
pravilī	pravilīyante
pravilī	pravilīyati
pravilī	pravilīyanti
pravilokay	pravilokayāmahe
pravivic	praviviñcate
praviś	praviśasi
praviś	praviśeḥ
praviś	praviśāni
praviś	praviśantu
praviś	prāviśatām
praviś	praviveśitha
praviś	prāvīviśat
praviś	praviśate
praviś	praviśethāḥ
praviś	praviśatām
praviś	pravekṣyase
praviś	praviśatām
praviś	prāvikṣan
praviś	praviśyati
praviś	praviśamāna
praviś	praviśivas
praveśay	praveśayāmi
praveśay	praveśayasi
praveśay	praveśayatu
praveśay	praveśayata
praveśay	prāveśayam
praveśay	prāveśayan
praveśay	praveśayiṣyāmi
praveśay	praveśayiṣyasi
praveśay	praveśyantām
praveśay	praveśayiṣye
