final_member	mw_class	mw_first_members	corpus_compounds	corpus_tokens	corpus_first_members	overlap_first	mw_only_first	corpus_only_first	corpus_status
trivarṣa	UTTARAPADA	1	0	0	0	0	1	0	absent
triveṇikā	UTTARAPADA	1	0	0	0	0	1	0	absent
triveṇu	UTTARAPADA	1	1	1	1	0	1	1	final
trivikrama	UTTARAPADA	1	2	3	2	0	1	2	final
trivṛt	UTTARAPADA	1	3	3	3	0	1	3	final
trivṛtā	UTTARAPADA	1	6	5	6	0	1	6	final
triyāma	UTTARAPADA	1	0	0	0	0	1	0	form_variant
triyāmā	UTTARAPADA	1	3	4	3	0	1	3	final
triśata	UTTARAPADA	1	0	0	0	0	1	0	absent
triśūla	UTTARAPADA	1	4	4	4	0	1	4	final
triṃśacchatya	UTTARAPADA	1	0	0	0	0	1	0	absent
triṃśad	UTTARAPADA	1	0	0	0	0	1	0	absent
triṃśaka	UTTARAPADA	1	1	1	1	0	1	1	final
triṃśan	UTTARAPADA	1	0	0	0	0	1	0	absent
triṃśannāmastotra	UTTARAPADA	1	0	0	0	0	1	0	absent
triṃśatikā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
triṃśatka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
triṃśatkā	UTTARAPADA	1	0	0	0	0	1	0	absent
triṃśaṭṭīkā	UTTARAPADA	1	0	0	0	0	1	0	absent
triṃśin	UTTARAPADA	1	0	0	0	0	1	0	absent
troṭa	UTTARAPADA	1	0	0	0	0	1	0	absent
troṭakācārya	UTTARAPADA	1	0	0	0	0	1	0	absent
troṭi	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
truṭī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
trya	UTTARAPADA	1	0	0	0	0	1	0	absent
tryaha	UTTARAPADA	1	0	0	0	0	1	0	absent
tryaham	UTTARAPADA	1	0	0	0	0	1	0	absent
tryalinda	UTTARAPADA	1	0	0	0	0	1	0	absent
tryarcas	UTTARAPADA	1	0	0	0	0	1	0	absent
tryaṃśa	UTTARAPADA	1	0	0	0	0	1	0	absent
tryādi	UTTARAPADA	1	0	0	0	0	1	0	absent
trāman	UTTARAPADA	1	2	0	1	1	0	0	final
trātra	UTTARAPADA	1	2	0	1	1	0	0	final
trāvan	UTTARAPADA	1	0	0	0	0	1	0	absent
trāṇā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tthāma	UTTARAPADA	1	0	0	0	0	1	0	absent
tthāman	UTTARAPADA	1	0	0	0	0	1	0	absent
tubarī	UTTARAPADA	1	0	0	0	0	1	0	absent
tuda	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tughna	UTTARAPADA	1	0	0	0	0	1	0	absent
tuhina	UTTARAPADA	1	2	2	2	0	1	2	final
tuhinaśarkara	UTTARAPADA	1	0	0	0	0	1	0	absent
tuka	UTTARAPADA	1	0	0	0	0	1	0	absent
tukana	UTTARAPADA	1	0	0	0	0	1	0	absent
tula	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tulaparṇī	UTTARAPADA	1	0	0	0	0	1	0	absent
tulasyudyāpanavidhi	UTTARAPADA	1	0	0	0	0	1	0	absent
tulasīvratodyāpana	UTTARAPADA	1	0	0	0	0	1	0	absent
tulita	UTTARAPADA	1	0	0	0	0	1	0	absent
tulyaparākrama	UTTARAPADA	1	0	0	0	0	1	0	absent
tulyā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tulākoṭi	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tumba	UTTARAPADA	1	1	1	1	0	1	1	final
tumbikānyāya	UTTARAPADA	1	0	0	0	0	1	0	absent
tumbinī	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tumbuka	UTTARAPADA	1	0	0	0	0	1	0	absent
tumburu	UTTARAPADA	1	3	3	3	0	1	3	final
turagīya	UTTARAPADA	1	0	0	0	0	1	0	absent
turaṃgama	UTTARAPADA	1	1	1	1	0	1	1	final
turaṃgavilasita	UTTARAPADA	1	0	0	0	0	1	0	absent
turāṣah	UTTARAPADA	1	0	0	0	0	1	0	absent
turāṣāh	UTTARAPADA	1	0	0	0	0	1	0	absent
tus	UTTARAPADA	1	0	0	0	0	1	0	absent
tuṅgabhāga	UTTARAPADA	1	0	0	0	0	1	0	absent
tuṇḍaphala	UTTARAPADA	1	0	0	0	0	1	0	absent
tuṇḍi	UTTARAPADA	1	0	0	0	0	1	0	absent
tuṇḍā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tuṣita	UTTARAPADA	1	11	12	8	0	1	8	final
tuṣṭi	UTTARAPADA	1	21	24	18	1	0	17	final
tuṣṭijñānamudrā	UTTARAPADA	1	0	0	0	0	1	0	absent
tvabodhi	UTTARAPADA	1	0	0	0	0	1	0	absent
tvacihna	UTTARAPADA	1	0	0	0	0	1	0	absent
tvakpakṣa	UTTARAPADA	1	0	0	0	0	1	0	absent
tvakṣas	UTTARAPADA	1	1	0	1	1	0	0	final
tvan	UTTARAPADA	1	0	0	0	0	1	0	absent
tvanirukti	UTTARAPADA	1	0	0	0	0	1	0	absent
tvaritam	UTTARAPADA	1	4	0	4	0	1	4	final
tvarā	UTTARAPADA	1	14	2	6	0	1	6	final
tvaśakti	UTTARAPADA	1	0	0	0	0	1	0	absent
tvin	UTTARAPADA	1	0	0	0	0	1	0	absent
tviṣa	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tviṭka	UTTARAPADA	1	0	0	0	0	1	0	absent
tvota	UTTARAPADA	1	0	0	0	0	1	0	absent
tvā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tvākṣepa	UTTARAPADA	1	0	0	0	0	1	0	absent
tvāsiñcāmiprayoga	UTTARAPADA	1	0	0	0	0	1	0	absent
tvāṣṭrī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tyaja	UTTARAPADA	1	1	0	1	0	1	1	final
tyajya	UTTARAPADA	1	0	0	0	0	1	0	absent
tyakta	UTTARAPADA	1	0	0	0	0	1	0	absent
tyāgavidhi	UTTARAPADA	1	0	0	0	0	1	0	absent
tyājya	UTTARAPADA	1	0	0	0	0	1	0	absent
tādita	UTTARAPADA	1	0	0	0	0	1	0	absent
tāka	UTTARAPADA	1	0	0	0	0	1	0	absent
tākṣa	UTTARAPADA	1	0	0	0	0	1	0	absent
tālakharjūraharītakīvibhītaka	UTTARAPADA	1	0	0	0	0	1	0	absent
tālaviśārada	UTTARAPADA	1	0	0	0	0	1	0	absent
tālavṛnta	UTTARAPADA	1	5	4	4	1	0	3	final
tāleśvara	UTTARAPADA	1	0	0	0	0	1	0	absent
tālukin	UTTARAPADA	1	0	0	0	0	1	0	absent
tālā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tālābha	UTTARAPADA	1	0	0	0	0	1	0	absent
tālākhya	UTTARAPADA	1	0	0	0	0	1	0	absent
tāmarasa	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tāmbūla	UTTARAPADA	1	3	1	3	0	1	3	final
tāmisra	UTTARAPADA	1	2	2	2	0	1	2	final
tāmrārdha	UTTARAPADA	1	0	0	0	0	1	0	absent
tāmrī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tānta	UTTARAPADA	1	0	0	0	0	1	0	absent
tānukaroga	UTTARAPADA	1	0	0	0	0	1	0	absent
tānūnaptrin	UTTARAPADA	1	1	0	1	1	0	0	final
tāpamaya	UTTARAPADA	1	0	0	0	0	1	0	absent
tāpanopaniṣad	UTTARAPADA	1	0	0	0	0	1	0	absent
tāpanyupaniṣad	UTTARAPADA	1	0	0	0	0	1	0	absent
tāpasī	UTTARAPADA	1	2	2	2	0	1	2	final
tāpaścita	UTTARAPADA	1	0	0	0	0	1	0	absent
tāpaścitta	UTTARAPADA	1	0	0	0	0	1	0	absent
tāpika	UTTARAPADA	1	0	0	0	0	1	0	absent
tāpinyupaniṣad	UTTARAPADA	1	0	0	0	0	1	0	absent
tārakabrahmopaniṣad	UTTARAPADA	1	0	0	0	0	1	0	absent
tārakamantraṭīkā	UTTARAPADA	1	0	0	0	0	1	0	absent
tārakanātha	UTTARAPADA	1	0	0	0	0	1	0	absent
tārakā	UTTARAPADA	1	5	10	5	0	1	5	final
tāraṇī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tāriṇī	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tārkika	UTTARAPADA	1	1	0	1	1	0	0	final
tārkikasiṃha	UTTARAPADA	1	0	0	0	0	1	0	absent
tārya	UTTARAPADA	1	0	0	0	0	1	0	absent
tārādhipa	UTTARAPADA	1	2	2	2	0	1	2	final
tārārājāditya	UTTARAPADA	1	0	0	0	0	1	0	absent
tārāsarasvatīstotra	UTTARAPADA	1	0	0	0	0	1	0	absent
tārāvalī	UTTARAPADA	1	0	0	0	0	1	0	absent
tās	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tātaka	UTTARAPADA	1	0	0	0	0	1	0	absent
tātparyadarśana	UTTARAPADA	1	0	0	0	0	1	0	absent
tātparyaprakāśa	UTTARAPADA	1	0	0	0	0	1	0	absent
tātparyaratnāvali	UTTARAPADA	1	0	0	0	0	1	0	absent
tātparyataraṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
tātparyaśuddhi	UTTARAPADA	1	0	0	0	0	1	0	absent
tātparyaṭīkā	UTTARAPADA	1	0	0	0	0	1	0	absent
tāvatkalpana	UTTARAPADA	1	0	0	0	0	1	0	absent
tāvāda	UTTARAPADA	1	0	0	0	0	1	0	absent
tāḍam	UTTARAPADA	1	0	0	0	0	1	0	absent
tāḍitaka	UTTARAPADA	1	0	0	0	0	1	0	absent
tāṇḍavapaṇḍita	UTTARAPADA	1	0	0	0	0	1	0	absent
tāṇḍavapura	UTTARAPADA	1	0	0	0	0	1	0	absent
tīkṣṇaka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tīkṣṇamukha	UTTARAPADA	1	0	0	0	0	1	0	absent
tīkṣṇāgra	UTTARAPADA	1	0	0	0	0	1	0	absent
tīragamana	UTTARAPADA	1	0	0	0	0	1	0	absent
tīraja	UTTARAPADA	1	1	1	1	0	1	1	final
tīrasambhava	UTTARAPADA	1	0	0	0	0	1	0	absent
tīrthakṛt	UTTARAPADA	1	0	0	0	0	1	0	absent
tīrthamahātmya	UTTARAPADA	1	0	0	0	0	1	0	absent
tīrthanātha	UTTARAPADA	1	0	0	0	0	1	0	absent
tīrthin	UTTARAPADA	1	0	0	0	0	1	0	absent
tīrthā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tīrthācārya	UTTARAPADA	1	0	0	0	0	1	0	absent
tīrthī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tīrthīyavyākhyāna	UTTARAPADA	1	0	0	0	0	1	0	absent
tīrīya	UTTARAPADA	1	0	0	0	0	1	0	absent
tīrṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
tūlaka	UTTARAPADA	1	1	1	1	0	1	1	final
tūli	UTTARAPADA	1	0	0	0	0	1	0	absent
tūr	UTTARAPADA	1	0	0	0	0	1	0	absent
tūra	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tūrti	UTTARAPADA	1	0	0	0	0	1	0	absent
tūryaninādin	UTTARAPADA	1	0	0	0	0	1	0	absent
tūṇava	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
tūṇī	UTTARAPADA	1	2	3	2	0	1	2	final
tūṇīra	UTTARAPADA	1	3	1	3	0	1	3	final
tṛ	UTTARAPADA	1	71	0	54	0	1	54	final
tṛda	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛna	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛpa	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛtīyāvrata	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛḍudbhava	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṃśa	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṇakaṇṭaka	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṇamaṇiloṣṭakāñcana	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṇā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
tṛṇākhya	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṇṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṣā	UTTARAPADA	1	4	4	3	0	1	3	final
tṛṣānvita	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṣṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṣṇikā	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṣṇopapīḍita	UTTARAPADA	1	0	0	0	0	1	0	absent
tṛṭparīta	UTTARAPADA	1	0	0	0	0	1	0	absent
ubhaya	UTTARAPADA	1	71	19	41	0	1	41	final
ucca	UTTARAPADA	1	22	12	15	0	1	15	final
uccheda	UTTARAPADA	1	29	18	24	0	1	24	final
ucchiṣṭa	UTTARAPADA	1	34	27	26	0	1	26	final
ucchvāsa	UTTARAPADA	1	19	16	14	0	1	14	final
uccārita	UTTARAPADA	1	0	0	0	0	1	0	absent
udadhi	UTTARAPADA	1	24	102	15	0	1	15	final
udak	UTTARAPADA	1	0	0	0	0	1	0	absent
udaya	UTTARAPADA	1	188	206	118	0	1	118	final
udañc	UTTARAPADA	1	31	28	19	0	1	19	final
uddeśam	UTTARAPADA	1	0	0	0	0	1	0	absent
uddhati	UTTARAPADA	1	0	0	0	0	1	0	absent
uddhi	UTTARAPADA	1	1	2	1	0	1	1	final
uddhārasaṃgraha	UTTARAPADA	1	0	0	0	0	1	0	absent
uddrāva	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
uddyota	UTTARAPADA	1	2	2	2	0	1	2	final
udgamana	UTTARAPADA	1	2	2	2	0	1	2	final
udghāṭita	UTTARAPADA	1	0	0	0	0	1	0	absent
udgīrṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
udhan	UTTARAPADA	1	3	3	3	0	1	3	final
udvaha	UTTARAPADA	1	2	2	2	0	1	2	final
udvega	UTTARAPADA	1	28	9	20	0	1	20	final
udvigna	UTTARAPADA	1	0	0	0	0	1	0	absent
udvāsā	UTTARAPADA	1	0	0	0	0	1	0	absent
udyama	UTTARAPADA	1	28	16	21	0	1	21	final
udyamanāṭaka	UTTARAPADA	1	0	0	0	0	1	0	absent
udyata	UTTARAPADA	1	0	0	0	0	1	0	absent
udyoga	UTTARAPADA	1	23	16	18	0	1	18	final
udyāma	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
udāhara	UTTARAPADA	1	0	0	0	0	1	0	absent
udāsa	UTTARAPADA	1	2	2	2	0	1	2	final
udāya	UTTARAPADA	1	1	1	1	0	1	1	final
udāśaya	UTTARAPADA	1	0	0	0	0	1	0	absent
ujjvala	UTTARAPADA	1	35	26	30	0	1	30	final
uktagṛhītārtha	UTTARAPADA	1	0	0	0	0	1	0	absent
ukthi	UTTARAPADA	1	0	0	0	0	1	0	absent
ukthya	UTTARAPADA	1	3	2	3	0	1	3	final
uktika	UTTARAPADA	1	0	0	0	0	1	0	absent
uktya	UTTARAPADA	1	0	0	0	0	1	0	absent
ukṣa	UTTARAPADA	1	4	5	2	0	1	2	final
ukṣan	UTTARAPADA	1	9	3	8	0	1	8	final
ulkā	UTTARAPADA	1	30	33	20	0	1	20	final
ullāsa	UTTARAPADA	1	14	11	14	0	1	14	final
ulūka	UTTARAPADA	1	14	12	9	0	1	9	final
ulūkaka	UTTARAPADA	1	0	0	0	0	1	0	absent
ulūkhalya	UTTARAPADA	1	0	0	0	0	1	0	absent
unmeṣa	UTTARAPADA	1	11	7	10	0	1	10	final
unmāda	UTTARAPADA	1	30	25	24	0	1	24	final
unnayanamahātantra	UTTARAPADA	1	0	0	0	0	1	0	absent
upabhoga	UTTARAPADA	1	57	46	43	0	1	43	final
upadeśa	UTTARAPADA	1	143	109	103	0	1	103	final
upadhi	UTTARAPADA	1	12	6	12	0	1	12	final
upadiṣṭa	UTTARAPADA	1	1	1	1	0	1	1	final
upadāna	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
upagamana	UTTARAPADA	1	4	5	4	0	1	4	final
upaghātam	UTTARAPADA	1	0	0	0	0	1	0	absent
upahata	UTTARAPADA	1	0	0	0	0	1	0	absent
upahita	UTTARAPADA	1	1	1	1	0	1	1	final
upahāraratnākara	UTTARAPADA	1	0	0	0	0	1	0	absent
upajīvitā	UTTARAPADA	1	0	0	0	0	1	0	absent
upakarṣam	UTTARAPADA	1	0	0	0	0	1	0	absent
upakriya	UTTARAPADA	1	0	0	0	0	1	0	form_variant
upakāraka	UTTARAPADA	1	7	8	5	0	1	5	final
upakārin	UTTARAPADA	1	16	8	15	0	1	15	final
upalabdhi	UTTARAPADA	1	37	24	29	0	1	29	final
upalakṣa	UTTARAPADA	1	0	0	0	0	1	0	absent
upalepa	UTTARAPADA	1	7	7	6	0	1	6	final
upama	UTTARAPADA	1	207	329	125	0	1	125	final
upamathita	UTTARAPADA	1	0	0	0	0	1	0	absent
upamāna	UTTARAPADA	1	17	7	13	0	1	13	final
upapada	UTTARAPADA	1	10	8	10	0	1	10	final
upapatti	UTTARAPADA	1	32	89	28	0	1	28	final
upaplava	UTTARAPADA	1	6	3	6	0	1	6	final
upapāda	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
uparodha	UTTARAPADA	1	23	22	22	0	1	22	final
uparāgacandrodaya	UTTARAPADA	1	0	0	0	0	1	0	absent
upasada	UTTARAPADA	1	1	1	1	0	1	1	final
upasadam	UTTARAPADA	1	0	0	0	0	1	0	absent
upasadana	UTTARAPADA	1	2	1	2	0	1	2	final
upasarga	UTTARAPADA	1	14	4	10	0	1	10	final
upasarpin	UTTARAPADA	1	0	0	0	0	1	0	absent
upasaṃkramaṇā	UTTARAPADA	1	0	0	0	0	1	0	absent
upaskara	UTTARAPADA	1	14	4	9	0	1	9	final
upaskṛta	UTTARAPADA	1	0	0	0	0	1	0	absent
upasthita	UTTARAPADA	1	0	0	0	0	1	0	absent
upasthāyaka	UTTARAPADA	1	2	1	2	0	1	2	final
upasṛṣṭa	UTTARAPADA	1	0	0	0	0	1	0	absent
upavīta	UTTARAPADA	1	12	11	12	0	1	12	final
upayoga	UTTARAPADA	1	96	67	65	0	1	65	final
upayukta	UTTARAPADA	1	0	0	0	0	1	0	absent
upaśabdas	UTTARAPADA	1	0	0	0	0	1	0	absent
upekṣa	UTTARAPADA	1	0	0	0	0	1	0	form_variant
upeta	UTTARAPADA	1	43	37	12	0	1	12	final
upoḍhā	UTTARAPADA	1	0	0	0	0	1	0	absent
upoṣaṇa	UTTARAPADA	1	2	2	2	0	1	2	final
upādhi	UTTARAPADA	1	10	8	9	0	1	9	final
upādhika	UTTARAPADA	1	4	2	3	0	1	3	final
upāgama	UTTARAPADA	1	0	0	0	0	1	0	absent
upāgata	UTTARAPADA	1	0	0	0	0	1	0	absent
upākaraṇa	UTTARAPADA	1	4	4	4	0	1	4	final
upākhya	UTTARAPADA	1	0	0	0	0	1	0	form_variant
upākhyāna	UTTARAPADA	1	15	16	13	0	1	13	final
upākhyānastotra	UTTARAPADA	1	0	0	0	0	1	0	absent
upāpa	UTTARAPADA	1	0	0	0	0	1	0	absent
upāsanam	UTTARAPADA	1	0	0	0	0	1	0	absent
upāsanavidhi	UTTARAPADA	1	0	0	0	0	1	0	absent
urasa	UTTARAPADA	1	0	0	0	0	1	0	absent
uraṇa	UTTARAPADA	1	2	1	2	0	1	2	final
uru	UTTARAPADA	1	20	15	20	0	1	20	final
urvarā	UTTARAPADA	1	5	4	5	0	1	5	final
utkara	UTTARAPADA	1	7	5	7	0	1	7	final
utkarṣa	UTTARAPADA	1	45	49	33	0	1	33	final
utkaṇṭha	UTTARAPADA	1	6	4	6	0	1	6	final
utkleda	UTTARAPADA	1	5	5	5	0	1	5	final
utkleśa	UTTARAPADA	1	22	20	15	1	0	14	final
utpala	UTTARAPADA	1	52	62	40	0	1	40	final
utpādana	UTTARAPADA	1	20	22	14	0	1	14	final
utpāta	UTTARAPADA	1	33	26	22	0	1	22	final
utsaha	UTTARAPADA	1	0	0	0	0	1	0	absent
utsava	UTTARAPADA	1	77	73	48	0	1	48	final
utsedha	UTTARAPADA	1	42	45	21	0	1	21	final
utsuka	UTTARAPADA	1	27	22	20	0	1	20	final
utsyūta	UTTARAPADA	1	0	0	0	0	1	0	absent
utsṛṣṭa	UTTARAPADA	1	0	0	0	0	1	0	absent
uttamam	UTTARAPADA	1	0	0	0	0	1	0	absent
uttaram	UTTARAPADA	1	0	0	0	0	1	0	absent
uttaratāpinī	UTTARAPADA	1	0	0	0	0	1	0	absent
uttarāsaṅgavat	UTTARAPADA	1	1	1	1	0	1	1	final
uttarībhāva	UTTARAPADA	1	0	0	0	0	1	0	absent
utthā	UTTARAPADA	1	312	0	203	0	1	203	final
uṣaṇa	UTTARAPADA	1	1	1	1	0	1	1	final
uṣman	UTTARAPADA	1	7	6	5	0	1	5	final
uṣya	UTTARAPADA	1	0	0	0	0	1	0	absent
uṣṇatā	UTTARAPADA	1	5	5	4	0	1	4	final
uṣṇīṣa	UTTARAPADA	1	21	14	16	0	1	16	final
vacaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vacanabhūṣaṇamīmāṃsā	UTTARAPADA	1	0	0	0	0	1	0	absent
vacanasaṃgraha	UTTARAPADA	1	0	0	0	0	1	0	absent
vacanika	UTTARAPADA	1	0	0	0	0	1	0	absent
vacanā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vacasa	UTTARAPADA	1	0	0	0	0	1	0	absent
vacasya	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vacasyā	UTTARAPADA	1	1	0	1	1	0	0	final
vacaḥpratīta	UTTARAPADA	1	0	0	0	0	1	0	absent
vacchikā	UTTARAPADA	1	0	0	0	0	1	0	absent
vadaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vadanastotra	UTTARAPADA	1	0	0	0	0	1	0	absent
vadanta	UTTARAPADA	1	0	0	0	0	1	0	absent
vadanti	UTTARAPADA	1	0	0	0	0	1	0	absent
vadanāśvāsa	UTTARAPADA	1	0	0	0	0	1	0	absent
vadhri	UTTARAPADA	1	0	0	0	0	1	0	absent
vadhrā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vadhrī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vadhyacihna	UTTARAPADA	1	0	0	0	0	1	0	absent
vadhyānukīrtana	UTTARAPADA	1	0	0	0	0	1	0	absent
vadhājīva	UTTARAPADA	1	0	0	0	0	1	0	absent
vadhājīvin	UTTARAPADA	1	0	0	0	0	1	0	absent
vadhūgalaratnamālā	UTTARAPADA	1	0	0	0	0	1	0	absent
vadhūka	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vadhūvara	UTTARAPADA	1	0	0	0	0	1	0	absent
vadhūṭī	UTTARAPADA	1	0	0	0	0	1	0	absent
vadi	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vadādi	UTTARAPADA	1	0	0	0	0	1	0	absent
vadāla	UTTARAPADA	1	0	0	0	0	1	0	absent
vadānya	UTTARAPADA	1	1	0	1	0	1	1	final
vadānyatā	UTTARAPADA	1	0	0	0	0	1	0	absent
vahanaprayoga	UTTARAPADA	1	0	0	0	0	1	0	absent
vahaṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
vahita	UTTARAPADA	1	0	0	0	0	1	0	absent
vahman	UTTARAPADA	1	0	0	0	0	1	0	absent
vahnipradakṣiṇam	UTTARAPADA	1	0	0	0	0	1	0	absent
vahniprakāśa	UTTARAPADA	1	0	0	0	0	1	0	absent
vahniśikhāvalī	UTTARAPADA	1	0	0	0	0	1	0	absent
vaibhavakhaṇḍa	UTTARAPADA	1	0	0	0	0	1	0	absent
vaibhavika	UTTARAPADA	1	0	0	0	0	1	0	absent
vaicakṣaṇya	UTTARAPADA	1	1	1	1	0	1	1	final
vaicitrya	UTTARAPADA	1	24	22	23	0	1	23	final
vaidagdhyaśīlavat	UTTARAPADA	1	0	0	0	0	1	0	absent
vaidala	UTTARAPADA	1	2	2	2	0	1	2	final
vaidalyasaṃgraha	UTTARAPADA	1	0	0	0	0	1	0	absent
vaidarbha	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vaidhavya	UTTARAPADA	1	3	2	3	1	0	2	final
vaidyakaśāstra	UTTARAPADA	1	0	0	0	0	1	0	absent
vaidyanāthamāhātmya	UTTARAPADA	1	0	0	0	0	1	0	absent
vaidyanāthīya	UTTARAPADA	1	0	0	0	0	1	0	absent
vaidūrya	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vaikalyaprāyaścitta	UTTARAPADA	1	0	0	0	0	1	0	absent
vaikharī	UTTARAPADA	1	1	1	1	0	1	1	final
vaiklavya	UTTARAPADA	1	3	2	3	0	1	3	final
vaiklavyam	UTTARAPADA	1	0	0	0	0	1	0	absent
vaikuṇṭha	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vaikālika	UTTARAPADA	1	0	0	0	0	1	0	absent
vailarī	UTTARAPADA	1	0	0	0	0	1	0	absent
vailastha	UTTARAPADA	1	0	0	0	0	1	0	absent
vaināśikā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vaipulya	UTTARAPADA	1	2	1	2	0	1	2	final
vairitā	UTTARAPADA	1	0	0	0	0	1	0	absent
vairivaibhavadīpikā	UTTARAPADA	1	0	0	0	0	1	0	absent
vairivaibhavaprabhākara	UTTARAPADA	1	0	0	0	0	1	0	absent
vairiṇī	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vairya	UTTARAPADA	1	0	0	0	0	1	0	absent
vairāgyam	UTTARAPADA	1	0	0	0	0	1	0	absent
vairāgyataraṃgiṇī	UTTARAPADA	1	0	0	0	0	1	0	absent
vairāja	UTTARAPADA	1	1	1	1	0	1	1	final
vairūpya	UTTARAPADA	1	4	3	4	1	0	3	final
vairūpyatā	UTTARAPADA	1	1	1	1	1	0	0	final
vaitathyopaniṣad	UTTARAPADA	1	0	0	0	0	1	0	absent
vaitālika	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vaivarta	UTTARAPADA	1	0	0	0	0	1	0	absent
vaivartaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiyākaraṇabhūṣaṇasiddhāntamañjūṣā	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiyākhya	UTTARAPADA	1	2	0	1	1	0	0	final
vaiśamya	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśeṣika	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vaiśeṣya	UTTARAPADA	1	7	7	4	1	0	3	final
vaiśikya	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśiṣṭya	UTTARAPADA	1	7	6	6	0	1	6	final
vaiśiṣṭyabodha	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśiṣṭyabodharahasya	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśiṣṭyabodhavicāra	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśiṣṭyabodhavicārarahasya	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśiṣṭyajñānavādārtha	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśiṣṭyāvagāhivādārtha	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśvāmitra	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśvānaravrata	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiśāradyaviśārada	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiḍūryanirbhāsa	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiṇika	UTTARAPADA	1	0	0	0	0	1	0	absent
