parent	n_children	children
su	88	sunat|sunata|sunati|sunanda|sunandaka|sunandana|sunandinī|sunaya|sunayaka|sunayana|sunarda|sunasa|sunāga|sunāṭya|sunātha|sunāda|sunādaka|sunābha|sunābhaka|sunābhi|sunābhya|sunāmadheya|sunāman|sunāla|sunālaka|sunāsa|sunāsika|sunāsīra|suniḥṣṭhita|sunikṛṣṭa|suni-kṣipta|sunikhāta|sunikhilam|sunigraha|sunitambinī|sunidra|sunidhi|suninada|sunibhṛtam|sunimaya|suniyat|suniyata|suniyukta|suniraja|sunirūḍha|sunirūpita|sunirūhaṇa|sunirgata|sunirghṛṇa|sunirṇikta|sunirbhakta|sunirmatha|sunirmala|sunirmita|suniryāsā|suniryukta|sunirlajja|sunirviṇṇa|sunirvṛta|suniviṣṭa|suniśita|suniścaya|suniścala|suniścita|suniṣaṇṇa|suniṣaṇṇaka|suniṣka|suniṣkṛta|suniṣṭapta|suniṣṭhita|suniṣṭhura|suniṣphala|sunistriṁśa|sunihita|sunīta|sunīti|sunītha|sunīla|sunīlaka|sunīhāra|sunu|sunṛpa|sunṛśaṁsa|sunetṛ|sunetra|sunepathya|sunau|sunyasta
sunaphā	1	sunaphāyoga
sunda	2	sundāsura-vadhū|sundopasunda
sundara	31	sundarakamalīya|sundarakāṇḍa|sundaragaṇi|sundaraguru-kāvya|sundarajāmātṛ-muni|sundaratara|sundaratā|sundaratva|sundaradāsa|sundaradeva|sundarananda|sundarapāṇḍya-deva|sundarapura|sundarabāhu-stava|sundaramaṇi-saṁdarbha|sundaramiśra|sundaram-manya|sundararāja|sundaralaharī|sundaravaṁśa|sundaravatī|sundaravarṇa|sundaravīra-pāṇḍya|sundaraśukla|sundaraśṛṅgāra|sundarasiddhānta|sundarasena|sundarahaci|sundarānanda|sundarāraṇya|sundareśvara
sundarikā	2	sundarikātīrtha|sundarikāhrada
sundarī	11	sundarīkalpa|sundarīkavaca|sundarītāpanī|sundarītāpinī|sundarīdevī|sundarīpūjā-paddhati|sundarīpūjā-ratna|sundarībhavana|sundarīmandira|sundarīśakti-dāna-stotra|sundarīsvayaṁvara
sup	1	suptiṅ-anta
sub	3	subanta|subartha|subvibhakty-arthaviveka
su	352	supakṣa|supakṣman|supaṅka|supaṭṭaka|supaṭha|supatana|supati|supattra|supattraka|supattrita|supattrin|supatnī|supath|supatha|supathin|supathya|supad|supada|supadma|supanthās|supaptani|supayas|suparama-turitā|suparākrama|suparāñc|supari|suparika|suparikliṣṭa|suparicchanna|suparijñāta|supariṇata|supariṇīta|suparidatta|suparipūjita|suparipūrṇa|suparibhāṣa|suparibhūta|supariya|suparirakṣita|suparila|supariviṣṭa|suparivrāj|supariśuddha|supariśrānta|supariṣkṛta|suparisruta|suparihara|suparīkṣaṇa|suparīkṣita|suparīkṣya|suparuṣa|suparus|suparṇa|suparṇaka|suparṇin|suparṇeya|suparyavadāta|suparyavasita|suparyāpta|suparyāśīr-datta|suparvaṇa|suparvata|suparvan|suparvā|supalāyita|supalāśa|supavi|supavitra|supaścāt|supākaka|supākinī|supākya|supāñcālaka|supāṭala|supāṭhaka|supāṇi|supāṇḍara|supātra|supāda|supāna|supāman|supāra|supāraṇa|supārśva|supārśvaka|supāli|supāva|supāśa|supiṅgalā|supitrya|supidhāna|supippala|supiś|supiṣṭa|supis|supihita-vat|supīḍana|supīḍita|supīta|supīna|supīvan|supīvas|supu|supū|supuṁsī|supuṅkha|supuṭa|supuṇya|suputra|suputrikā|supura|supuruṣa|supuru-hūti|supurodhas|supuṣkara|supuṣkala|supuṣṭa|supuṣṭi|supuṣpa|supuṣpaka|supuṣpita|supuṣya|supū|supūjita|supūta|supūra|supūraka|supūrṇa|supūrvam|supṛkṣ|supeśa|supeśala|supeśas|supoṣa|supta|suprakāśa|suprakīrṇendriya|supraketa|suprakṣālita|suprakhya|supragamana|supragupta|supracāra|supracetas|supracchanna|supraja|suprajas|suprajāta|suprajās-tva|suprajña|suprajñāna|supraṇīti|supratara|supratarka|supratardana|supratāra|supratikara|supratigṛhīta|supraticakṣa|supraticchanna|supraticchinna|supratijña|supratipanna|supratipūjita|supratibhā|supratima|suprativarman|supratividdha|supratiśraya|supratiṣṭha|supratiṣṭhāna|supratiṣṭhāpita|supratiṣṭhita|supratiṣṇāta|supratīka|supratīkinī|supratīta|supratīpa|supratur|supratūrti|supratyañc|supratyavasita|supratyūḍha|supradadi|supradarśa|supradohā|supradhṛṣya|supranṛtta|suprapañca-hīna|suprapāṇa|suprabala|suprabuddha|suprabha|suprabhava-deva|suprabhāta|suprabhāva|suprabheda-tantra|suprabheda-pratiṣṭhā-tantra|supramadhu|supramaya|supramāṇa|suprayas|suprayā|suprayāvan|suprayukta|suprayoga|supralambha|supralāpa|supravācana|supravādita|supravṛkṇa|supravṛkti|supravṛtta|supravṛddha|supravedita|supravepita|supraveśa|supravrajita|supraśaṁsita|supraśasta|supraśna|suprasanna|suprasannaka|suprasarā|suprasava|suprasāda|suprasādaka|suprasādhita|suprasārā|suprasārita|suprasiddha|suprasū|suprahāra|suprākāra|suprākṛta|suprāñc|suprāta|suprātar|suprātiveśmika|suprāpa|suprāpya|suprāyaṇa|suprāvarga|suprāvī|suprāvya|supriya|suprīta|suprīti|supraitu|suprokṣita|suprauḍha|supsaras|suphala|suphalīkṛ|suphāla|suphulla|suphena|subaddha|subandha|subandhana-vimocana|subandhu|subabhru|subarhis|subala|subahu|subāndhava|subāla|subālaka|subāladhi|subāliśa|subāhu|subāhuka|subīja|subībhatsa|subuddhi|subudha|subodha|subodhanā|subodhanī|subodhikā|subodhinī|subrahmaṇīya|subrahmaṇya|subrahman|subrāhmaṇa|subha|subhaṁsas|subhakti|subhakṣya|subhaga|subhagaya|subhaṅga|subhañjana|subhaṭa|subhaṭṭa|subhaṇita|subhadra|subhadraka|subhadrāṇī|subhayaṁ-kara|subhayānaka|subhara|subhava|subhavas|subhavya|subhasad|subhāga|subhāgya|subhājana|subhānu|subhāvita|subhāvi-tva|subhāṣaṇa|subhāṣita|subhāṣin|subhās|subhāsa|subhāsvara|subhikṣa|subhiṣaj|subhīta|subhīma|subhīraka|subhīrava|subhīruka|subhukta|subhuja|subhū|subhūta|subhūti|subhūtika|subhūma|subhūmi|subhūmika|subhūyas|subhūṣaṇa|subhṛta|subhṛśa|subheṣaja|subhaikṣa|subhairava|subhogā|subhogīna|subhogya|subhoja|subhojana|subhojas|subhrāj|subhrāja|subhrātṛ|subhru|subhrū
supta	23	suptaghātaka|suptaghna|suptacyuta|suptajana|suptajñāna|suptatā|suptatva|suptatvac|suptapūrva|suptaprabuddha|suptapralapita|suptamāṁsa|suptamālin|suptamīna|suptavākya|suptavigraha|suptavijñāna|suptavinidraka|suptastha|suptasthita|suptāṅga|suptāsupta|suptottitha
suma	1	sumāvali
su	105	sumakha|sumakhasya|sumagadha|sumaṅgala|sumaṅgā|sumaṇi|sumaṇḍala|sumat|sumata|sumati|sumatīkṛta|sumada|sumadana|sumadra|sumadhura|sumadhya|sumadhyama|sumana|sumanaḥ|sumanaka|sumanas|sumanaska|sumanasya|sumanā-mukha|sumanāya|sumanāyana|sumanāsya|sumanīkṛ|sumanībhū|sumano|sumanorama|sumanohara|sumanoharaṇa|sumantu|sumantra|sumantraka|sumantrita|sumantrin|sumanda|sumanman|sumanyu|sumara|sumarīcikā|sumardita|sumarmaga|sumarṣaṇa|sumalakā|sumalina|sumallika|sumahat|sumahas|sumahā|sumāgadha|sumāgadhaka|sumātṛ|sumātṛ|sumānasa|sumānikā|sumānin|sumānuṣa-vid|sumāya|sumāyaka|sumāruta|sumārtsna|sumārdava|sumāla|sumālatī|sumāli|sumālin|sumālya|sumālyaka|sumāṣa|sumāṣaka|sumita|sumita|sumiti|sumitra|sumitrya|sumīḍha|sumīna|sumukta|sumukha|sumukhī-kṛta|sumuṇḍīka|sumudita|sumuṣita|sumuṣṭi|sumuṣṭikā|sumuhūrta|sumūrti|sumūla|sumūlaka|sumṛga|sumṛḍīka|sumṛta|sumṛtyu|sumṛṣṭa|sumeka|sumekhala|sumegha|sumedha|sumedhas|sumedhya|sumeru|sumla
sumat	1	sumatkṣara
sumaj	1	sumajjani
sumad	3	sumadaṁśu|sumadgaṇa|sumadga
sumna	2	sumnaāpi|sumnahū
su	320	suyajus|suyajña|suyata|suyantu|suyantrita|suyabhyā|suyama|suyavasa|suyavasu|suyaśa|suyaśas|suyaṣṭavya|suyāti|suyāma|suyāman|suyāmuna|suyāśu|suyukta|suyukti|suyuj|suyuta|suyuddha|suyoga|suyojita|suyodhana|surakta|suraktaka|surakṣa|surakṣaṇa|surakṣita|surakṣin|surakṣya|suraṅga|suraṅgikā|surajanī|surajas|surañjana|suraṇa|surata|surati|suratna|suratha|surandhaka|surandhra|surabhi|surabhita|surasa|surahas|surājaka|surājan|surājam-bhava|surāji|surājikā|surāṇāyanīya|surāti|surātri|surādhas|surāman|surāva|surāṣṭra|suri|surukma|suruc|suruci|surucira|suruja|surūḍha|surūpa|surūpaka|surūhaka|surekṇas|surekha|sureṇu|suretas|surebha|surai|surocana|surocis|surodha|surodhas|suroman|suroṣa|suroṣaṇa|suroha|surohikā|surohiṇī|surohitikā|sulakkaṇa|sulakṣa|sulakṣaṇa|sulakṣita|sulagna|sulaṅghita|sulabha|sulabhya|sulalāṭa|sulalika|sulalita|sulavaṇa|sulasa|sulābha|sulābhikā|sulābhin|sulikhita|sululita|sulū|sulekha|sulocana|suloma|sulomadhi|suloman|sulomaśa|sulola|suloha|sulohaka|sulohita|sulohin|suvaṁśa|suvaktra|suvakṣas|suvaca|suvacana|suvacas|suvacasyā|suvajra|suvajrin|suvatsā|suvadana|suvapus|suvayas|suvaratra|suvarūtha|suvarūthin|suvarga|suvarcaka|suvarcala|suvarcas|suvarcasa|suvarcasin|suvarcaska|suvarcin|suvarjikā|suvarṇa|suvartita|suvartula|suvartman|suvardhayitṛ|suvarman|suvarṣa|suvalg|suvallarī|suvalli|suvallikā|suvaśa|suvaśya|suvas|suvasana|suvasana|suvasanta|suvasantaka|suvasu|suvastu-sampad|suvastra|suvah|suvaha|suvahni|suvahman|suvākya|suvāgmin|suvāc|suvācas|suvācya|suvājin|suvātā|suvātra|suvāditra|suvānta|suvāmā|suvār|suvārttā|suvāla|suvāladhi|suvālukā|suvāsa|suvāsa|suvāsa|suvāsaka|suvāsana|suvāsarā|suvāsas|suvāsita|suvāsin|suvāstu|suvāstuka|suvāha|suvāhana|suvikrama|suvikrānta|suviklava|suviguṇa|suvigraha|suvicakṣaṇa|suvicāra|suvicārita|suvicārya|suvicita|suvijñāna|suvijñāpaka|suvijñeya|suvita|suvitata|suvitala|suvitta|suvitti|suvid|suvid|suvida|suvidagdha|suvidat|suvidatra|suvidatriya|suvidarbha|suvidalla|suvidita|suvidīrṇa|suviddha|suvidyā|suvidyut|suvidvas|suvidha|suvidhāna|suvidhi|suvinaya|suvinaṣṭa|suvinirmala|suviniścaya|suviniścita|suvinīta|suvineya|suvinyasta|suvipina|suvipula|suvipra|suvibhakta|suvibhāta|suvibhīṣaṇa|suvibhu|suvibhūṣita|suvibhoka|suvimala|suvimuc|suviraja|suvirūḍha|suvilaya|suvivaktṛ|suvivartita|suvivikta|suvivṛt|suvivṛta|suviśada|suviśārada|suviśāla|suviśiṣṭa|suviśuddha|suviśodhaka|suviśrabdha|suviśvasta|suviṣaṇṇa|suviṣāṇa|suviṣṭambhin|suviṣṭhita|suviṣṇu|suvistara|suvistīrṇa|suvispaṣṭa|suvismaya|suvismita|suvihita|suvihvala|suvīthī-patha|suvīra|suvīraka|suvīrya|suvṛkti|suvṛkṣa|suvṛjana|suvṛt|suvṛtta|suvṛtti|suvṛddha|suvṛdh|suvṛdha|suvṛśc|suvṛṣabha|suvṛṣalīka|suvṛṣṭa|suvṛṣṭi|suvega|suvegin|suveṇa|suvetasa|suveda|suveda|suvedana|suvedas|suvena|suvema|suvela|suveśa|suveṣa|suveṣin|suvyakta|suvyavasthita|suvyasta|suvyākhyāta|suvyāhṛta|suvyuṣṭa|suvyūha-mukhā|suvyūhā|suvrata
suyyā	3	suyyākuṇḍala|suyyābhidhāna|suyyāsetu
sura	178	suraṛṣi|surakarin|surakāminī|surakāru|surakārmuka|surakārya|surakāṣṭha|surakula|surakṛt|surakṛta|suraketu|surakhaṇḍanikā|suragaja|suragaṇa|suragaṇḍa|suragati|suragarbha|suragāyaka|suragāyana|suragiri|suraguru|suragṛha|suragrāmaṇī|suracāpa|surajana|surajā|surajit|surajyeṣṭha|surataraṁgiṇī|surataru|suratā|suratuṅga|suratoṣaka|suradāru|suradīrghikā|suradundubhi|suradevatā|suradevin|suradru|suradruma|suradvipa|suradvipa|suradviṣ|suradhanus|suradhāman|suradhunī|suradhūpa|suradhvaja|suranadī|suranandā|suranāyaka|suranāla|suranimnagā|suranirgandha|suranirjhariṇī|suranilaya|surapati|surapatha|suraparṇa|suraparṇika|suraparṇikā|suraparvata|surapāṁsulā|surapādapa|surapāla|surapuṁnāga|surapura|surapurodhas|surapuṣpa|surapratiṣṭhā|surapravīra|surapriya|surabhavana|surabhāva|surabhī|surabhuvana|surabhūya|surabhūruha|surabhūṣaṇa|suramaṇḍalikā|suramantrin|suramandira|suramuni|suramūla|suramṛttikā|suramedā|suramohinī|surayāna|surayuvati|surayoṣit|surarāj|surarāja|surarājan|surarājya|suraripu|surarṣabha|surarṣi|suralatā|suralāsikā|suraloka|suravadhū|suravana|suravara|suravarcas|suravartman|suravarman|suravallabha|suravallī|suravāhinī|suravidviṣ|suravilāsinī|suravīthī|suravelā|suraveśman|suravairin|suraśatru|suraśākhin|suraśilpin|suraśreṣṭha|suraśvetā|surasakha|surasaṁgha|surasattama|surasadana|surasadman|surasama|surasamiti|surasambhavā|surasarit|surasarṣapaka|surasindhu|surasuta|surasundara|suraskandha|surastrī|surasthāna|surasravantī|surasrotasvinī|surāṅganā|surācārya|surājīva|surādri|surādhama|surādhipa|surādhīśa|surādhyakṣa|surānaka|surānanda|surāpagā|surāyudha|surāraṇi|surāri|surārcana|surārdana|surārha|surārhaka|surālaya|surāvani|surāvalī|surāvāsa|surāśraya|surāsura|surāspada|surāhva|surāhvaya|surejya|suretara|surendra|surendraka|surebha|sureśa|sureśvara|sureṣṭa|sureṣṭaka|surottama|surottara|suropama|suraukas
surabhi	31	surabhikandara|surabhikṣetra-māhātmya|surabhigandha|surabhigandhi|surabhigandhin|surabhigandhita|surabhigandhin|surabhighṛta|surabhicūrṇa|surabhicūla|surabhicchada|surabhitanaya|surabhitā|surabhitriphalā|surabhitvac|surabhidattā|surabhidāru|surabhidāruka|surabhipattra|surabhiputra|surabhibāṇa|surabhimat|surabhimāruta|surabhimāsa|surabhimukha|surabhivatsa|surabhivalkala|surabhiṣṭama|surabhisamaya|surabhisrag-dhara|surabhisravā
surabhī	6	surabhīgandha|surabhīgotra|surabhīpaṭṭana|surabhīpattrā|surabhīrasā|surabhīsuta
surabhy	1	surabhyāsya
surā	56	surākara|surākarman|surākāra|surākumbha|surāgāra|surāgṛha|surāgraha|surāgrya|surāghaṭa|surājīva|surājīvin|surādṛti|surādhara|surādhāna|surādhvaja|surāpa|surāpa|surāpāṇa|surāpāna|surāpātra|surāpāna|surāpin|surāpīta|surāpītha|surāpriya|surābali|surābīja|surābdhi|surābhāga|surābhājana|surābhāṇḍa|surāma|surāmaṇḍa|surāmatta|surāmada|surāmaya|surāmukha|surāmūlya|surāmeha|surāmehin|surālaya|surāvat|surāvāri|surāvṛta|surāśū|surāśodhana|surāsaṁspṛṣṭa|surāsaṁdhāna|surāsamudra|surāsava|surāsoma|surāhuti|surottama|suroda|surodaka|suropayāma
suruṅga	2	suruṅgayuj|suruṅgāhi
sula	1	sulavat
suvar	6	suvarga|suvarjana|suvarjit|suvardhāman|suvarvat|suvarvid
suvarṇa	116	suvarṇakakṣya|suvarṇakaṅkaṇa|suvarṇakaṭaka|suvarṇakaṇa|suvarṇakadalī|suvarṇakartṛ|suvarṇakarṣa|suvarṇakāra|suvarṇakṛt|suvarṇaketakī|suvarṇakeśa|suvarṇakṣīrī|suvarṇagaṇita|suvarṇagarbha|suvarṇagiri|suvarṇagairika|suvarṇagotra|suvarṇagranthi|suvarṇacakravartin|suvarṇacampaka|suvarṇacaṣaka|suvarṇacūḍa|suvarṇacūla|suvarṇacaura|suvarṇacaurikā|suvarṇajīvika|suvarṇajyotis|suvarṇatantra|suvarṇatāla|suvarṇadāna|suvarṇadvīpa|suvarṇadhenu|suvarṇanakulī|suvarṇanaṣṭa-śānti|suvarṇanābha|suvarṇanābhi|suvarṇapakṣa|suvarṇapattra|suvarṇapadma|suvarṇapārśva|suvarṇapālikā|suvarṇapiñjara|suvarṇapura|suvarṇapuṣpa|suvarṇapuṣpita|suvarṇapṛthvī-dāna-vidhi|suvarṇapṛṣṭha|suvarṇaprabhāsa|suvarṇaprasara|suvarṇaprasava|suvarṇaphalā|suvarṇabala-ja|suvarṇabindu|suvarṇabhāṇḍa|suvarṇabhāṇḍaka|suvarṇabhujendra|suvarṇabhū|suvarṇabhūmi|suvarṇamaya|suvarṇamākṣika|suvarṇamālikā|suvarṇamāṣa|suvarṇamāṣaka|suvarṇamuktā-vivāda|suvarṇamukharī|suvarṇamukhī-māhātmya|suvarṇamuṣṭi|suvarṇamekhalī|suvarṇamedinī|suvarṇamocā|suvarṇayūthikā|suvarṇayūthī|suvarṇarajata|suvarṇaratnākara-cchattra-kūṭa|suvarṇaratnākara-cchattra-ketu|suvarṇarambhā|suvarṇarūpyaka|suvarṇarūpya-maya|suvarṇarekha|suvarṇaretas|suvarṇaretasa|suvarṇaroman|suvarṇalatā|suvarṇalekhā|suvarṇavaṇij|suvarṇavat|suvarṇavat|suvarṇavarṇa|suvarṇavarṣa|suvarṇavastrādi|suvarṇavijaya|suvarṇavṛṣabha|suvarṇaśakaṭikā|suvarṇaśiras|suvarṇaśileśvara-tīrtha|suvarṇaśekhara|suvarṇaṣṭhīvi|suvarṇaṣṭhīvin|suvarṇasānūra|suvarṇasāra|suvarṇasiddha|suvarṇasūtra|suvarṇasteya|suvarṇasteyin|suvarṇastainya|suvarṇasthāna|suvarṇahali|suvarṇākarṣaṇa-bhairava-stotra|suvarṇākṣa|suvarṇākhya|suvarṇābha|suvarṇābhiṣeka|suvarṇālaṁkāra-vat|suvarṇālu|suvarṇāvabhāsā|suvarṇāhvā
su	89	suśaṁsin|suśaka|suśakuna|suśakta|suśakti|suśaṭha|suśapha-gati-mukha|suśabda|suśama|suśami|suśamī|suśara|suśaraṇa|suśaraṇya|suśarīra|suśarman|suśalya|suśasta|suśasti|suśāka|suśākaka|suśānta|suśānti|suśārada|suśāsana|suśāsita|suśāsya|suśikṣita|suśikha|suśithila|suśipra|suśiprin|suśimbikā|suśiras|suśilpa|suśiśvi|suśiṣṭa|suśiṣṭi|suśiṣya|suśīghra|suśīta|suśītala|suśīma|suśīla|suśīvikā|suśukla|suśukvan|suśukvani|suśuddha|suśubha|suśūlinī-daṇḍaka|suśṛṅga|suśṛṅgāra|suśṛta|suśeva|suśevas|suśevya|suśoka|suśoṇa|suśodhita|suśopha|suśobhana|suśobhamāna|suśobhita|suśoṣita|suścandra|suśrapa|suśrama|suśrava|suśravas|suśravasyā|suśrāta|suśrānta|suśrī|suśrīka|suśruk|suśruṇa|suśrut|suśruta|suśruti|suśroṇā|suśroṇi|suśrotu|suślakṣṇa|suśliṣṭa|suśleṣa|suśloka|suślokya|suśva
su	51	suṣakhi|suṣaṇa|suṣaṇana|suṣad|suṣada|suṣadman|suṣaṁdhi|suṣama|suṣama|suṣamiddha|suṣamidh|suṣavī|suṣavya|suṣaha|suṣā|suṣāḍha|suṣāman|suṣārathi|suṣāha|suṣikta|suṣita|suṣira|suṣīma|suṣut|suṣuta|suṣuti|suṣupta|suṣupti|suṣumat|suṣumṇa|suṣumna|suṣū|suṣū|suṣūta|suṣūti|suṣūmā|suṣeka|suṣecana|suṣeṇa|suṣeṇikā|suṣedha|suṣoma|suṣṭarīman|suṣṭu|suṣṭuta|suṣṭuti|suṣṭubh|suṣṭhāna|suṣṭhāman|suṣṭhita|suṣṭhu
suṣi	1	suṣinandi
suṣira	5	suṣiraccheda|suṣiratā|suṣiratva|suṣiravat|suṣiravivara
suṣṭhu	4	suṣṭhutaram|suṣṭhutā|suṣṭhudvāra|suṣṭhuvah
su	187	susaṁyatta|susaṁyukta|susaṁyuta|susaṁrabdha|susaṁrambha|susaṁvigna|susaṁvīta|susaṁvṛta|susaṁvṛti|susaṁvṛtta|susaṁvṛtti|susaṁvṛddha|susaṁśās|susaṁśita|susaṁśrita|susaṁśliṣṭa|susaṁsad|susaṁsṛṣṭa|susaṁskṛta|susaṁsthā|susaṁsthāna|susaṁsthita|susaṁhata|susaṁhati|susaṁhita|susaṁhṛṣṭa|susaktu|susaktha|susakthi|susakhi|susaṁkaṭa|susaṁkāśa|susaṁkula|susaṁkruddha|susaṁkṣepa|susaṅga|susaṁgatā|susaṁgama|susaṁgupta|susaṁgṛhīta|susaṁgraha|susaciva|susajjīkṛ|susaṁcita|susatkṛta|susattra|susattva|susatya|susadṛśa|susani|susanitṛ|susaṁtuṣṭa|susaṁtoṣa|susaṁtrasta|susaṁdīpta|susaṁdṛś|susaṁdha|susaṁdhi|susaṁdhita|susanna|susaṁnata|susaṁnipātita|susabhājita|susabheya|susama|susamākṛta|susamāpta|susamārabdha|susamāśrita|susamāsīna|susamāhita|susamiddha|susamidh|susamīpa|susamīhita|susamubdha|susamṛddha|susamṛddhi|susampad|susampanna|susampiṣṭa|susampūrṇa|susamprajña|susampratapta|susamprasthita|susamprahṛṣṭa|susamprīta|susambaddha|susambandha|susambhava|susambhāvya|susambhṛt|susambhṛta|susambhṛti|susambhrama|susambhramat|susambhrānta|susammata|susammṛṣṭa|susaraṇa|susarala|susartu|susarva|susalila|susava|susasya|susaha|susaha|susahāya|susādhana|susādhita|susādhu|susādhya|susāntvita|susāntvayamana|susāman|susāya|susāra|susārathi|susārtha-vāha|susāvitra|susikatā|susikta|susic|susita|susiddha|susīma|susīman|susukha|susukhin|susugandha|susugandhi|susutama|susundara|susubhikṣa|susura-priyā|susūkṣma|susūtra|susena|susevita|susevya|susaindhavī|susaubhaga|suskandana|suskandha|sustanā|sustanī|sustambha|sustuta|sustrī|sustha|susthaṇḍila|susthaya|susthala|susthāna|susthāvatī|susthita|susthiti|susthira|sustheya|susnāta|susnigdha|susnuṣa|susparśa|suspaṣṭa|susphīta|susphuṭa|susmita|susrag-dhara|susraj|susras|susroṇi|susrotas|susvadha|susvana|susvapna|susvabhāva|susvara|susvaru|susvāgata|susvāda|susvādu|susvānta|susvāpa|susvāmin|susvinna|susveda
su	32	suhana|suhanu|suhantu|suhaya|suhara|suhala|suhalana|suhava|suhavis|suhavītu-nāman|suhavya|suhavya|suhasānana|suhasta|suhastin|suhastya|suhārd|suhāsa|suhāsin|suhiṁs|suhita|suhiraṇya|suhiraṇya-vat|suhuta|suhū|suhūti|suhṛd|suhemanta|suhemanta|suhotṛ|suhotra|suhvāna
suhṛd	5	suhṛdāgama|suhṛdbala|suhṛdbheda|suhṛdvadha|suhṛdvākya
suhṛc	1	suhṛcchoka-vivardhana
suhṛj	1	suhṛjjana
suhṛt	6	suhṛttama|suhṛttā|suhṛttva|suhṛttyāga|suhṛtprakāśākhya-stava|suhṛtprāpti
suhṛda	1	suhṛdadruh
suhṛn	3	suhṛnnārī|suhṛnmitra|suhṛnmukha
suhṛl	1	suhṛlliṅga-dhara
suhma	1	suhmanagara
sūta	4	sūtamahodadhi|sūtarāj|sūtavaśā|sūtārṇava
sūtaka	5	sūtakabhojana|sūtakasāra|sūtakasiddhānta|sūtakānna|sūtakānnādya
sūtakā	2	sūtakāgṛha|sūtakāgni
sūti	8	sūtikāla|sūtigṛha|sūtimatī|sūtimāruta|sūtimās|sūtimāsa|sūtiroga|sūtivāta
sūtikā	11	sūtikāgada|sūtikāgāra|sūtikāgṛha|sūtikāgeha|sūtikāgni|sūtikābhavana|sūtikāmāruta|sūtikāroga|sūtikāvāsa|sūtikāṣaṣṭhī|sūtikotthāna
sūtī	3	sūtīgṛha|sūtīmāsa|sūtīvṛtti
sūty	1	sūtyāśauca
sūna	2	sūnavat|sūnaśara
sūnu	3	sūnutā|sūnumat|sūnurūpa
sūkara	17	sūkarakanda|sūkarakṣetra|sūkaragṛha|sūkaratā|sūkaradaṁṣṭra|sūkaradaṁṣṭraka|sūkaranayana|sūkarapadī|sūkarapādikā|sūkarapādī|sūkarapreyasī|sūkaramukha|sūkarasadman|sūkarākrāntā|sūkarākṣitā|sūkarāsyā|sūkareṣṭa
sūkta	16	sūktacārin|sūktadarśin|sūktadraṣṭṛ|sūktapañcaka|sūktabhāj|sūktamukhīya|sūktaratnākara|sūktavāka|sūktavākya|sūktavāc|sūktānukramaṇī|sūktāmṛta-punaruktopadaṁśana-daśana|sūktāvali|sūktāsi|sūktokti|sūktocya
sūkti	9	sūktimañjarī-prakāśa|sūktimālikā|sūktimuktā|sūktimuktāvali|sūktimuktāvalī|sūktiratnākara|sūktisaṁgraha|sūktisahasra|sūktisādhutva-mālikā
sūkty	1	sūktyādarśa
sūkṣma	50	sūkṣmakṛśa-phalā|sūkṣmakṛṣṇa-phalā|sūkṣmaghaṇṭikā|sūkṣmacakra|sūkṣmajātaka|sūkṣmaṭikka|sūkṣmataṇḍula|sūkṣmatantra|sūkṣmatama|sūkṣmatara|sūkṣmatā|sūkṣmatuṇḍa|sūkṣmatva|sūkṣmadarśin|sūkṣmadala|sūkṣmadāru|sūkṣmadṛṣṭi|sūkṣmadeha|sūkṣmadharma|sūkṣmanābha|sūkṣmapattra|sūkṣmapattraka|sūkṣmaparṇā|sūkṣmapāda|sūkṣmapippalī|sūkṣmapuṣpī|sūkṣmaphala|sūkṣmabadarī|sūkṣmabīja|sūkṣmabhūta|sūkṣmamakṣika|sūkṣmamati|sūkṣmamati-mat|sūkṣmamāna|sūkṣmamūlā|sūkṣmalobhaka|sūkṣmavallī|sūkṣmavāluka|sūkṣmaśarīra|sūkṣmaśarkarā|sūkṣmaśāka|sūkṣmaśākha|sūkṣmaśāli|sūkṣmaśiraska|sūkṣmaṣaṭ-caraṇa|sūkṣmasphoṭa|sūkṣmākṣa|sūkṣmātman|sūkṣmekṣikā|sūkṣmailā
sūkṣmī	3	sūkṣmīkṛ|sūkṣmīkṛta|sūkṣmībhūta
sūci	19	sūcī|sūcikulāya|sūcikhāta|sūcigṛhaka|sūcitā|sūcipattra|sūcipattraka|sūcipattrika|sūcipuṣpa|sūcibhinna|sūcibhedya|sūcimallikā|sūciradana|sūciroman|sūcivat|sūcivadana|sūciśāli|sūciśikhā|sūcisūtra
sūcikā	3	sūcikādhara|sūcikābharaṇa|sūcikāmukha
sūcī	18	sūcīkaṭāha-nyāya|sūcīkapiśa|sūcīkarman|sūcīkhāta|sūcītuṇḍa|sūcīdala|sūcīpattra|sūcīpadī|sūcīpadma|sūcīpāśa|sūcīpuṣpa|sūcīprota|sūcībhedya|sūcīmukha|sūcīroman|sūcīvaktra|sūcīvāna-karman|sūcīsūtra
sūcy	3	sūcyagra|sūcyāsya|sūcyāhva
sūt	2	sūtkāra|sūtkṛta
sūta	14	sūtakarman|sūtagrāmaṇī|sūtaja|sūtatanaya|sūtatā|sūtatva|sūtaduhitṛ|sūtanandana|sūtaputra|sūtaputraka|sūtamukha|sūtavyasanin|sūtasaṁhitā|sūtasava
