gra_L	gra_key1	gra_key2	gra_hom	gra_pc	rv_occurrence_count	vedaweb_example_form	vedaweb_example_lemma	vedaweb_example_location	match_method
4306	duroka	dur-o/ka		0614	1	durókam	duróka-	7.4.3	vedaweb-id-link
4307	durokaSocis	duro/ka-Socis		0614	1	durókaśociḥ	durókaśocis-	1.66.5	vedaweb-id-link
4312	durozas	dur-o/zas		0614	1	duróṣāḥ	duróṣas-	4.21.6	vedaweb-id-link
4341	durvAsas	dur-vA/sas		0616	1	durvā́sase	durvā́sas-	7.1.19	vedaweb-id-link
4343	durvidvas	du/r-vidvas		0617	1	dúrvidvāṁsam	dúrvidvaṁs-	7.94.12	vedaweb-id-link
4338	duryuj	dur-yu/j		0616	1	duryújaḥ	duryúj-	10.44.7	vedaweb-id-link
4352	duvanyasad	duvanya-sa/d		0617	1	duvanyasát	duvanyasád-	4.40.2	vedaweb-id-link
4355	duvasana	duvasana/		0617	1	duvasanā́saḥ	duvasaná-	4.6.10	vedaweb-id-link
4358	duvoyA	duvoyA/		0618	1	duvoyā́	duvoyā́-	5.36.6	vedaweb-id-link
4371	duzpad	duz-pa/d		0619	1	duṣpádā	duṣpád-	1.53.9	vedaweb-id-link
4372	duzparihantu	duz-pariha/ntu		0619	1	duṣparihántu	duṣparihántu-	2.27.6	vedaweb-id-link
4373	duzprAvI	duz-prAvI/		0619	1	duṣprāvyàḥ	duṣprāvī́-	4.25.6	vedaweb-id-link
4598	dvAdaSAkfti	dvA/daSAkfti		0650	1	dvā́daśākr̥tim	dvā́daśākr̥ti-	1.164.12	vedaweb-id-link
4599	dvAdaSAra	dvA/daSAra		0650	1	dvā́daśāram	dvā́daśāra-	1.164.11	vedaweb-id-link
4596	dvAdaSa	dvAdaSa/		0650	1	dvādaśásya	dvādaśá-	7.103.9	vedaweb-id-link
4586	dvaka	dvaka/		0650	1	dvaké	dvaká-	10.59.9	vedaweb-id-link
4593	dvara	dvara/		0650	1	dvaráḥ	dvará-	1.52.3	vedaweb-id-link
4595	dvari	dvari/		0650	1	dvaríṣu	dvarí(n)-	1.52.3	vedaweb-id-link
4608	dviDA	dvi/-DA		0652	1	dvídhā	dvídhā	10.56.6	vedaweb-id-link
4609	dviDAra	dvi-DA/ra		0652	1	dvidhā́rāḥ	dvidhā́ra-	10.30.10	vedaweb-id-link
4616	dviSavas	dvi/-Savas		0652	1	dvíśavasam	dvíśavas-	9.104.2	vedaweb-id-link
4611	dvibanDu	dvi-ba/nDu		0652	1	dvibándhuḥ	dvibándhu-	10.61.17	vedaweb-id-link
4612	dvibarhajman	dviba/rha-jman		0652	1	dvibárhajmā	dvibárhajman-	6.73.1	vedaweb-id-link
4603	dvijA	dvi-jA/		0651	1	dvijā́ḥ	dvijā́-	10.61.19	vedaweb-id-link
4604	dvijAni	dvi-jA/ni		0651	1	dvijā́niḥ	dvijā́ni-	10.101.11	vedaweb-id-link
4615	dvivartani	dvi-vartani/		0652	1	dvivartaníḥ	dvivartaní-	10.61.20	vedaweb-id-link
4516	dyugat	dyu-ga/t		0641	1	dyugát	dyugát-	8.97.4	vedaweb-id-link
4515	dyukzavacas	dyukza/-vacas		0641	1	dyukṣávacasam	dyukṣávacas-	6.15.4	vedaweb-id-link
4528	dyumnAsah	dyumnA-sa/h		0643	1	dyumnāsā́ham	dyumnāsáh-	1.121.8	vedaweb-id-link
4525	dyumnaSravas	dyumna/-Sravas		0643	1	dyumnáśravase	dyumnáśravas-	5.54.1	vedaweb-id-link
4526	dyumnasAti	dyumna/-sAti		0643	1	dyumnásātā	dyumnásāti-	1.131.1	vedaweb-id-link
4524	dyumnavarDana	dyumna-va/rDana		0643	1	dyumnavárdhanaḥ	dyumnavárdhana-	9.31.2	vedaweb-id-link
2307	eDamAnadviz	eDamAna-dvi/z		0300	1	edhamānadvíṭ	edhamānadvíṣ-	6.47.16	vedaweb-id-link
2306	eDatu	eDatu/		0300	1	edhatúm	edhatú-	8.86.3	vedaweb-id-link
2332	ehimAya	e/himAya		0304	1	éhimāyāsaḥ	éhimāya-	1.3.9	vedaweb-id-link
2288	ekAyu	e/kAyu		0297	1	ékāyuḥ	ékāyu-	1.31.5	vedaweb-id-link
2279	ekaDenu	e/ka-Denu		0296	1	ékadhenubhiḥ	ékadhenu-	7.38.5	vedaweb-id-link
2285	ekaSata	e/ka-Sata		0297	1	ékaśatam	ékaśata-	10.130.1	vedaweb-id-link
2276	ekacakra	e/ka-cakra		0296	1	ékacakram	ékacakra-	1.164.2	vedaweb-id-link
2278	ekadyU	eka-dyU/		0296	1	ekadyū́ḥ	ekadyū́-	8.80.10	vedaweb-id-link
2275	ekaka	ekaka/		0296	1	ekakám	ekaká-	10.59.9	vedaweb-id-link
2281	ekapara	eka-para/		0297	1	ekaparásya	ekapará-	10.34.2	vedaweb-id-link
2282	ekarAj	eka-rA/j		0297	1	ekarā́ṭ	ekarā́j-	8.37.3	vedaweb-id-link
2283	ekarUpa	e/ka-rUpa		0297	1	ékarūpāḥ	ékarūpa-	10.169.2	vedaweb-id-link
2284	ekavIra	eka-vIra/		0297	1	ekavīráḥ	ekavīrá-	10.103.1	vedaweb-id-link
2289	ekeza	e/keza		0297	1	ékeṣam	ékeṣa-	10.135.3	vedaweb-id-link
2322	evAra	evA/ra		0303	1	evā́re	evā́ra-	8.45.38	vedaweb-id-link
2323	evAvada	evA-vada/		0303	1	evāvadásya	evāvadá-	5.44.10	vedaweb-id-link
2317	evaTA	eva/TA		0303	1	eváthā	eváthā	8.24.15	vedaweb-id-link
2318	evam	eva/m		0303	1	evám	evám	10.151.3	vedaweb-id-link
2329	ezEzya	ezEzya^		0304	1	eṣaiṣyā̀	eṣaiṣyà-	10.102.11	vedaweb-id-link
2326	eza	eza/	2	0303	1	eṣé	eṣá- 2	1.180.4	vedaweb-id-link
2330	ezwi	e/zwi		0304	1	éṣṭau	éṣṭi-	6.21.8	vedaweb-id-link
2244	fBuzWira	fBu-zWira		0291	1	r̥bhuṣṭhira	r̥bhuṣṭhira-	8.77.8	vedaweb-id-link
2238	fDadrI	fDa/d-rI		0290	1	r̥dhádrayaḥ	r̥dhádri-	8.46.23	vedaweb-id-link
2239	fDadvAra	fDa/d-vAra		0290	1	r̥dhádvārāya	r̥dhádvāra-	6.3.2	vedaweb-id-link
2146	fGAvan	f/GAvan		0278	1	ŕ̥ghāvā	ŕ̥ghāvan-	4.24.8	vedaweb-id-link
2178	fRacit	fRa-ci/t		0281	1	r̥ṇacít	r̥ṇacít-	2.23.17	vedaweb-id-link
2179	fRacyut	fRa-cyu/t		0281	1	r̥ṇacyútam	r̥ṇacyút-	6.61.1	vedaweb-id-link
2177	fRakAti	fRa/-kAti		0281	1	r̥ṇákātim	r̥ṇákāti-	8.61.12	vedaweb-id-link
2182	fRayAvan	fRa-yA/van		0282	1	r̥ṇayā́vā	r̥ṇayā́van-	1.87.4	vedaweb-id-link
2248	fSya	f/Sya		0292	1	ŕ̥śyaḥ	ŕ̥śya-	8.4.10	vedaweb-id-link
2249	fSyada	fSya-da/		0292	1	r̥śyadā́t	r̥śyadá-	10.39.8	vedaweb-id-link
2233	fdUpA	fdU-pA/		0289	1	r̥dūpé	r̥dūpā́-	8.77.11	vedaweb-id-link
2234	fdUvfD	fdU-vf/D		0289	1	r̥dūvŕ̥dhā	r̥dūvŕ̥dh-	8.77.11	vedaweb-id-link
2272	fhat	fha/t		0294	1	r̥haté	r̥hánt-	10.28.9	vedaweb-id-link
12235	fjIyas	f/jIyas		1757	1	ŕ̥jīyaḥ	ŕ̥jīyaṁs-	7.104.12	vedaweb-id-link
2159	fjIza	fjIza/		0279	1	r̥jīṣám	r̥jīṣá-	1.32.6	vedaweb-id-link
2168	fjUnas	f/jUnas		0280	1	ŕ̥jūnasi	ŕ̥jūnas-	8.52.2	vedaweb-id-link
2170	fjUyA	fjUyA/		0280	1	r̥jūyā́	r̥jūyā́	1.183.5	vedaweb-id-link
2171	fjUyu	fjUyu/		0280	1	r̥jūyávaḥ	r̥jūyú-	1.20.4	vedaweb-id-link
2163	fjugATa	fju-gATa		0279	1	r̥jugātha	r̥jugātha-	5.44.5	vedaweb-id-link
2167	fjuhasta	fju-ha/sta		0280	1	r̥juhástā	r̥juhásta-	5.41.15	vedaweb-id-link
2162	fjukratu	fju-kra/tu		0279	1	r̥jukrátuḥ	r̥jukrátu-	1.81.7	vedaweb-id-link
2164	fjunIti	fju-nIti/		0280	1	r̥junītī́	r̥junītí-	1.90.1	vedaweb-id-link
2166	fjuvani	fjuva/ni		0280	1	r̥juvániḥ	r̥juváni-	5.41.15	vedaweb-id-link
2174	fjvac	fjv-a/c		0280	1	r̥jváñcaḥ	r̥jváñc-	4.6.9	vedaweb-id-link
2136	fkva	fkva/		0277	1	r̥kváḥ	r̥kvá-	10.36.5	vedaweb-id-link
2137	fkvat	f/kvat		0277	1	ŕ̥kvatā	ŕ̥kvant-	4.50.5	vedaweb-id-link
2215	ftAvasu	ftA-vasu		0287	1	r̥tāvaso	r̥tāvasu-	8.101.5	vedaweb-id-link
2212	ftAyin	ftAyi/n		0286	1	r̥tāyínī	r̥tāyín-	10.5.3	vedaweb-id-link
2192	ftadyumna	fta-dyumna		0285	1	r̥tadyumna	r̥tadyumna-	9.113.4	vedaweb-id-link
2188	ftajAtasatya	fta/jAta-satya		0285	1	r̥tájātasatyāḥ	r̥tájātasatya-	4.51.7	vedaweb-id-link
2189	ftajur	fta-ju/r		0285	1	r̥tajúram	r̥tajúr-	10.143.1	vedaweb-id-link
2191	ftajya	fta/-jya		0285	1	r̥tájyena	r̥tájya-	2.24.8	vedaweb-id-link
2194	ftanI	fta-nI/		0285	1	r̥taníbhyaḥ	r̥taní-	2.27.12	vedaweb-id-link
2196	ftapeSas	fta/-peSas		0285	1	r̥tápeśase	r̥tápeśas-	5.66.1	vedaweb-id-link
2198	ftapravIta	fta/-pravIta		0285	1	r̥tápravītam	r̥tápravīta-	1.70.7	vedaweb-id-link
2199	ftapsu	fta-psu		0286	1	r̥tapsū	r̥tapsu-	1.180.3	vedaweb-id-link
2206	ftasad	fta-sa/d		0286	1	r̥tasát	r̥tasád-	4.40.5	vedaweb-id-link
2209	ftaspati	ftas-pati		0286	1	r̥taspate	r̥taspati-	8.26.21	vedaweb-id-link
2208	ftastuB	fta-stu/B		0286	1	r̥tastúbham	r̥tastúbh-	1.112.20	vedaweb-id-link
2205	ftavAka	fta-vAka/		0286	1	r̥tavākéna	r̥tavāká-	9.113.2	vedaweb-id-link
2201	ftayA	ftayA/		0286	1	r̥tayā́	r̥tayā́	2.11.12	vedaweb-id-link
2202	ftayu	ftayu/		0286	1	r̥tayúḥ	r̥tayú-	8.70.10	vedaweb-id-link
2203	ftayukti	fta/-yukti		0286	1	r̥táyuktim	r̥táyukti-	10.61.10	vedaweb-id-link
2225	ftekarmam	fte-karma/m		0288	1	r̥tekarmám	r̥tekarmá-	10.55.7	vedaweb-id-link
2221	ftupati	ftu-pati		0288	1	r̥tupate	r̥tupati-	10.2.1	vedaweb-id-link
2230	ftvya	f/tvya		0289	1	ŕ̥tvye	ŕ̥tvya-	10.183.2	vedaweb-id-link
2263	fzIvat	fzIvat		0293	1	ŕ̥ṣīvaḥ	r̥ṣīvant-	8.2.28	vedaweb-id-link
2257	fzibanDu	f/zi-banDu		0293	1	ŕ̥ṣibandhave	ŕ̥ṣibandhu-	8.100.6	vedaweb-id-link
2255	fzicodana	fzi-co/dana		0293	1	r̥ṣicódanaḥ	r̥ṣicódana-	8.51.3	vedaweb-id-link
2256	fzidviz	fzi-dvi/z		0293	1	r̥ṣidvíṣe	r̥ṣidvíṣ-	1.39.10	vedaweb-id-link
2258	fzimanas	f/zi-manas		0293	1	ŕ̥ṣimanāḥ	ŕ̥ṣimanas-	9.96.18	vedaweb-id-link
2262	fzisvara	fzi-svara/		0293	1	r̥ṣisvarám	r̥ṣisvará-	5.44.8	vedaweb-id-link
2259	fzizARa	fzizARa		0293	1	r̥ṣiṣāṇa	r̥ṣiṣāṇa-	9.86.4	vedaweb-id-link
2260	fzizah	fzi-za/h		0293	1	r̥ṣiṣā́ṭ	r̥ṣiṣáh-	9.76.4	vedaweb-id-link
2271	fzvOjas	fzvO/jas		0294	1	r̥ṣvaújāḥ	r̥ṣvaújas-	10.105.6	vedaweb-id-link
2270	fzvavIra	fzva/-vIra		0294	1	r̥ṣvávīrasya	r̥ṣvávīra-	1.52.13	vedaweb-id-link
2949	gANgya	gANgya/		0394	1	gāṅgyáḥ	gāṅgyá-	6.45.31	vedaweb-id-link
2958	gATaSravas	gATa/-Sravas		0395	1	gātháśravasam	gātháśravas-	8.2.38	vedaweb-id-link
2957	gATapati	gATa/-pati		0395	1	gāthápatim	gāthápati-	1.43.4	vedaweb-id-link
2960	gATin	gATi/n		0395	1	gāthínaḥ	gāthín-	1.7.1	vedaweb-id-link
2972	gAha	gAha/		0397	1	gāhā́t	gāhá-	9.110.8	vedaweb-id-link
2962	gAnDarva	gAnDarva/		0396	1	gā́ndharvīm	gā́ndharva-	10.80.6	vedaweb-id-link
2969	gArzweya	gArzweya/		0396	1	gārṣṭeyáḥ	gārṣṭeyá-	10.111.2	vedaweb-id-link
2952	gAtumat	gAtuma/t		0395	1	gātumátyā	gātumánt-	7.54.3	vedaweb-id-link
2965	gAyatravartani	gAyatra/-vartani		0396	1	gāyatrávartanim	gāyatrávartani-	8.38.6	vedaweb-id-link
2967	gAyatrin	gAyatri/n		0396	1	gāyatríṇaḥ	gāyatrín-	1.10.1	vedaweb-id-link
3031	gErikzita	gErikzita/		0407	1	gairikṣitásya	gairikṣitá-	5.33.8	vedaweb-id-link
3092	gOrivIti	gO/ri-vIti		0415	1	gaúrivīteḥ	gaúrivīti-	5.29.11	vedaweb-id-link
3008	gUrDay	gUrDay		0405	1	gūrdhaya +	√gūrdhay-	8.19.1	vedaweb-id-link
3006	gUrtAvasu	gUrtA/-vasu		0405	1	gūrtā́vasuḥ	gūrtā́vasu-	10.132.1	vedaweb-id-link
3003	gUrtamanas	gUrta/-manas		0405	1	gūrtámanāḥ	gūrtámanas-	6.63.4	vedaweb-id-link
2901	gaBIravepas	gaBIra/-vepas		0378	1	gabhīrávepāḥ	gabhīrávepas-	1.35.7	vedaweb-id-link
2880	gaNgA	ga/NgA		0375	1	gaṅge	gaṅgā-	10.75.5	vedaweb-id-link
2884	gaRya	ga/Rya		0376	1	gáṇyā	gáṇya-	3.7.5	vedaweb-id-link
2928	galdA	ga/ldA		0388	1	gáldayā	gáldā-	8.1.20	vedaweb-id-link
2909	gamBIraSaMsa	gamBIra/-SaMsa		0386	1	gambhīráśaṁsaḥ	gambhīráśaṁsa-	7.87.6	vedaweb-id-link
2907	gamBIracetas	gamBIra-cetas		0385	1	gámbhīracetasā	gambhīracetas-	8.8.2	vedaweb-id-link
2908	gamBIravepas	gamBIra/-vepas		0385	1	gambhīrávepasaḥ	gambhīrávepas-	10.62.5	vedaweb-id-link
2905	gamBara	gamBa/ra		0385	1	gambháreṣu	gambhára-	10.106.9	vedaweb-id-link
2896	ganDAri	ganDA/ri		0378	1	gandhā́rīṇām	gandhā́ri-	1.126.7	vedaweb-id-link
2893	ganDa	ganDa/		0376	1	gandháḥ	gandhá-	1.162.10	vedaweb-id-link
2895	ganDarvI	ganDarvI/		0377	1	gandharvī́ḥ	gandharvī́-	10.11.2	vedaweb-id-link
2924	garBaDi	garBa-Di/		0388	1	garbhadhím	garbhadhí-	1.30.4	vedaweb-id-link
2925	garBarasa	ga/rBa-rasa		0388	1	gárbharasā	gárbharasa-	1.164.8	vedaweb-id-link
2923	garBatva	garBatva/		0388	1	garbhatvám	garbhatvá-	1.6.4	vedaweb-id-link
2926	garBin	garBi/n		0388	1	garbhíṇīṣu	garbhín-	3.29.2	vedaweb-id-link
2917	gargara	ga/rgara		0387	1	gárgaraḥ	gárgara-	8.69.9	vedaweb-id-link
2920	gartAruh	gartA-ru/h		0387	1	gartārúk	gartārúh-	1.124.7	vedaweb-id-link
2919	gartasad	garta-sa/d		0387	1	gartasádam	gartasád-	2.33.11	vedaweb-id-link
2885	gatAsu	gatA/su		0376	1	gatā́sum	gatā́su-	10.18.8	vedaweb-id-link
2886	gati	ga/ti		0376	1	gátim	gáti-	5.64.3	vedaweb-id-link
2930	gavaya	gavaya/		0388	1	gavayásya	gavayá-	4.21.8	vedaweb-id-link
2911	gayasADana	gaya-sA/Dana		0386	1	gayasā́dhanam	gayasā́dhana-	9.104.2	vedaweb-id-link
3030	gehya	gehya^		0407	1	gehyàm	gehyà-	3.30.7	vedaweb-id-link
3021	gfBItatAti	gfBIta/tAti		0406	1	gr̥bhītátātaye	gr̥bhītátāti-	5.74.4	vedaweb-id-link
3018	gfBa	gfBa/		0406	1	gr̥bhā́t	gr̥bhá-	7.21.2	vedaweb-id-link
3015	gfDrayAtu	gf/Dra-yAtu		0406	1	gŕ̥dhrayātum	gŕ̥dhrayātu-	7.104.22	vedaweb-id-link
3027	gfhameDIya	gfhameDI/ya		0407	1	gr̥hamedhī́yam	gr̥hamedhī́ya-	7.56.14	vedaweb-id-link
3026	gfhameDa	gfha-meDa		0407	1	gŕ̥hamedhāsaḥ	gr̥hamedha-	7.59.10	vedaweb-id-link
3025	gfhapatnI	gfha/-patnI		0407	1	gr̥hápatnī	gr̥hápatnī-	10.85.26	vedaweb-id-link
3028	gfhu	gfhu/		0407	1	gr̥háve	gr̥hú-	10.117.3	vedaweb-id-link
3022	gfzwi	gfzwi/		0406	1	gr̥ṣṭíḥ	gr̥ṣṭí-	4.18.10	vedaweb-id-link
2976	girAvfD	girA-vf/D		0401	1	girāvŕ̥dham	girāvŕ̥dh-	9.26.6	vedaweb-id-link
2980	giriBraj	giri-Bra/j		0401	1	giribhrájaḥ	giribhráj-	10.68.1	vedaweb-id-link
2979	girijA	giri-jA/		0401	1	girijā́ḥ	girijā́-	5.87.1	vedaweb-id-link
2978	girikzit	giri-kzi/t		0401	1	girikṣíte	girikṣít-	1.154.3	vedaweb-id-link
2984	girvaRasyu	gir-vaRasyu/		0401	1	girvaṇasyúḥ	girvaṇasyú-	10.111.1	vedaweb-id-link
3123	glA	glA		0419	1	glāpayanti	√glā-	1.164.10	vedaweb-id-link
3095	gnAspati	gnA/s-pa/ti		0415	1	gnā́spátiḥ	gnā́spáti-	2.38.10	vedaweb-id-link
3096	gnAspatnI	gnA/s-pa/tnI		0415	1	gnā́spátnībhiḥ	gnā́spátnī-	4.34.7	vedaweb-id-link
3067	goBAj	go-BA/j		0413	1	gobhā́jaḥ	gobhā́j-	10.97.5	vedaweb-id-link
3052	goDAyas	go/-DAyas		0411	1	gódhāyasam	gódhāyas-	10.67.7	vedaweb-id-link
3039	goGna	go-Gna/		0411	1	goghnám	goghná-	1.114.10	vedaweb-id-link
3034	goajana	go-a/jana		0410	1	goájanāsaḥ	goájana-	7.33.6	vedaweb-id-link
3066	gobanDu	go/-banDu		0413	1	góbandhavaḥ	góbandhu-	8.20.8	vedaweb-id-link
3048	godari	go-dari		0411	1	godare	godari-	8.92.11	vedaweb-id-link
3047	godatra	go-datra		0411	1	godatra	godatra-	8.21.16	vedaweb-id-link
3089	gohan	go-ha/n		0414	1	gohā́	gohán-	7.56.17	vedaweb-id-link
3040	gojA	go-jA/		0411	1	gojā́ḥ	gojā́-	4.40.5	vedaweb-id-link
3043	gojIra	go/-jIra		0411	1	gójīrayā	gójīra-	9.110.3	vedaweb-id-link
3038	gokAma	go/-kAma		0410	1	gókāmāḥ	gókāma-	10.108.10	vedaweb-id-link
3071	gomAtf	go/-mAtf		0413	1	gómātaraḥ	gómātar-	1.85.3	vedaweb-id-link
3070	gomaya	goma/ya		0413	1	gomáyam	gomáya-	10.62.2	vedaweb-id-link
3053	gonyoGas	go/-nyoGas		0411	1	gónyoghāḥ	gónyoghas-	9.97.10	vedaweb-id-link
3037	goopaSa	go/-opaSa		0410	1	góopaśā	góopaśa-	6.53.9	vedaweb-id-link
3060	gopAjihva	gopA/-jihva		0412	1	gopā́jihvasya	gopā́jihva-	3.38.9	vedaweb-id-link
3062	gopAvat	gopA/vat		0412	1	gopā́vat	gopā́vant-	7.60.8	vedaweb-id-link
3064	gopITa	go-pITa/	2	0413	1	gopīthā́ya	gopīthá- 2	1.19.1	vedaweb-id-link
3065	gopITya	go-pI/Tya		0413	1	gopī́thyāya	gopī́thya-	10.95.11	vedaweb-id-link
3058	gopavana	go-pa/vana		0412	1	gopávanaḥ	gopávana-	8.74.11	vedaweb-id-link
3056	gopayatya	gopaya/tya		0412	1	gopayátyam	gopayátya-	8.25.13	vedaweb-id-link
3073	goraBasa	go/-raBasa		0414	1	górabhasam	górabhasa-	1.121.8	vedaweb-id-link
3075	govapus	go/-vapus		0414	1	góvapuṣaḥ	góvapus-	10.68.9	vedaweb-id-link
3077	govindu	go-vindu/		0414	1	govindúḥ	govindú-	9.96.19	vedaweb-id-link
3081	gozaRi	go-za/Ri		0414	1	goṣáṇim	goṣáṇi-	6.53.10	vedaweb-id-link
3082	gozan	go-za/n		0414	1	goṣaṇaḥ	goṣan-	4.32.22	vedaweb-id-link
3119	grAhi	grA/hi		0419	1	grā́hiḥ	grā́hi-	10.161.1	vedaweb-id-link
3120	grAhya	grAhya^		0419	1	grāhyàḥ	grāhyà-	10.109.3	vedaweb-id-link
3113	grAmajit	grAma-ji/t		0418	1	grāmajítaḥ	grāmajít-	5.54.8	vedaweb-id-link
3115	grAmya	grAmya/		0418	1	grāmyā́ḥ	grāmyá-	10.90.8	vedaweb-id-link
3116	grAvagrABa	grAva-grABa/		0419	1	grāvagrābháḥ	grāvagrābhá-	1.162.5	vedaweb-id-link
3118	grAvahasta	grA/va-hasta		0419	1	grā́vahastāsaḥ	grā́vahasta-	1.15.7	vedaweb-id-link
3122	grIzma	grIzma/		0419	1	grīṣmáḥ	grīṣmá-	10.90.6	vedaweb-id-link
3100	graTin	graTi/n		0415	1	grathínaḥ	grathín-	7.6.3	vedaweb-id-link
3110	graha	gra/ha		0418	1	gráhān	gráha-	10.114.5	vedaweb-id-link
3102	granTin	granTi/n		0416	1	granthínī	granthín-	10.95.6	vedaweb-id-link
3108	grasizWa	gra/sizWa		0418	1	grásiṣṭhaḥ	grásiṣṭha-	1.163.7	vedaweb-id-link
2992	guNgU	guNgU/		0402	1	guṅgū́ḥ	guṅgū́-	2.32.8	vedaweb-id-link
2991	guNgu	guNgu/		0402	1	guṅgúbhyaḥ	guṅgú-	10.48.8	vedaweb-id-link
2993	gudA	gu/dA		0402	1	gúdābhyaḥ	gúdā-	10.163.3	vedaweb-id-link
3000	guhadavadya	guha/d-avadya		0404	1	guhádavadyam	guhádavadya-	2.19.5	vedaweb-id-link
2995	gur	gur		0402	1	gūrtátamāḥ	gūrtátama-	1.167.1	vedaweb-id-link
2997	guzpita	guzpita/		0403	1	guṣpitám	guṣpitá-	8.40.6	vedaweb-id-link
10542	hanizWa	ha/nizWa		1646	1	hániṣṭhaḥ	hániṣṭha-	6.37.5	vedaweb-id-link
10554	harasvat	ha/rasvat		1648	1	hárasvatī	hárasvant-	2.23.6	vedaweb-id-link
10551	harayARa	ha/rayARa		1647	1	hárayāṇe	hárayāṇa-	8.25.22	vedaweb-id-link
10563	hariDAyas	ha/ri-DAyas		1650	1	háridhāyasam	háridhāyas-	3.44.3	vedaweb-id-link
10577	hariScandra	ha/ri-Scandra		1651	1	háriścandraḥ	háriścandra-	9.66.26	vedaweb-id-link
10562	haridru	hari/dru		1650	1	harídravaḥ	harídru-	10.94.12	vedaweb-id-link
10557	harijAta	hari-jAta		1649	1	harijāta	harijāta-	10.96.5	vedaweb-id-link
10568	harimBara	harim-Bara/		1650	1	harimbharáḥ	harimbhará-	10.96.4	vedaweb-id-link
10567	harimanyusAyaka	ha/ri-manyusAyaka		1650	1	hárimanyusāyakaḥ	hárimanyusāyaka-	10.96.3	vedaweb-id-link
10564	haripA	hari-pA/		1650	1	haripā́ḥ	haripā́-	10.96.8	vedaweb-id-link
10565	haripriya	hari-priya		1650	1	háripriya	haripriya-	3.41.8	vedaweb-id-link
10561	haritvat	ha/ritvat		1650	1	háritvatā	háritvant-	10.112.3	vedaweb-id-link
10575	harivrata	ha/ri-vrata		1651	1	hárivratam	hárivrata-	3.3.5	vedaweb-id-link
10570	hariyUpIyA	hariyUpI/yA		1650	1	hariyūpī́yāyām	hariyūpī́yā-	6.27.5	vedaweb-id-link
10571	hariyoga	ha/ri-yoga		1650	1	háriyogam	háriyoga-	1.56.1	vedaweb-id-link
10572	hariyojana	hari-yo/jana		1651	1	hariyójanāya	hariyójana-	1.62.13	vedaweb-id-link
10580	harizAS	hari-zA/S		1651	1	hariṣā́caḥ	hariṣā́c-	10.94.12	vedaweb-id-link
10583	harmiezWA	harmie-zWA/		1651	1	harmyeṣṭhā́ḥ	harmyeṣṭhā́-	7.56.16	vedaweb-id-link
10588	haryaSvaprasUta	ha/ryaSva-prasUta		1653	1	háryaśvaprasūtāḥ	háryaśvaprasūta-	3.30.12	vedaweb-id-link
10591	harzumat	harzuma/t		1653	1	harṣumántaḥ	harṣumánt-	8.16.4	vedaweb-id-link
10621	hasa	ha/sa		1657	1	hásāya	hása-	10.18.3	vedaweb-id-link
10622	hasanA	hasanA/		1657	1	hasanā́m	hasanā́-	9.112.4	vedaweb-id-link
10624	haskAra	has-kAra/		1657	1	haskārā́t	haskārá-	1.23.12	vedaweb-id-link
10623	haskartf	has-kartf/		1657	1	haskartā́ram	haskartár-	4.7.3	vedaweb-id-link
10625	haskfti	ha/s-kfti		1657	1	háskr̥tiḥ	háskr̥ti-	8.89.6	vedaweb-id-link
10636	hasra	hasra/		1658	1	hasrā́	hasrā́-	1.124.7	vedaweb-id-link
10629	hastaGna	hasta-Gna/		1658	1	hastaghnáḥ	hastaghná-	6.75.14	vedaweb-id-link
10630	hastacyuta	ha/sta-cyuta		1658	1	hástacyutebhiḥ	hástacyuta-	9.11.5	vedaweb-id-link
10631	hastacyuti	ha/sta-cyuti		1658	1	hástacyutī	hástacyuti-	7.1.1	vedaweb-id-link
10628	hastagrABa	hasta-grABa/		1658	1	hastagrābhásya	hastagrābhá-	10.18.8	vedaweb-id-link
10633	hastavat	ha/stavat		1658	1	hástavantam	hástavant-	10.34.9	vedaweb-id-link
10635	hastya	ha/stya		1658	1	hástyam	hástya-	2.14.9	vedaweb-id-link
10535	hatavfzan	hata/-vfzan		1641	1	hatávr̥ṣṇīḥ	hatávr̥ṣan-	4.17.3	vedaweb-id-link
10537	hatnu	hatnu/		1641	1	hatnáve	hatnú-	1.25.2	vedaweb-id-link
10596	havanasyad	havana-sya/d		1654	1	havanasyádam	havanasyád-	1.52.1	vedaweb-id-link
10598	havirad	havir-a/d		1654	1	havirádaḥ	havirád-	10.15.10	vedaweb-id-link
10601	havirmaTi	havir-ma/Ti		1654	1	havirmáthīnām	havirmáthi-	7.104.21	vedaweb-id-link
10602	havirvah	havir-va/h		1654	1	havirvā́ṭ	havirvā́h-	1.72.7	vedaweb-id-link
10606	havizpA	haviz-pA/		1654	1	haviṣpā́ḥ	haviṣpā́-	10.15.10	vedaweb-id-link
10605	havizpati	havi/z-pati		1654	1	havíṣpatiḥ	havíṣpati-	1.12.8	vedaweb-id-link
10608	havizya	havizya^		1655	1	haviṣyàm	haviṣyà-	1.162.4	vedaweb-id-link
10619	havyAd	havyA/d		1657	1	havyā́t	havyā́d-	7.34.14	vedaweb-id-link
10742	heman	hema/n		1680	1	hemánā	hemán-	9.97.1	vedaweb-id-link
10743	hemanta	hemanta/		1680	1	hemantā́n	hemantá-	10.161.4	vedaweb-id-link
10744	hemyAvat	hemyA/vat		1680	1	hemyā́vān	hemyā́vant-	4.2.8	vedaweb-id-link
