pwg_L	pwg_key1	pwg_key2	pwg_hom	pwg_pc	pwg_gloss_snippet	rv_occurrence_count	example_location	example_form	example_lemma	geldner_text	grassmann_text
120953	pU	pU	1	7-1772	1. pU¦ 1〉 {%büssen%} ṚV. 7,28,4 .	7	7.28.4	pávante	√pū-	In diesen Tagen sei uns gewogen, Indra, denn es werden die Völker, die falsche Freunde sind, gesiebt. Wenn der sündlose (Varuṇa) ein Unrecht entdeckt, so möge uns der listenreiche Varuṇa nochmals (davon) entbinden.	In diesen Tagen sei uns hülfreich, Indra; denn Feindesscharen strömen her im Glanze; Welch Unrecht an uns sieht der sündenlose, das löse alles Varuna, der weise.
111121	suratna	sura/tna		7-1107	sura/tna¦ adj. ( f. A) {%Kleinode besitzend, — bringend, schätzereich%}: Savitar ṚV. 7,45,1 . 67,6 . nArI 10,18,7 . 70,9 . 78,8 .	7	7.45.1	surátnaḥ	surátna-	Gott Savitr̥ soll kommen mit schönem Kleinod, den Luftraum erfüllend, mit Rossen fahrend, in der Hand die vielen für die Männer bestimmten (Gaben) haltend, die Welt zur Ruhe bringend und erweckend.	Gott Savitar, der güterreiche, komme, die Luft durchdringend, mit den Rossen fahrend, Viel Männerthaten in die Hände nehmend, die Wesen weckend und zur Ruhe legend.
19821	kravyAd	kravyA/d		2-0495	kravyA/d¦ (kravya + ad) P. 3,2,69 . adj. subst. {%Fleisch —, Cadaver verzehrend%} NIR. 6,11 . H. an. 2,224 . MED. d. 24 . vom Agni des Scheiterhaufens, Agni in einer seiner schrecklichen Formen: kra\vyAda^ma\gniM pra hi^	7	7.104.2	kravyā́de	kravyā́d-	Indra und Soma! Rings um den Bösredenden soll die böse Glut sieden wie ein vom Feuer erhitzter Kochtopf. Setzet dem Feind des heiligen Wortes, dem Aasfresser mit dem bösen Auge, dem Kimīdin unerbittliche Feindschaft!	Den Bösewicht verbrühe selbst des Frevels Glut o Indra-Soma, wie der Topf, der überkocht, Werft ew'gen Hass auf jeden, der die Beter hasst, der Fleisch verschlingt, von graus'gem Anblick, schurkenhaft.
46685	pUruza	pUruza		4-0837	pUruza¦ s. puruza.	7	7.104.15	pū́ruṣasya	pū́ruṣa-	Noch heute will ich sterben, wenn ich ein Zauberer bin oder wenn ich das Leben eines Menschen verbrannt habe. Und der soll um zehn Söhne kommen, der fälschlich zu mir sagt: du Zauberer.	Heut will ich sterben, wenn ich Zauber übte, und wenn ich quälte eines Menschen Leben, Drum gehe seiner Freunde der verlustig, der lügnerisch mich einen Zaubrer nannte.
16235	kARva	kARva/		2-0209	kARva/¦ 1〉 patron. von kaRva ṚV. 8,1,8 . 2,40 . 7,19 . 9,3 . 10,2 . ŚĀṄKH. ŚR. 16,11,20 . 26 . WEBER, LIT. 139 . kARvaSAKA der VS. ebend. 101. fgg. Dynastie der Kāṇva VP. 471. fg. LIA. II, 351 . Vgl. kARvya.	7	8.1.8	kāṇvásya	kāṇvá-	Stimmt ihm ein sangbares Lied an, der für seinen eifrigen Anhänger der Burgenbrecher ist, (Loblieder), durch die der Keulenträger komme, um sich auf das Barhis des Kaṇviden zu setzen, und die Burgen breche!	Auf, singet ihm den Lobgesang, der für den Freund die Burgen bricht, Er möge kommen, Burgen brechen, blitzbewehrt, und sitzen auf des Kānva Streu.
12733	Uru	Uru/		1-1020	Uru/¦ m. 1〉 {%Schenkel%} Uṇ. 1,30 . AK. 2,6,2,24 . H. 613 (nach dem Sch. auch f. ). yasta^ U\rU vi\hara^ti ṚV. 10,162,4 . 163,4 . 85,37 . 90,11 . U\rU tada^sya\ yadvESya^H 12 . maDye^ vasizWa tuvinfmRo\rvorni dA\saM Si^S	7	8.1.34	ūrúḥ	ūrú-	Es hat sich vorn sein steifes (Glied) wieder gezeigt, das als knochenloser Schenkel herabhing. Als es seine Frau Śaśvatī bemerkt hatte, sagte sie: "Du trägst, o Gebieter, einen beglückenden Ergötzer."	Es wurde erblickt sein grosses männliches Glied, was vorne wie ein knochenloses Dickbein herabhing; jede Frau, sobald sie es erblickt, sagt; "du bringst freudenreichen Genuss, o Freund".
68680	Uru	Uru		5-1207	Uru¦ 1〉 Z. 15. vAmorUH MBH. 1,2988 , ed. Bomb. Z. 17 lies nAganAsoru st. nagna˚. — 2〉 ein Āṅgirasa , Verfasser von ṚV. 9,108,4 . 5 .	7	8.1.34	ūrúḥ	ūrú-	Es hat sich vorn sein steifes (Glied) wieder gezeigt, das als knochenloser Schenkel herabhing. Als es seine Frau Śaśvatī bemerkt hatte, sagte sie: "Du trägst, o Gebieter, einen beglückenden Ergötzer."	Es wurde erblickt sein grosses männliches Glied, was vorne wie ein knochenloses Dickbein herabhing; jede Frau, sobald sie es erblickt, sagt; "du bringst freudenreichen Genuss, o Freund".
38823	nij	nij		4-0142	√nij¦, nenekti und nenikte/ DHĀTUP. 25,11 . P. 7,4,75 . 3,87 . VOP. 10,8 . ne/nijati ( 3. pl. ) P. 6,1,5 , Sch. nenijAni, anenijam, anenek, anenikta (niNkte DHĀTUP. 24,16 nicht zu belegen); nineja Schol. zu P. 7,4,75 . 3	7	8.2.2	niktáḥ	√nij-	Von den Männern geschüttelt, von den hungrigen (Steinen) ausgepreßt, mit (Schaf)haaren geseiht, wie ein Roß im Fluß(wasser) geschwemmt;	Steingepresst, gespült von Männern, und durch Widders Fell gereinigt, Rossen gleich im Strom gebadet.
77104	nij	nij		5-1545	√nij¦ mit ava, ˚nijya BHĀG. P. 10,41,14 . 69,15 . 74,27 . 80,20 . 85,36 . 12,8,38 . ˚nikta 10,42,25 . ˚nije = ˚ninije (in der Bed. des act. ) 86,39 . — Vgl. avaneja, avanejana. — pratyava vgl. pratyavanejana.	7	8.2.2	niktáḥ	√nij-	Von den Männern geschüttelt, von den hungrigen (Steinen) ausgepreßt, mit (Schaf)haaren geseiht, wie ein Roß im Fluß(wasser) geschwemmt;	Steingepresst, gespült von Männern, und durch Widders Fell gereinigt, Rossen gleich im Strom gebadet.
93395	viSvakarman	viSva/karman	2	6-1224	2. viSva/karman¦ SIDDH. K. 239,b,2 . 1〉 adj. {%Alles wirkend, — ausführend, — schaffend%}: Indra ṚV. 8,87,2 . AIT. BR. 4,22 . ĀŚV. ŚR. 2,11,8 . ṚV. 10,170,4 . AV. 4,11,5 . yasyA^M ya\jYaM ta\nvate^ vi\Svaka^rmARaH 12,1,1	7	8.98.2	viśvákarmā	viśvákarman-	Du, Indra, bist der Überlegene, du ließest die Sonne erstrahlen; du bist der Allschöpfer (Viśvakarman), der Allgott. Du bist groß.	Du Indra bist voll hoher Macht, der Sonne hast du Licht verliehn, Allwirkend du, allgöttlicher; denn gross bist du.
5594	araRyAni	araRyAni/		1-0406	araRyAni/ und ˚nI/¦ (von araRya) f. 1〉 {%Wildniss, Einöde, grosser Wald%} P. 4,1,49 . VOP. 4,26 . AK. 2,4,1,1 (überall ˚nI). vasa^nnaraRyA\nyAm ṚV. 10,146,4 . AV. 12,2,53 . yaTAraRyAnyAM mugDAScarato 'SanAyA vA pipAsA vA	7	10.146.1	áraṇyāni	araṇyāní- ~ araṇyānī́-	Frau des Waldes, Frau des Waldes! Heda, die du fast verschwunden bist! Wie kommt es, daß du nicht nach dem Dorfe fragst? Überfällt's dich nie wie Furcht?	O Waldesfrau, o Waldesfrau, es scheint, dass du dich ganz verirrst; Was frägst du nach dem Dorfe nicht? hat etwa Furcht beschlichen dich?
5544	araMkft	araMkf/t		1-0403	araMkf/t¦ (von kar mit aram) adj. {%zurichtend, dienend%} (im Gottesdienst): tvama^gne draviRo\dA a^ra\Mkfte^ ṚV. 2,1,7 . tezA\M hi ci\tramu\kTyaM1^\ varU^Ta\masti^ dA\Suze^ . A\di\tyAnA^mara\Mkfte^ 8,56,3 . 1,14,5 . 8,1	6	1.2.1	áraṁkr̥tāḥ	√kr̥-	Vāyu! Komm her, du Gerngesehener; diese Somasäfte sind fertig. Trink davon, erhöre den Ruf!	O schöner Vaju, komm herbei, die Somatränke stehn bereit; Von diesen trinke, hör den Ruf.
46596	pUtadakza	pUta/dakza		4-0831	pUta/dakza¦ (pUta + dakza) 1〉 adj. {%reinen Willen habend, rein gesinnt%}: die Āditya und andere Götter ṚV. 1,2,7 . 24,7 . 3,1,3 . 5,29,1 . 6,51,9 . 7,65,1 . — 2〉 m. N. pr. eines Āṅgirasa , Liedverfassers von ṚV. 8,83 .	6	1.2.7	pūtádakṣam	pūtádakṣa-	Ich rufe den Mitra von lauterer Wirkenskraft und Varuṇa, den herrenstolzen(?), die beide das gesalbte Gedicht gelingen lassen.	Den heilgen Mitra rufe ich, den Feindverzehrer Varuna, Die Opfer segnen und Gebet:
101054	SoRa	So/Ra		7-0309	So/Ra¦ 1〉 adj. ( f. A und I/ P. 4,1,43 . VOP. 4,17 ) {%roth, hochroth%} AK. 1,1,4,24 . TRIK. 3,3,140 . H. 1395 . an. 2,156 . MED. ṇ. 31. fg. HALĀY. 4,48 . ROSS H. 1242 . H. an. MED. HALĀY. 2,282 . ṚV. 1,6,2 . 126,4 . 3,3	6	1.6.2	śóṇā	śóṇa-	Sie schirren seine beiden geliebten Falben an den Wagen, die auseinanderstrebenden(?), die rötlichen, mutigen, die den Herrn fahren.	Sie schirren an den Wagen an des Indra Füchse licht und kühn, Das Zwiegespann, das Helden fährt.
24955	caru	caru/		2-0970	caru/¦ gaṇa BImAdi zu P. 3,4,74 . Uṇ. 1,7 . m. 1〉 {%Kessel, Topf%} NIR. 6,11 . H. 1019 . an. 2,417 . MED. r. 32 . COLEBR. Misc. Ess. I, 316 . tapu^ryayastu ca\rura^gni\vA~ i^va ṚV. 7,104,2 . 9,52,3 . a\siM sU\nAM nava^M 	6	1.7.6	carúm	carú-	Du Bulle, du Vollauf-schenker, deck für uns jenen Speisetopf ohne Widerstreben auf!	Eröffne jenen Kessel uns, die Wolke, du der alles schenkt, O starker, unbezwinglicher!
104090	satyaDarman	satya/Darman		7-0583	satya/Darman¦ adj. = 2. satyaDarma 1〉: Agni ṚV. 1,12,7 . Varuṇa 5,63,1 . AV. 1,10,3 . TBR. 1,7,10,3 . Savitar ṚV. 10,34,8 . 139,3 . AV. 7,24,1 . — ṚV. 5,51,2 . 10,121,9 . Wagen des Mitra- Varuṇa TS. 4,7,15,2 ; vgl. jedoc	6	1.12.7	satyádharmāṇam	satyádharman-	Preise Agni, den Seher, dessen Vorschriften gültig sind beim Opfer, den Gott, der die Krankheit vertreibt!	Den weisen Agni preise laut, der wahrt den Brauch beim Opferfest, Den Gott, der alles Leid verscheucht.
50915	prAvitar	prAvita/r		4-1155	prAvita/r¦ (von av mit pra) nom. ag. {%Beschützer, Gönner, Pfleger%} ṚV. 1,12,8 . 23,6 . 87,4 . yajYasya 3,21,3 . DInAm 8,27,2 . ŚAT. BR. 1,5,1,12 . KĀTY. ŚR. 3,2,12 .	6	1.12.8	prāvitā́	prāvitár-	Welcher Opferherr dich, Gott Agni, den Boten in Ehren hält, dessen Förderer sei du!	Dem Opferherrn, der, Agni, dich, o Gott, als seinen Boten ehrt, Dem mögest stets du Helfer sein.
24874	camUzad	camUza/d		2-0950	camUza/d¦ (camU + sad) adj. {%in der Schüssel befindlich%} ṚV. 1,14,4 . ca\mU\zada^Scama\sA i^ndra\pAnA^H 54,9 . 9,8,2 . 78,2 . 96,19 . 10,43,4 .	6	1.14.4	camūṣádaḥ	camūṣád-	Für euch werden die ergötzenden, berauschenden Tränke aufgetragen, die Tropfen des Honigtranke, die in den Gefäßen sitzen.	Euch werden Indu's dargebracht, erfreuende, berauschende, In Bechern süsse Tropfen auch.
41957	patnIvant	pa/tnIvant		4-0419	pa/tnIvant¦ (wie eben) adj. {%mit einem Weibe (mit Weibern) versehen, von W. begleitet%} ṚV. 1,14,7 . 72,5 . patnI^vatastri\MSata\M trISca^ de\vAn 3,6,9 . 4,56,4 . 8,28,2 . sutAH (adBistadvantaH DURGA ) 82,22 . grahAH VS	6	1.14.7	pátnīvataḥ	pátnīvant-	Die Opferwürdigen, die Wahrheitsmehrer mache beweibt, Agni; gib ihnen, Schönzungiger, vom Süßtrank zu trinken!	Vereine, Agni, mit den Fraun die opferwerthen, heiligen, Schönzung'ger tränke sie mit Meth.
35288	draviRas	draviRas		3-0798	draviRas¦ 1〉 n. proparox. = draviRa 1: dra\vi\Ro\dA dravi^RasaH ṚV. 1,15,7 . 96,8 . (A yAta) ma\Ho na^ro\ dravi^Raso gfRA\nAH 4,34,5 . A soma^M yAta\M dravi^Ro\ daDA^nA 6,69,3 . voc. Anrede an Agni 3,7,10 (nach SĀY. {%la	6	1.15.7	dráviṇasaḥ	dráviṇas-	Der Reichtumgeber des Reichtums (soll trinken); mit den Preßsteinen in der Hand berufen sie während der heiligen Handlungen zu den Opfern den Gott.	Den Reichthumgeber preisen hoch die Somapresser bei dem Fest, Bei ihrem Opferwerk den Gott.
81012	yajYavAhas	yajYa/vAhas		6-0019	yajYa/vAhas¦ (yajYa + vA˚) adj. 1〉 {%Verehrung bringend%}: varco^ DA ya\jYavA^hase ṚV. 3,8,3 . 24,1 . dEvI\M Diya^M manAmahe varco\DAM ya\jYavA^hasam VS. 4,11 . [Page6-0020] — 2〉 {%Verehrung empfangend%}, von Göttern: ya	6	1.15.11	yajñavāhasā	yajñavāhas-	Ihr Aśvin von lauterem Wandel, denen das Feuer leuchtet, trinkt nach der Zeit den Süßtrank, durch das Opfer angezogen!	O Ritter, trinkt den süssen Trank, ihr hellentflammten, reingesinnt, Und nehmt das Opfer nach dem Brauch.
2516	anADfzwa	a/nADfzwa		1-0184	a/nADfzwa¦ ( 3. a + ADfzwa) adj. 1〉 {%unwiderstehlich, unübertroffen%}: anA^DfzwAsa\ oja^sA ṚV. 1,19,4 . anA^Dfzwo\ nfpI^taye 7,15,14 . VS. 1,31 . 5,5 . 9 . 14,9 . — 2〉 {%unbeeinträchtigt, vollkommen%} ṚV. 4,32,5 . 8,22,	6	1.19.4	ánādhr̥ṣṭāsaḥ	ánādhr̥ṣṭa-	Die gewaltigen, die den (Schlacht)gesang sangen, an Stärke unbezwinglich, mit den Marut komm, o Agni!	Die starken, die des Donners Sang anstimmen, kräftig, unbesiegt – Mit diesen Maruts, Agni, komm.
46825	pUrvapIti	pUrva/pIti		4-0848	pUrva/pIti¦ (pUrva + 1. pI˚) f. {%Vortritt im Trinken%} NIR. 10,37 . ṚV. 1,19,9 . 134,1 . 135,1 . 8,3,7 . 10,112,1 .	6	1.19.9	pūrvápītaye	pūrvápīti-	Dich lasse ich zum somischen Honigtrank zu, damit du zuerst davon trinkest. Mit den Marut komm, o Agni!	Dir giesse ich zum ersten Trunk des Soma Süssigkeiten aus; Komm, Agni, mit der Marutschar.
113747	stomya	sto/mya		7-1274	sto/mya¦ adj. 1〉 {%eines Lobgesangs würdig%} ṚV. 1,22,8 . 124,13 . sa stomya\H sa havya^H ( Indra ) 8,16,8 . 24,19 . 10,96,6 . — 2〉 {%auf einen%} Stoma {%bezüglich u. s. w. %} PAÑCAV. BR. 15,7,2 .	6	1.22.8	stómyaḥ	stómya-	Ihr Freunde, setzet euch nieder, Savitr̥ soll jetzt für uns der Preisliche sein! Der Geber macht die Ehrengaben schön.	Ihr Freunde, kommt und setzet euch, lasst preisen uns den Savitar; Es glänzt der Gaben spendende.
57866	marudgaRa	maru/dgaRa	2	5-0572	2. maru/dgaRa¦ (wie eben) 1〉 adj. {%mit%} oder {%unter der Schaar der%} Marut {%befindlich%}: Indra ṚV. 6,52,11 . 8,78,2 . Soma 9,66,26 . -- 1,23,8 . ma\rudga^Re vf\jane\ manma^ DImahi 10,66,2 .	6	1.23.8	márudgaṇāḥ	marúdgaṇa-	Ihr Götter mit Indra an der Spitze, mit den Marut als Gefolgschaft und mit Pūṣan als Gönner, höret alle auf meinen Ruf!	Ihr Scharen, welche Indra führt, mit Puschan's Gaben Götter ihr, Vernehmet alle meinen Ruf.
42532	parAcEs	parAcE/s		4-0500	parAcE/s¦ adv. {%abseits, beiseite; weg%} NAIGH. 3,26 . NIR. 11,25 . bADa^sva dU\re nirf^tiM parA\cEH ṚV. 1,24,9 . 63,4 . 103,1 . 6,74,2 . dU\re hyaDvA\ jagu^riH parA\cEH 10,108,1 . 55,1 . AV. 2,10,5 . Ayu\ryatte\ ati^hi	6	1.24.9	parācaís	parācaís	Du hast, o König, hundert, tausend Ärzte. Weit, unergründlich soll deine Gnade sein. Jage weit in die Ferne die Todesgöttin! Auch die getane Sünde nimm von uns!	Du hast an hundert, tausend Arzeneien, o König, weit und tief ist deine Güte; Verderben stosse fort in weite Ferne, auch von begangner Sünde mache frei uns,
12464	urucakzas	uruca/kzas		1-1000	uruca/kzas¦ (u˚ + ca˚) adj. {%weitschauend%}: Mitra- Varuṇa ṚV. 8,90,2 . 1,25,5 . 16 . die Āditya 6,51,9 . sUrya 7,35,8 . 63,4 . VS. 4,23 . [Page1-1001]	6	1.25.5	urucákṣasam	urucákṣas-	Wann werden wir den Herrn Varuṇa, der die Herrschaft zu Ehren bringt, zur Barmherzigkeit bewegen, den Weitschauenden?	Wann werden wir den Varuna, der weithin schaut und Herrschaft schmückt, Den Helden stimmen uns zur Huld?
114852	svagni	svagni/		7-1416	svagni/¦ adj. {%der einen guten%} Agni ({%Feuer%}) {%hat%}: pri\yAH sva\gnayo^ va\yam ṚV. 1,26,7 . 7,15,8 . 8,19,7 . 49,6 .	6	1.26.7	svagnáyaḥ	svagní-	Er soll uns ein lieber Clanherr sein, der wohlredende, auserwählte Hotr̥; auch wir (möchten) lieb (sein), die wir ein gutes Opferfeuer haben.	Uns möge hold der Hausherr sein, der liebe Priester, der erfreut, Und lieb wir feuerreiche ihm.
6019	arBaka	arBaka/		1-0447	arBaka/¦ (von arBa) 1〉 adj. a〉 {%klein%} NAIGH. 3,2 . NIR. 3,20 . 4,15 . namo^ ma\hadByo\ namo^ arBa\keByo\ namo\ yuva^Byo\ nama^ ASi\neBya^H ṚV. 1,27,13 . 114,7 . 4,32,23 . AV. 11,2,29 . 19,36,3 . VS. 16,26 . = svalpa U	6	1.27.13	arbhakébhyaḥ	arbhaká-	Verneigung vor den Großen, Verneigung vor den Kleinen, Verneigung vor den Jungen, Verneigung vor den Betagten! Wir wollen die Götter verehren, wenn wir es vermögen. Nicht möchte ich die Rede eines Höheren vorwegnehmen, ihr Götter.	Anbetung sei den grossen, Anbetung den kleinen, Anbetung den jungen, Anbetung den alten; wir wollen die Götter verehren, so gut wir es vermögen; nicht möchte ich zurückbleiben hinter dem Preise eines angeseheneren.
26652	jaB	jaB	1	3-0037	1. √jaB¦, ja/Bate und jamB, ja/mBate ( vgl. jramB) {%schnappen nach, mit dem Maule packen%} DHĀTUP. 10,28 . SvA nva^sya jamBiza\dapi\ karRe^ varAha\yuH ṚV. 10,86,4 . jabDa s. hemantajabDa. In der Bed. des caus. : tA imA 	6	1.29.7	jambháya +	√jambh- 2	Erschlag jeden Beschreier, erwürge den Kr̥kadāśu. Mach uns doch Hoffnung auf tausend schmucke Kühe und Rosse, o freigebiger Indra!	Erschlage jeden, welcher schmäht, zermalm den Dämon, welcher kreischt, Du, Indra, mach uns herrlich doch an Rindern, Rossen, glänzenden, an tausenden, sehr reicher du.
14939	kapota	kapo/ta		2-0068	kapo/ta¦ m. Uṇ. 1,62 (kapota/). 1〉 {%Taube%} AK. 2,5,14 . H. 1339 . MED. t. 102 (= citrakaRWa und pArAvata, welche unterschieden werden). Viell. gilt diese Bestimmung der Bed. nicht für alle ved. Stellen, da der Vogel in	6	1.30.4	kapótaḥ	kapóta-	Dieser (Soma) ist dein. Du schießest darauf los wie der Täuberich auf sein Weibchen. Diese Rede von uns weißt du gewiß zu würdigen.	Hier steht der Trank, du gehst drauf los, gleich wie der Täubrich auf sein Nest; Beachte recht dies unser Wort.
112886	somapAvan	somapA/van		7-1207	somapA/van¦ adj. Soma -{%Trinker%} ṚV. 1,30,11 . 55,7 . 5,40,4 . 7,31,1 . 32,8 .	6	1.30.11	somapā́vnām	somapā́van-	Du Genosse von uns Genossen, den lippenöffnenden Somatrinkern, du Somatrinker, Keulenträger.	Du Freund der Freunde, blitzbewehrt, und unsrer schönen Frauen auch, der du mit Somatrinkern trinkst,
46242	purUravas	purUra/vas		4-0800	purUra/vas und purU/˚¦ (puru + ra˚) UṆĀDIS. 4,231 . ŚĀNT. 3,15 . 1〉 adj. {%laut%} oder {%viel schreiend%}: tvama^gne mana^ve\ dyAma^vASayaH purU\rava^se su\kfte^ su\kftta^raH ṚV. 1,31,4 .	6	1.31.4	purūrávase	purūrávas-	Du Agni brachtest für Manu den Himmel zum Brüllen, für deinen Wohltäter Purūravas ein noch größerer Wohltäter. Sobald du mit Kraft in den Eltern entbunden wardst, führten sie dich her, vorwärts und wieder zurück.	Den Himmel liessest donnern du dem Manuspross Pururavas, dem frommen du, der frommere; Wenn du durch Kraft von deinen Aeltern wirst gelöst, dann führt man bald nach Osten, bald nach Westen dich.
96189	vyaMsa	vya^Msa		6-1427	vya^Msa¦ ( 2. vi + 2. aMsa) 1〉 adj. {%auseinanderstehende Schultern habend%}: pfTu˚ {%breitschulterig%} MBH. 1,3971 . 3,11689 . vielleicht ein alter Fehler für pfTa˚; vgl. am Ende des Artikels.	6	1.32.5	vyàṁsam	vyàṁsa-	Indra erschlug den Vr̥tra, den größten Feind, den Schulterlosen (?) mit der Keule, seiner großen Waffe. Wie Baumstämme, die mit der Axt gefällt sind, liegt der Drache platt auf der Erde.	Den Vritra und den schlimmeren Viansa schlug Indra mit dem Blitz, mit mächt'gem Hiebe, Wie Baumgeäst vom Beile abgehauen, liegt hingestreckt der Drache auf der Erde.
87728	vaDri	va/Dri		6-0665	va/Dri¦ (von vaD) adj. ({%dem die Hoden zerschlagen sind%}) {%verschnitten, entmannt, unmännlich%} ( Gegens. vfzan): vfzRo\ vaDri^H prati\mAna\M buBU^zan ṚV. 1,32,7 . vaDra^yo\ nira^zwAH 33,6 . 2,25,3 . 8,46,30 . 10,102,	6	1.32.7	vádhriḥ	vádhri-	Ohne Hand und Fuß kämpfte er gegen Indra. Der schlug ihm die Keule in den Nacken. Der verschnittene (Stier), der dem Bullen gewachsen sein wollte, der Vr̥tra lag zerstückt an vielen Stellen da.	Fusslos und handlos stritt er wider Indra; der schleuderte den Blitz auf seinen Rücken, Der mit dem Stier sich messen wollt', der Hämmling, Vritra lag da zerstückt an vielen Orten.
15073	kar	kar	3	2-0099	3. √kar¦ (kF), kira/ti DHĀTUP. 28,116 . P. 7,1,100 ; cakAra 7,4,11 , Sch. : karizyati; karitA und karItA VOP. 13,2 ; akArIt, ved. kArizat ( s. u. sam); gerund. ˚kIrya; pass. kIryate; partic. kIrRa; med. reflex. kirate; a	6	1.32.13	ákirat	√kr̥̄- 1	Nicht fruchtete ihm Blitz und Donner, nicht Nebel und Hagel, den er ausstreute. Als Indra und der Drache kämpften, da blieb der Gabenreiche auch für alle Zukunft Sieger.	Nichts half ihm da der Blitz und nichts der Donner, nicht Nebel, den er ausgoss, noch der Hagel, Als Indra und der Drache sich bekämpften, gewann den Sieg für alle Zeit der mächt'ge.
69733	kar	kar	3	5-1253	3. kar¦ 1〉 {%aufschütten%}: setum KĀṬH. 28,4 . — 2〉 kIrRa {%verstopft%} Spr. 2411 . — apa 3〉 apaskiramARavizkira UTTARARĀMAC. 31,1 (40,13) . — aBi Z. 2 lies jAlEraBya˚ mit der ed. Bomb.	6	1.32.13	ákirat	√kr̥̄- 1	Nicht fruchtete ihm Blitz und Donner, nicht Nebel und Hagel, den er ausstreute. Als Indra und der Drache kämpften, da blieb der Gabenreiche auch für alle Zukunft Sieger.	Nichts half ihm da der Blitz und nichts der Donner, nicht Nebel, den er ausgoss, noch der Hagel, Als Indra und der Drache sich bekämpften, gewann den Sieg für alle Zeit der mächt'ge.
119331	kar	kar	3	7-1725	3. √kar¦ mit vyA, pramodasalilavyAkIrRanetrAmbuja {%getrübt%} Spr. (II) 928 . — ud 2〉 GuRotkIrRasudAru Spr. (II) 4626 . — pra 1〉 Z. 12. fg. in der Stelle aus VEṆĪS. wohl einfach {%hingestreut%}.	6	1.32.13	ákirat	√kr̥̄- 1	Nicht fruchtete ihm Blitz und Donner, nicht Nebel und Hagel, den er ausstreute. Als Indra und der Drache kämpften, da blieb der Gabenreiche auch für alle Zukunft Sieger.	Nichts half ihm da der Blitz und nichts der Donner, nicht Nebel, den er ausgoss, noch der Hagel, Als Indra und der Drache sich bekämpften, gewann den Sieg für alle Zeit der mächt'ge.
36026	DanadA	DanadA/		3-0855	DanadA/¦ (Dana + 2. dA) adj. {%der den Kampfpreis verleiht, Beute giebt%}; von Indra ṚV. 1,33,2 . 10 . 6,19,7 . tvaM viSva^sya Dana\dA a^si Sru\to ya I\M Bava^ntyA\jaya^H 7,32,17 . de\vA ye a\smaBya^M Dana\dA u\dBida^Sca	6	1.33.2	dhanadā́m	dhanadā́-	Ich fliege hin zu dem Schatzspender, dem unwiderstehlichen, wie ein Adler zum gewohnten Horst, dem Indra mit höchsten Preisliedern huldigend, der für die Sänger auf seiner Fahrt anzurufen ist.	Zum unbezwungnen Reichthumspender flieg' ich, sowie der Adler zum willkommnen Neste, Verehrend Indra mit den höchsten Liedern, der von den Sängern anzuflehn beim Fest ist.
116020	hanman	ha/nman		7-1516	ha/nman¦ (wie eben) n. {%Schlag, Stoss, treffender Wurf%} ṚV. 1,33,11 . tapi^zWena\ hanma^nA hantanA\ tam 7,59,8 . 94,12 . 10,48,6 . 113,8 . — Vgl. aSma˚, puru˚.	6	1.33.11	hánmanā	hánman-	Nach seinem Belieben strömten die Gewässer, er stärkte sich inmitten der schiffbaren (Ströme). Indra erschlug diesen angespannten Sinnes mit stärkstem Schlage für die Himmels(götter).	Nach eigner Lust entströmten seine Fluten, doch jener wuchs inmitten seiner Ströme; Da schlugst du, Indra, mit gespanntem Geiste mit stärkstem Hiebe ihn für alle Zeiten.
13808	oman	oma/n	1	1-1123	1. oma/n¦ (von av) m. {%Gunst, Freundlichkeit%}: pari^ Gra\Msamo\manA^ vA\M vayo^ gAt ṚV. 7,69,4 . yo vA^mo\mAna\M daDa^te pri\yaH san 68,6 . 6,50,7 . o\mAna^M Sa\Myormama^kasya sU\nave^ (vahatam) 1,34,6 . 118,7 .	6	1.34.6	omā́nam	omán-	Dreimal gebt uns, Aśvin, himmlische Arzeneien, dreimal irdische und dreimal aus den Gewässern! Das Schutzmittel des Heilsamen bringet meiner Wenigkeit als (eurem) Sohne mit, dreifachen Schirm, ihr Meister der Schönheit!	Gebt dreimal uns, o Açvinen, die Arzeneien des Himmels, dreimal die der Erde, und dreimal die aus den Wassern entsprungenen, Huld, Heil, Glück und dreifachen Schutz fahrt meinem Sohne zu, o Glanzes Herrn.
13809	oman	o/man	2	1-1123	2. o/man¦ (wie eben) m. so v. a. Uma. A Da^rRa\sirbf\haddi^vo\ rarA^Ro\ viSve^Birga\ntvoma^BirhuvA\naH ṚV. 5,43,13 .	6	1.34.6	omā́nam	omán-	Dreimal gebt uns, Aśvin, himmlische Arzeneien, dreimal irdische und dreimal aus den Gewässern! Das Schutzmittel des Heilsamen bringet meiner Wenigkeit als (eurem) Sohne mit, dreifachen Schirm, ihr Meister der Schönheit!	Gebt dreimal uns, o Açvinen, die Arzeneien des Himmels, dreimal die der Erde, und dreimal die aus den Wassern entsprungenen, Huld, Heil, Glück und dreifachen Schutz fahrt meinem Sohne zu, o Glanzes Herrn.
