root	ppp_form	gana_class_dcs	voice_dcs	corpus_occurrences
navīkṛ	navīkṛta	8	Ā	3
ādharṣay	ādharṣita	10	P.	3
anusādhay	anusādhita	10	P.	3
mṛdūkṛ	mṛdūkṛta	8	Ā	3
ślakṣṇīkṛ	ślakṣṇīkṛta	8	Ā	3
avasvap	avasupta	2	Ā	3
bījīkṛ	bījīkṛta	8	Ā	3
saṁpraveśay	saṃpraveśita	10	P.	3
ḍhālay	ḍhālita	0	Ā	3
saṁmoday	saṃmodita	10	P.	3
samarjay	samarjita	10	Ā	3
vituṣīkṛ	vituṣīkṛta	8	Ā	3
prasarpay	prasarpita	10	P.	3
ānartay	ānartita	10	P.	3
naṣṭapiṣṭīkṛ	naṣṭapiṣṭīkṛta	8	Ā	3
abhighātay	abhighātita	10	Ā	3
prativiruh	prativirūḍha	6	P.	3
saṁsnā	saṃsnāta	2	Ā	3
kṛtārthīkṛ	kṛtārthīkṛta	8	Ā	3
vighaṭay	vighaṭita	10	P.	3
viklavībhū	viklavībhūta	1	Ā	3
granthay	granthita	10	P.	3
samavastṛ	samavastṛta	5	P.	3
pariglā	pariglāna	4	Ā	3
samabhikrudh	samabhikruddha	4	P.	3
abhiviśvas	abhiviśvasta	2	Ā	3
āmarṣay	āmarṣita	10	Ā	3
abhipravṛdh	abhipravṛddha	1	Ā	3
apasarpay	apasarpita	10	P.	3
abhilakṣay	abhilakṣita	10	Ā	3
parimūrchay	parimūrchita	10	P.	3
upasūcay	upasūcita	0	P.	3
rūkṣay	rūkṣita	0	P.	3
visraṁsay	visraṃsita	10	P.	3
samanuvarṇay	samanuvarṇita	0	Ā	3
saṁmārjay	saṃmārjita	10	Ā	3
parimokṣay	parimokṣita	10	Ā	3
pariviśram	pariviśrānta	4	Ā	3
anupṛc	anupṛkta	7	P.	3
nyakkṛ	nyakkṛta	8	Ā	3
bhasmasātkṛ	bhasmasātkṛta	8	Ā	3
prabhakṣay	prabhakṣita	10	Ā	3
prajñapay	prajñapita	10	P.	3
abhiśobhay	abhiśobhita	10	Ā	3
atiprasru	atiprasruta	1	Ā	3
atipātay	atipātita	10	Ā	3
saṁpracal	saṃpracalita	1	Ā	3
pariniści	pariniścita	5	P.	3
visaṁhan	visaṃhata	4	Ā	3
abhipratap	abhipratapta	4	Ā	3
vighṛṣ	vighṛṣṭa	4	P.	3
dviguṇībhū	dviguṇībhūta	1	Ā	3
prastambh	prastabdha	9	P.	3
mandīkṛ	mandīkṛta	8	Ā	3
chidray	chidrita	0	P.	3
vīps	vīpsita	0	Ā	3
piṇḍībhū	piṇḍībhūta	1	Ā	3
guṭikīkṛ	guṭikīkṛta	8	Ā	3
parivāsay	parivāsita	10	Ā	3
nistambh	nistabdha	9	P.	3
śikhīkṛ	śikhīkṛta	8	Ā	3
parivāpay	parivāpita	10	P.	3
saṁklid	saṃklinna	4	Ā	3
triguṇīkṛ	triguṇīkṛta	8	Ā	3
apaprasū	apaprasūta	6	P.	3
mukhībhū	mukhībhūta	1	Ā	3
viniṣpad	viniṣpanna	4	Ā	3
udyamay	udyamita	10	P.	3
kalahay	kalahita	0	P.	3
kevalībhū	kevalībhūta	1	Ā	3
pratanūkṛ	pratanūkṛta	8	Ā	3
saṁśabday	saṃśabdita	0	P.	3
pronnam	pronnata	1	Ā	3
prasādīkṛ	prasādīkṛta	8	Ā	3
viropay	viropita	10	Ā	3
nyāsīkṛ	nyāsīkṛta	8	P.	3
adharīkṛ	adharīkṛta	8	P.	3
niṣkramay	niṣkramita	10	P.	3
tuṣṇībhū	tuṣṇībhūta	1	Ā	3
ānamay	ānamita	10	P.	3
parivāhay	parivāhita	10	P.	3
vikalīkṛ	vikalīkṛta	8	P.	3
āsidh	āsiddha	1	Ā	3
vinimīlay	vinimīlita	10	Ā	3
viśakalīkṛ	viśakalīkṛta	8	P.	3
samībhū	samībhūta	1	Ā	3
prasu	prasuta	5	P.	3
pratirabh	pratirabdha	1	Ā	3
ullih	ullīḍha	6	P.	3
uttambh	uttabdha	5	P.	3
āstu	āstuta	2	P.	3
hiṁkṛ	hiṃkṛta	5	P.	3
svaday	svadita	10	Ā	3
piñjarīkṛ	piñjarīkṛta	8	Ā	3
vigrāhay	vigrāhita	10	Ā	3
saṁdṛbh	saṃdṛbdha	6	P.	3
vinah	vinaddha	4	Ā	3
pariprī	pariprīta	9	P.	3
saṁnibandh	saṃnibaddha	9	Ā	3
avajan	avajāta	4	Ā	3
sīmantay	sīmantita	0	P.	3
vitānīkṛ	vitānīkṛta	8	Ā	3
bhājanīkṛ	bhājanīkṛta	8	Ā	3
hvṛ	hruta	3	Ā	3
upākruś	upākruṣṭa	4	P.	3
paripraśnīkṛ	paripraśnīkṛta	8	P.	3
anuparivāray	anuparivārita	10	Ā	3
viheṭhay	viheṭhita	10	P.	3
abhiśraddhā	abhiśraddadhāta	3	Ā	3
adhyupekṣ	adhyupekṣita	4	P.	3
prasrambh	prasrabdha	1	Ā	3
ucchrāpay	ucchrāpita	10	P.	3
saṁniśri	saṃniśrita	1	Ā	3
glānībhū	glānībhūta	1	Ā	3
āviṣṭ	āviṣṭita	6	P.	3
trikoṭay	trikoṭita	0	P.	3
pratiniṣkram	pratiniṣkrānta	6	P.	3
saṁpravāday	saṃpravādita	10	Ā	3
tūṣṇībhū	tūṣṇībhūta	1	Ā	3
nirdhūpay	nirdhūpita	0	P.	3
parikṣi	parikṣita	2	P.	3
ad	atta	2	Ā	2
arh	arhita	1	Ā	2
aś	aṣṭa	1	P.	2
kam	kānta	4	P.	2
krand	krandita	1	Ā	2
guñj	guñjita	1	P.	2
jinv	jinvita	6	Ā	2
jyā	jīta	9	P.	2
ḍhauk	ḍhaukita	1	Ā	2
atikṣip	atikṣipta	6	Ā	2
adhivas	adhyuṣṭa	1	P.	2
dā	dita	1	Ā	2
dīv	dyūna	4	Ā	2
dṛp	dṛpita	4	P.	2
atidhā	atihita	3	P.	2
pracch	pṛcchita	1	P.	2
atiprasad	atiprasanna	1	P.	2
hā	hāta	1	P.	2
atiyā	atiyāta	2	P.	2
ativac	atyukta	3	P.	2
atidiś	atidiṣṭa	6	P.	2
atiśaṁs	atiśasta	1	P.	2
śleṣay	śleṣita	10	P.	2
atiśaṅk	atiśaṅkita	1	P.	2
atihṛ	atihṛta	1	P.	2
adhyākram	adhyākrānta	1	P.	2
adhyās	adhyāsīna	2	P.	2
anukūlay	anukūlita	0	P.	2
anukṛ	anukṛta	8	Ā	2
anukarśay	anukarśita	10	P.	2
anucintay	anucintita	10	Ā	2
anutap	anutapta	4	Ā	2
dṛbh	dṛbdha	6	P.	2
anuparī	anuparīta	2	P.	2
ave	aveta	1	Ā	2
anuprayuj	anuprayukta	7	Ā	2
anupravraj	anupravrajita	1	P.	2
anuram	anurata	1	Ā	2
rodhay	rodhita	10	Ā	2
anulepay	anulepita	10	P.	2
vāś	vāśita	1	Ā	2
anuvyāhṛ	anuvyāhṛta	1	P.	2
anuśap	anuśapta	1	P.	2
anuśās	anuśāsta	2	Ā	2
anuśocay	anuśocita	10	P.	2
anuṣic	anusikta	6	P.	2
anusmṛ	anusmṛta	1	Ā	2
lopay	lopita	10	Ā	2
anvave	anvaveta	2	P.	2
yātay	yātita	10	Ā	2
anvāruh	anvārūḍha	1	P.	2
anvi	anvita	2	P.	2
apakṛt	apakṛtta	6	P.	2
apabhū	apabhūta	1	P.	2
lap	lapita	4	P.	2
apavah	apoḍha	1	P.	2
apavartay	apavartita	10	Ā	2
apākṛ	apākīrṇa	6	P.	2
apyas	apyasta	4	P.	2
abhicar	abhicarita	1	Ā	2
abhitarjay	abhitarjita	10	Ā	2
abhitṛp	abhitṛpta	4	P.	2
abhiduh	abhidugdha	2	P.	2
dhvaṁsay	dhvaṃsita	10	P.	2
dhvan	dhvānta	1	Ā	2
abhinam	abhinata	1	P.	2
abhinirgam	abhinirgata	1	P.	2
abhiniveśay	abhiniveśita	10	P.	2
piś	piśita	6	Ā	2
abhipūray	abhipūrita	10	P.	2
abhiprach	abhipṛṣṭa	6	Ā	2
abhiprapīḍay	abhiprapīḍita	10	P.	2
manthay	manthita	10	P.	2
abhiprasthā	abhiprasthita	1	Ā	2
abhimad	abhimatta	1	P.	2
mih	mīḍha	1	Ā	2
abhilikh	abhilikhita	6	P.	2
vāmay	vāmita	10	P.	2
tṛh	tṛḍha	7	P.	2
dyut	dyutta	1	P.	2
ślāgh	ślāghita	1	P.	2
varay	varita	10	Ā	2
abhivṛt	abhivṛtta	1	Ā	2
abhiśaṅk	abhiśaṅkita	1	Ā	2
śnath	śnathita	2	P.	2
abhiṣañj	abhisakta	1	Ā	2
abhiṣṭan	abhistanita	1	P.	2
abhiṣṭhā	abhiṣṭhita	1	Ā	2
abhiṣvaj	abhiṣvakta	1	P.	2
abhisaṁgam	abhisaṃgata	1	Ā	2
abhisamplu	abhisaṃpluta	1	Ā	2
snehay	snehita	10	P.	2
hlāday	hlādita	10	Ā	2
abhyanuvac	abhyanūkta	3	P.	2
abhyāp	abhyāpta	5	Ā	2
abhyāyam	abhyāyata	1	P.	2
abhyārabh	abhyārabdha	1	P.	2
dalay	dalita	10	P.	2
kṣāray	kṣārita	10	P.	2
avadohay	avadohita	10	P.	2
avapothay	avapothita	10	P.	2
avamuc	avamukta	6	Ā	2
avaropay	varopita	10	Ā	2
avavyadh	avaviddha	4	P.	2
avaśṛ	avaśīrṇa	9	P.	2
avaṣṭambh	avastabdha	9	P.	2
avastṛ	avastīrṇa	9	Ā	2
avasthāpay	avasthāpita	10	Ā	2
avasraṁs	avasrasta	1	Ā	2
ākal	ākalita	10	P.	2
ākāṅkṣ	ākāṅkṣita	1	Ā	2
ākūj	ākūjita	1	P.	2
ācakṣ	ācakṣita	1	P.	2
ādīpay	ādīpita	10	P.	2
ādarśay	ādarśita	10	P.	2
āpothay	āpothita	10	P.	2
āpṛ	āpṛta	9	P.	2
āp￞	āpūrita	4	P.	2
āracay	āracita	10	P.	2
āram	ārata	1	P.	2
ārudh	āruddha	7	Ā	2
ārdray	ārdrita	0	P.	2
las	lasita	1	P.	2
ālū	ālūna	9	P.	2
āvalg	āvalgita	1	Ā	2
āvas	āvasita	1	Ā	2
āvye	āvīta	4	P.	2
snu	snuta	2	Ā	2
spand	spandita	1	P.	2
syanday	syandita	10	P.	2
āsphālay	āsphālita	10	P.	2
āhāray	āhārita	10	Ā	2
hras	hrasita	1	Ā	2
ucchoṣay	ucchoṣita	10	P.	2
uttan	uttata	8	P.	2
kleday	kledita	10	P.	2
utsmi	utsmita	1	P.	2
udañc	udañcita	1	Ā	2
udañj	udakta	7	P.	2
ude	udeta	2	P.	2
udgal	udgalita	1	P.	2
udgṛ	udgūrṇa	9	P.	2
ghoṣay	ghoṣita	10	Ā	2
uddīp	uddīpta	4	Ā	2
uddhā	uddhita	3	P.	2
uddharṣay	uddharṣita	10	P.	2
uddhvaṁs	uddhvasta	1	Ā	2
yājay	yājita	10	Ā	2
upaghrā	upaghrāta	4	P.	2
upajap	upajapta	1	P.	2
upatāpay	upatāpita	10	Ā	2
upadah	upadagdha	1	P.	2
upanāhay	upanāhita	10	P.	2
upabandh	upabaddha	9	P.	2
upabhṛ	upabhṛta	3	P.	2
uparañjay	uparañjita	10	P.	2
upavāsay	upavāsita	10	P.	2
upavā	upavāta	4	P.	2
upaveśay	upaveśita	10	P.	2
upavye	upavīta	4	P.	2
upaśri	upaśrita	1	Ā	2
upasaṁgam	upasaṃgata	1	P.	2
upasamādhā	upasamāhita	3	P.	2
upastambh	upaṣṭabdha	9	P.	2
upastambhay	upastambhita	10	P.	2
upākhyā	upākhyāta	2	P.	2
upāmantray	upāmantrita	0	P.	2
kothay	kothita	10	P.	2
tviṣ	tviṣita	6	Ā	2
daṇḍay	daṇḍita	0	P.	2
dvaṁdvībhū	dvandvībhūta	1	P.	2
niḥsṛj	niḥsṛṣṭa	6	P.	2
nido	nidita	6	P.	2
nibādh	nibādhita	1	Ā	2
niyat	niyatta	1	Ā	2
nirādhā	nirāhita	3	P.	2
nirbhuj	nirbhukta	6	P.	2
nirmajj	nirmagna	1	P.	2
nirmāpay	nirmāpita	10	P.	2
nirmi	nirmita	5	P.	2
nirmṛj	nirmṛṣṭa	6	Ā	2
nirvah	nirūḍha	1	P.	2
niśvas	niśvasita	2	Ā	2
niṣūday	nisūdita	10	P.	2
niṣṭhīv	niṣṭhīvita	1	P.	2
nihnu	nihnuta	1	Ā	2
pāṭhay	pāṭhita	10	P.	2
parās	parāsta	4	P.	2
parikup	parikupita	4	P.	2
parikṛ	parikṛta	8	Ā	2
parikarśay	parikarśita	10	P.	2
parikṛṣ	parikṛṣṭa	6	P.	2
parikrī	parikrīta	9	P.	2
parikruś	parikruṣṭa	1	P.	2
pariklam	pariklānta	4	P.	2
parigamay	parigamita	10	P.	2
parighṛṣ	parighṛṣṭa	1	Ā	2
paripat	paripatita	1	P.	2
paripoṣay	paripoṣita	10	P.	2
paripūjay	paripūjita	10	P.	2
paribandh	paribaddha	9	Ā	2
paribhakṣay	paribhakṣita	10	P.	2
paribhūṣ	paribhūṣita	1	P.	2
pariyat	pariyatta	1	Ā	2
parirabh	parirabdha	1	Ā	2
parilikh	parilikhita	6	P.	2
parilip	parilipta	6	P.	2
parilup	parilupta	6	P.	2
parivid	parivitta	6	P.	2
parivṛj	parivṛkta	7	P.	2
parivṛdh	parivṛddha	1	Ā	2
pariśṛ	pariśīrṇa	9	P.	2
parisādhay	parisādhita	10	P.	2
paryavasthāpay	paryavasthāpita	10	P.	2
paryavāp	paryavāpta	5	Ā	2
prakṛt	prakṛtta	6	P.	2
pragam	pragata	1	P.	2
pracāray	pracārita	10	P.	2
prajap	prajapta	1	P.	2
prajñāpay	prajñāpita	10	P.	2
pratinud	pratinunna	6	Ā	2
pratibhid	pratibhinna	7	P.	2
pratibhuj	pratibhukta	7	Ā	2
prativāray	prativārita	10	P.	2
pratiśī	pratiśayita	2	P.	2
pratisaṁdhā	pratisaṃhita	3	Ā	2
pratistambh	pratistabdha	5	P.	2
pratīṣ	pratīṣṭa	6	Ā	2
pratyanunī	pratyanunīta	1	Ā	2
pratyabhinand	pratyabhinandita	1	P.	2
pratyānī	pratyānīta	1	Ā	2
pratyāyā	pratyāyāta	2	P.	2
pratyudi	pratyudita	2	P.	2
pratyarpay	pratyarpita	10	P.	2
pradviṣ	pradviṣṭa	6	Ā	2
pradhāv	pradhauta	1	Ā	2
pradhyā	pradhyāta	4	Ā	2
prapaś	praspaṣṭa	4	P.	2
pramih	pramīḍha	1	P.	2
prayat	prayatita	1	P.	2
pralih	pralīḍha	2	P.	2
pravāhay	pravāhita	10	P.	2
pravigal	pravigalita	1	P.	2
pravij	pravikta	6	Ā	2
praveday	pravedita	10	Ā	2
pravidhā	pravihita	3	Ā	2
praveṣṭay	praveṣṭita	10	P.	2
prasad	prasatta	1	Ā	2
prastṛ	prastīrṇa	1	P.	2
prāñjalībhū	prāñjalībhūta	1	P.	2
projh	projjhita	6	P.	2
proddhṛ	proddhṛta	1	P.	2
prodyam	prodyata	1	P.	2
vikṣi	vikṣita	9	P.	2
vicālay	vicālita	10	P.	2
vitakṣ	vitaṣṭa	2	Ā	2
vitarkay	vitarkita	0	P.	2
vidyut	vidyutta	1	P.	2
viniḥśvas	viniḥśvasita	1	P.	2
viparivṛt	viparivṛtta	1	Ā	2
vipothay	vipothita	10	Ā	2
vipū	vipūta	9	P.	2
vipralap	vipralapta	1	P.	2
vipralup	vipralupta	6	P.	2
vipravas	vipravasita	1	P.	2
vibhās	vibhāsita	1	Ā	2
vimuh	vimugdha	4	Ā	2
viyam	viyata	6	P.	2
vilih	vilīḍha	6	P.	2
vilopay	vilopita	10	P.	2
vilobhay	vilobhita	10	P.	2
vivad	vivadita	1	Ā	2
vivāday	vivādita	10	P.	2
vivraśc	vivṛkṇa	6	P.	2
viśri	viśrita	1	Ā	2
viṣṭambh	viṣṭabhita	9	Ā	2
viskhal	viskhalita	1	P.	2
vispand	vispandita	1	Ā	2
visru	visruta	1	P.	2
vihiṁs	vihiṃsita	7	Ā	2
vyādhā	vyāhita	3	Ā	2
vyutthāpay	vyutthāpita	10	P.	2
śraddhā	śraddhita	1	P.	2
saṁrādhay	saṃrādhita	10	P.	2
saṁlih	saṃlīḍha	2	P.	2
saṁvidhā	saṃvihita	3	Ā	2
saṁśap	saṃśapta	1	P.	2
samśoṣay	saṃśoṣita	10	P.	2
saṁśleṣay	saṃśleṣita	10	P.	2
saṁsṛ	saṃsṛta	1	Ā	2
saṁsāray	saṃsārita	10	P.	2
saṁkup	saṃkupita	4	Ā	2
saṁkṣud	saṃkṣuṇṇa	1	P.	2
saṁgamay	saṃgamita	10	P.	2
saṁcal	saṃcalita	1	Ā	2
saṁcintay	saṃcintita	10	Ā	2
saṁjalp	saṃjalpita	1	Ā	2
saṁtāḍay	saṃtāḍita	10	P.	2
saṁtṛd	saṃtṛṇṇa	7	P.	2
saṁdā	saṃdatta	4	Ā	2
saṁnāday	saṃnādita	10	P.	2
samadhiruh	samadhirūḍha	1	P.	2
samanvārabh	samanvārabdha	1	Ā	2
samabhipūjay	samabhipūjita	10	P.	2
samabhipūray	samabhipūrita	10	P.	2
samabhyāgam	samabhyāgata	1	P.	2
samaś	samaṣṭa	5	Ā	2
samākṛ	samākṛta	8	Ā	2
samāghrā	samāghrāta	3	Ā	2
samādā	samādatta	3	Ā	2
samālikh	samālikhita	6	P.	2
samujjval	samujjvalita	1	P.	2
samutkṣip	samutkṣipta	6	P.	2
samupaci	samupacita	5	Ā	2
samupasev	samupasevita	1	Ā	2
samupāghrā	samupāghrāta	3	P.	2
samupānī	samupānīta	1	P.	2
samupās	samupāsita	1	Ā	2
sampat	saṃpatita	1	Ā	2
sampū	saṃpūta	9	P.	2
samprakalpay	saṃprakalpita	10	P.	2
sampraṇud	sampraṇunna	6	P.	2
sampratipad	sampratipanna	4	P.	2
sampraduṣ	sampraduṣṭa	4	P.	2
samprapūjay	samprapūjita	10	P.	2
samprasāray	samprasārita	10	P.	2
samprasru	samprasruta	1	Ā	2
sambhaj	saṃbhakta	1	Ā	2
sammantray	saṃmantrita	0	Ā	2
sūtray	sūtrita	0	P.	2
śītkṛ	śītkṛta	8	Ā	2
dvidhākṛ	dvidhākṛta	8	P.	2
upakliś	upakliṣṭa	9	P.	2
amṛtīkṛ	amṛtīkṛta	8	P.	2
saṁpaś	saṃspaṣṭa	4	Ā	2
sphuṭīkṛ	sphuṭīkṛta	8	P.	2
ātmīkṛ	ātmīkṛta	8	P.	2
pratisaṁhan	pratisaṃhata	2	P.	2
dṛḍhīkṛ	dṛḍhīkṛta	8	P.	2
prokṣay	prokṣita	10	P.	2
rakṣay	rakṣita	10	P.	2
vinibandh	vinibaddha	9	P.	2
udghaṭay	udghaṭita	10	P.	2
proccāray	proccārita	10	P.	2
prasvāpay	prasvāpita	10	P.	2
dṛḍhībhū	dṛḍhībhūta	1	P.	2
pramāpay	pramāpita	10	P.	2
skanday	skandita	10	Ā	2
udbodhay	udbodhita	10	P.	2
jighāṁs	jighāṃsita	0	Ā	2
nirguh	nirgūḍha	1	Ā	2
samāpyāyay	samāpyāyita	10	P.	2
dṛṣṭāntīkṛ	dṛṣṭāntīkṛta	8	P.	2
vivaśīkṛ	vivaśīkṛta	8	P.	2
nirādiś	nirādiṣṭa	6	P.	2
dhyānībhū	dhyānībhūta	1	P.	2
vigarhay	vigarhita	10	Ā	2
vipravāsay	vipravāsita	10	P.	2
niśāmay	niśāmita	10	Ā	2
viṣamīkṛ	viṣamīkṛta	8	P.	2
vyapās	vyapāsta	4	P.	2
pratisaṁrudh	pratisaṃruddha	7	Ā	2
mīmāṁs	mīmāṃsita	0	Ā	2
bahulībhū	bahulībhūta	1	P.	2
antarīkṛ	antarīkṛta	8	P.	2
apavāray	apavārita	10	P.	2
vyayīkṛ	vyayīkṛta	8	P.	2
avalag	avalagna	1	P.	2
parighaṭ	parighaṭita	1	Ā	2
pravaṇīkṛ	pravaṇīkṛta	8	P.	2
nirjñā	nirjñāta	9	P.	2
āghoṣay	āghoṣita	10	P.	2
kapilīkṛ	kapilīkṛta	8	P.	2
samudbhid	samudbhinna	7	P.	2
upanāday	upanādita	10	P.	2
abhisamman	abhisaṃmata	4	Ā	2
abhitarpay	abhitarpita	10	P.	2
abhiprasāday	abhiprasādita	10	Ā	2
saṁvah	samūḍha	1	P.	2
pratyarcay	pratyarcita	10	P.	2
paridhṛ	paridhṛta	1	P.	2
abhiprārthay	abhiprārthita	0	P.	2
yamay	yamita	10	Ā	2
samupakalpay	samupakalpita	10	P.	2
anvāśri	anvāśrita	1	Ā	2
atipat	atipatita	1	Ā	2
upaghātay	upaghātita	10	P.	2
nirviṣayīkṛ	nirviṣayīkṛta	8	Ā	2
atyupayuj	atyupayukta	7	Ā	2
avalehay	avalehita	10	P.	2
parisrāvay	parisrāvita	10	P.	2
kaṭhinīkṛ	kaṭhinīkṛta	8	Ā	2
pravidhvaṁs	pravidhvasta	1	P.	2
vipraṇāśay	vipraṇāśita	10	Ā	2
sajjībhū	sajjībhūta	1	Ā	2
surabhay	surabhita	0	P.	2
vyāmiśray	vyāmiśrita	0	P.	2
atitāpay	atitāpita	10	P.	2
unnāday	unnādita	10	P.	2
nivāpay	nivāpita	10	P.	2
śailīkṛ	śailīkṛta	8	Ā	2
saṁmiśray	saṃmiśrita	0	P.	2
puñjībhū	puñjībhūta	1	Ā	2
capalībhū	capalībhūta	1	Ā	2
niḥṣṭhīv	niḥṣṭhyūta	1	P.	2
ślathīkṛ	ślathīkṛta	8	Ā	2
abhipātay	abhipātita	10	Ā	2
abhisaṁgup	abhisaṃgupta	1	P.	2
vyavaropay	vyavaropita	10	Ā	2
saṁśram	saṃśrānta	4	Ā	2
saṁvāhay	saṃvāhita	10	Ā	2
parimocay	parimocita	10	Ā	2
saṁgranth	saṃgrathita	9	P.	2
saṁpraṇaś	saṃpranaṣṭa	4	Ā	2
anuśri	anuśrita	1	Ā	2
pramṛ	pramṛta	4	P.	2
abhividīpay	abhividīpita	10	Ā	2
parimantray	parimantrita	0	Ā	2
ārambhay	ārambhita	10	P.	2
mlecchībhū	mlecchībhūta	1	Ā	2
śūdrībhū	śūdrībhūta	1	Ā	2
viguh	vigūḍha	1	Ā	2
saṁpramad	saṃpramatta	4	Ā	2
bhasmarāśīkṛ	bhasmarāśīkṛta	8	Ā	2
pratirañjay	pratirañjita	10	P.	2
anuśabday	anuśabdita	0	P.	2
proddhū	proddhūta	9	P.	2
prodbhū	prodbhūta	1	Ā	2
vikhaṇḍay	vikhaṇḍita	0	P.	2
prabhuj	prabhukta	7	Ā	2
ekārṇavībhū	ekārṇavībhūta	1	Ā	2
vilolay	vilolita	10	P.	2
bhāgīkṛ	bhāgīkṛta	8	Ā	2
viklid	viklinna	4	Ā	2
tṛṇīkṛ	tṛṇīkṛta	8	Ā	2
kṣamāpay	kṣamāpita	0	Ā	2
nirṇam	nirṇata	1	Ā	2
vilāsay	vilāsita	10	P.	2
abhisaṁkram	abhisaṃkrānta	6	P.	2
saṁpraśam	saṃpraśānta	4	Ā	2
yugalīkṛ	yugalīkṛta	8	Ā	2
mṛdūbhū	mṛdūbhūta	1	Ā	2
praduh	pradugdha	4	P.	2
sātmyīkṛ	sātmyīkṛta	8	Ā	2
samudghuṣ	samudghuṣṭa	1	Ā	2
vyupāśri	vyupāśrita	1	Ā	2
vyāmṛj	vyāmṛṣṭa	6	Ā	2
unmiśray	unmiśrita	0	P.	2
parisvid	parisvinna	1	Ā	2
saṁbhuj	saṃbhugna	6	P.	2
amlībhū	amlībhūta	1	Ā	2
mlāpay	mlāpita	10	P.	2
anusidh	anusiddha	4	Ā	2
abhivarṇay	abhivarṇita	0	Ā	2
upasaṁyuj	upasaṃyukta	7	Ā	2
saṁroṣay	saṃroṣita	10	Ā	2
saṁvāsay	saṃvāsita	0	Ā	2
ativirecay	ativirecita	10	P.	2
bhasmay	bhasmita	0	P.	2
saṁnici	saṃnicita	5	Ā	2
andhray	andhrita	0	P.	2
piṣṭībhū	piṣṭībhūta	1	Ā	2
anveṣay	anveṣita	10	Ā	2
saṁmajj	saṃmagna	1	Ā	2
parimiśray	parimiśrita	0	P.	2
pravihan	pravihata	4	Ā	2
kāṣṭhībhū	kāṣṭhībhūta	1	Ā	2
saṁpramarday	saṃpramardita	10	Ā	2
sindūrīkṛ	sindūrīkṛta	8	Ā	2
parigal	parigalita	1	P.	2
pratigālay	pratigālita	10	P.	2
yogīkṛ	yogīkṛta	8	Ā	2
parimudray	parimudrita	0	P.	2
samādih	samādigdha	6	P.	2
rajīkṛ	rajīkṛta	8	Ā	2
dvaṁdvīkṛ	dvaṃdvīkṛta	8	Ā	2
ekatrīkṛ	ekatrīkṛta	8	Ā	2
avokṣ	avokṣita	6	Ā	2
śuṣkībhū	śuṣkībhūta	1	Ā	2
parijan	parijāta	4	Ā	2
utpiṇḍay	utpiṇḍita	0	P.	2
vilekhay	vilekhita	10	P.	2
udāvṛt	udāvṛtta	1	Ā	2
pariprāp	pariprāpta	5	Ā	2
utsvid	utsvinna	4	P.	2
kaṭhinībhū	kaṭhinībhūta	1	Ā	2
upaveṣṭay	upaveṣṭita	10	P.	2
saṁdrāvay	saṃdrāvita	10	Ā	2
pattrībhū	pattrībhūta	1	Ā	2
āhvānay	āhvānita	10	P.	2
jihmīkṛ	jihmīkṛta	8	Ā	2
viprasad	viprasanna	2	P.	2
saṁprīṇay	saṃprīṇita	10	Ā	2
ādhīkṛ	ādhīkṛta	8	Ā	2
pratidūṣay	pratidūṣita	10	Ā	2
pratidhvaṁs	pratidhvasta	1	Ā	2
saṁpreṣ	saṃpreṣita	4	P.	2
anucoday	anucodita	10	Ā	2
avanamay	avanamita	10	P.	2
viparivartay	viparivartita	10	Ā	2
abhinirji	abhinirjita	2	P.	2
lolībhū	lolībhūta	1	Ā	2
anuprahi	anuprahita	5	P.	2
abhisaṁvṛdh	abhisaṃvṛddha	1	Ā	2
pramāday	pramādita	10	Ā	2
śekharībhū	śekharībhūta	1	Ā	2
lakṣyīkṛ	lakṣyīkṛta	8	P.	2
pravilup	pravilupta	6	Ā	2
ākulībhū	ākulībhūta	1	Ā	2
paripuṣ	paripuṣṭa	9	P.	2
vinamay	vinamita	10	P.	2
chup	chupta	6	P.	2
prakṣapay	prakṣapita	10	Ā	2
saṁghaṭay	saṃghaṭita	10	P.	2
prayojakībhū	prayojakībhūta	1	P.	2
protkṣip	protkṣipta	6	Ā	2
abhyalaṁkṛ	abhyalaṃkṛta	8	P.	2
vighāṭay	vighāṭita	10	P.	2
paruṣīkṛ	paruṣīkṛta	8	P.	2
maṇḍalībhū	maṇḍalībhūta	1	Ā	2
uddhukṣ	uddhukṣita	1	Ā	2
ghanīkṛ	ghanīkṛta	8	Ā	2
pravidru	pravidruta	1	Ā	2
nirvivas	nirvyuṣita	1	Ā	2
samāvāsay	samāvāsita	10	Ā	2
samunmā	samunmita	3	Ā	2
muktīkṛ	muktīkṛta	8	Ā	2
parisu	parisuta	5	P.	2
dasyusādbhū	dasyusādbhūta	1	Ā	2
saṁprakṛ	saṃprakīrṇa	6	Ā	2
praṇamay	praṇamita	10	P.	2
parikopay	parikopita	10	Ā	2
abhinah	abhinaddha	4	Ā	2
apahu	apahuta	3	Ā	2
āklid	āklinna	4	Ā	2
sādhanībhū	sādhanībhūta	1	Ā	2
viralībhū	viralībhūta	1	Ā	2
vivap	vyupta	1	Ā	2
viluṇṭh	viluṇṭhita	1	P.	2
paṇīkṛ	paṇīkṛta	8	Ā	2
uttambh	uttabhita	5	P.	2
apāvagam	apāvagata	6	P.	2
taruṇībhū	taruṇībhūta	1	P.	2
saṁlul	saṃlulita	1	P.	2
